group,symbol
PVN_2_3up_GO,Scn10a
PVN_2_3up_GO,Cdh4
PVN_2_3up_GO,Cntnap4
PVN_2_3up_GO,Map4k2
PVN_2_3up_GO,Map3k14
PVN_2_3up_GO,Plekha2
PVN_2_3up_GO,Efhb
PVN_2_3up_GO,Bace2
PVN_2_3down_GO,Mtfr2
PVN_2_3down_GO,Igf1
PVN_2_3down_GO,Ndufs1
PVN_2_3down_GO,Idh3g
PVN_2_3down_GO,Slc25a18
PVN_2_3down_GO,Insr
PVN_2_3down_GO,Taz
PVN_2_3down_GO,Mdh1
PVN_2_3down_GO,Pomc
PVN_2_3down_GO,Nfatc4
PVN_2_3down_GO,Rb1cc1
PVN_2_3down_GO,Surf1
PVN_2_3down_GO,Prpf8
PVN_2_3down_GO,Limd1
PVN_2_3down_GO,Sbds
PVN_2_3down_GO,Sfswap
PVN_2_3down_GO,Strap
PVN_2_3down_GO,Shq1
PVN_2_3down_GO,Celf1
PVN_2_3down_GO,Mrpl22
PVN_2_3down_GO,Coq8a
PVN_2_3down_GO,Coq8b
PVN_2_3down_GO,Txnrd1
PVN_2_3down_GO,Golga2
PVN_2_3down_GO,Ppp3r1
PVN_2_3down_GO,Rcan1
PVN_2_3down_GO,Arl2bp
PVN_2_3down_GO,Il10ra
PVN_2_3down_GO,Ccl5
PVN_2_3down_GO,Akr1b3
PVN_2_3down_GO,Ager
PVN_2_3down_GO,Sac3d1
PVN_2_3down_GO,Gne
PVN_2_3down_GO,Fblim1
PVN_2_3down_GO,Plek
PVN_2_3down_GO,Fn1
PVN_2_3down_GO,Nutf2
PVN_2_3down_GO,Rpain
PVN_2_3down_GO,Agap3
PVN_2_3down_GO,Srp9
PVN_2_3down_GO,Prkcq
PVN_2_3down_GO,Lrsam1
PVN_2_3down_GO,Zfand6
PVN_2_3down_GO,Nup50
PVN_2_3down_GO,Cry1
PVN_2_3down_GO,St3gal2
PVN_2_3down_GO,G6pc3
PVN_2_3down_GO,Dusp19
PVN_2_3down_GO,Map3k13
PVN_2_3down_GO,Mapk8ip3
PVN_2_3down_GO,Lmnb1
PVN_2_3down_GO,Slirp
PVN_2_3down_GO,Optn
PVN_2_3down_GO,Rab3a
PVN_2_3down_GO,Letm1
PVN_2_3down_GO,Fez1
PVN_2_3down_GO,Dclk2
PVN_2_3down_GO,Foxj2
PVN_2_3down_GO,Gk5
PVN_2_3down_GO,Slc24a1
PVN_2_3down_GO,Fmr1
PVN_2_3down_GO,Srrm2
PVN_2_3down_GO,Puf60
PVN_2_3down_GO,Yju2
PVN_2_3down_GO,Polr2a
PVN_2_3down_GO,Rgr
PVN_2_3down_GO,Pacsin2
PVN_2_3down_GO,Nedd4l
PVN_2_3down_GO,Pabpn1
PVN_2_3down_GO,Pan2
PVN_2_3down_GO,Scly
PVN_2_3down_GO,Gldc
PVN_2_3down_GO,Rab8a
PVN_2_3down_GO,Rrad
PVN_2_3down_GO,Ctsd
PVN_2_3down_GO,Rarb
PVN_2_3down_GO,Trim67
PVN_2_3down_GO,Ints3
PVN_2_3down_GO,Tipin
PVN_2_3down_GO,Nabp1
PVN_2_3down_GO,Siglec1
PVN_2_3down_GO,Abhd12
PVN_2_3down_GO,Bag6
PVN_2_3down_GO,Etaa1
PVN_2_3down_GO,Trmu
PVN_2_3down_GO,Elp4
PVN_2_3down_GO,Syn2
PVN_2_co_up_GO,Ngfr
PVN_2_co_up_GO,Epn2
PVN_2_co_up_GO,E2f2
PVN_2_co_up_GO,Mapk7
PVN_2_co_up_GO,Ppp2r1a
PVN_2_co_up_GO,Eya4
PVN_2_co_up_GO,Cdkn1b
PVN_2_co_up_GO,Plag1
PVN_2_co_up_GO,Psap
PVN_2_co_up_GO,Slamf6
PVN_2_co_up_GO,Slamf1
PVN_2_co_up_GO,Rps6kb1
PVN_2_co_up_GO,Cd34
PVN_2_co_up_GO,Dnaja3
PVN_2_co_up_GO,Coro1c
PVN_2_co_up_GO,Trim25
PVN_2_co_up_GO,Rad50
PVN_2_co_up_GO,Cox5a
PVN_2_co_up_GO,Atp5pb
PVN_2_co_up_GO,Cad
PVN_2_co_up_GO,Enpp3
PVN_2_co_up_GO,Fasn
PVN_2_co_up_GO,Cacna1d
PVN_2_co_up_GO,Cyba
PVN_2_co_up_GO,Cdh4
PVN_2_co_up_GO,Bbs2
PVN_2_co_up_GO,Ppp2r5c
PVN_2_co_up_GO,Cntnap1
PVN_2_co_up_GO,Rab3d
PVN_2_co_up_GO,Fgf6
PVN_2_co_down_GO,Golga2
PVN_2_co_down_GO,Dnajc7
PVN_uniq_3up_GO,Trim25
PVN_uniq_3up_GO,Rad50
PVN_uniq_3up_GO,Nbn
PVN_uniq_3up_GO,Ngfr
PVN_uniq_3up_GO,Epn2
PVN_uniq_3up_GO,E2f2
PVN_uniq_3up_GO,Cdkn1b
PVN_uniq_3up_GO,Cd34
PVN_uniq_3up_GO,Enpp3
PVN_uniq_3up_GO,Bbs2
PVN_uniq_3up_GO,Tfpi
PVN_uniq_3up_GO,Bace1
PVN_uniq_3up_GO,Nploc4
PVN_uniq_3up_GO,Cyba
PVN_uniq_3up_GO,Rps6kb1
PVN_uniq_3up_GO,Ilk
PVN_uniq_3up_GO,Gnai3
PVN_uniq_3up_GO,Cox5a
PVN_uniq_3up_GO,Atp5pb
PVN_uniq_3up_GO,Cad
PVN_uniq_3up_GO,Gale
PVN_uniq_3up_GO,Ppp2r5c
PVN_uniq_3up_GO,Mapk7
PVN_uniq_3up_GO,Ppp2r1a
PVN_uniq_3up_GO,Eya4
PVN_uniq_3up_GO,Dnaja3
PVN_uniq_3up_GO,Coro1c
PVN_uniq_3up_GO,Slamf6
PVN_uniq_3up_GO,Slamf1
PVN_uniq_3up_GO,Fasn
PVN_uniq_3up_GO,Plag1
PVN_uniq_3up_GO,Psap
PVN_uniq_3up_GO,Miga2
PVN_uniq_3up_GO,Kif5b
PVN_uniq_3up_GO,Cntnap1
PVN_uniq_3up_GO,Cacna1d
PVN_uniq_3up_GO,Scn10a
PVN_uniq_3up_GO,Cdh4
PVN_uniq_3up_GO,Map4k2
PVN_uniq_3up_GO,Map3k14
PVN_uniq_3up_GO,Cntnap4
PVN_uniq_3up_GO,Plekha2
PVN_uniq_3up_GO,Efhb
PVN_uniq_3up_GO,Bace2
PVN_uniq_3down_GO,Mtfr2
PVN_uniq_3down_GO,Igf1
PVN_uniq_3down_GO,Ndufs1
PVN_uniq_3down_GO,Idh3g
PVN_uniq_3down_GO,Slc25a18
PVN_uniq_3down_GO,Insr
PVN_uniq_3down_GO,Taz
PVN_uniq_3down_GO,Mdh1
PVN_uniq_3down_GO,Pomc
PVN_uniq_3down_GO,Nfatc4
PVN_uniq_3down_GO,Rb1cc1
PVN_uniq_3down_GO,Surf1
PVN_uniq_3down_GO,Prpf8
PVN_uniq_3down_GO,Limd1
PVN_uniq_3down_GO,Sbds
PVN_uniq_3down_GO,Sfswap
PVN_uniq_3down_GO,Strap
PVN_uniq_3down_GO,Shq1
PVN_uniq_3down_GO,Celf1
PVN_uniq_3down_GO,Mrpl22
PVN_uniq_3down_GO,Coq8a
PVN_uniq_3down_GO,Coq8b
PVN_uniq_3down_GO,Txnrd1
PVN_uniq_3down_GO,Golga2
PVN_uniq_3down_GO,Ppp3r1
PVN_uniq_3down_GO,Rcan1
PVN_uniq_3down_GO,Arl2bp
PVN_uniq_3down_GO,Il10ra
PVN_uniq_3down_GO,Ccl5
PVN_uniq_3down_GO,Akr1b3
PVN_uniq_3down_GO,Ager
PVN_uniq_3down_GO,Sac3d1
PVN_uniq_3down_GO,Gne
PVN_uniq_3down_GO,Nutf2
PVN_uniq_3down_GO,Rpain
PVN_uniq_3down_GO,Agap3
PVN_uniq_3down_GO,Srp9
PVN_uniq_3down_GO,Prkcq
PVN_uniq_3down_GO,Lrsam1
PVN_uniq_3down_GO,Zfand6
PVN_uniq_3down_GO,Nup50
PVN_uniq_3down_GO,Fblim1
PVN_uniq_3down_GO,Plek
PVN_uniq_3down_GO,Fn1
PVN_uniq_3down_GO,Cry1
PVN_uniq_3down_GO,St3gal2
PVN_uniq_3down_GO,G6pc3
PVN_uniq_3down_GO,Dusp19
PVN_uniq_3down_GO,Map3k13
PVN_uniq_3down_GO,Mapk8ip3
PVN_uniq_3down_GO,Lmnb1
PVN_uniq_3down_GO,Slirp
PVN_uniq_3down_GO,Optn
PVN_uniq_3down_GO,Rab3a
PVN_uniq_3down_GO,Letm1
PVN_uniq_3down_GO,Fez1
PVN_uniq_3down_GO,Dclk2
PVN_uniq_3down_GO,Foxj2
PVN_uniq_3down_GO,Gk5
PVN_uniq_3down_GO,Srrm2
PVN_uniq_3down_GO,Fmr1
PVN_uniq_3down_GO,Puf60
PVN_uniq_3down_GO,Yju2
PVN_uniq_3down_GO,Polr2a
PVN_uniq_3down_GO,Slc24a1
PVN_uniq_3down_GO,Pabpn1
PVN_uniq_3down_GO,Pan2
PVN_uniq_3down_GO,Rgr
PVN_uniq_3down_GO,Pacsin2
PVN_uniq_3down_GO,Nedd4l
PVN_uniq_3down_GO,Rab8a
PVN_uniq_3down_GO,Ctsd
PVN_uniq_3down_GO,Rarb
PVN_uniq_3down_GO,Trim67
PVN_uniq_3down_GO,Scly
PVN_uniq_3down_GO,Gldc
PVN_uniq_3down_GO,Rrad
PVN_uniq_3down_GO,Siglec1
PVN_uniq_3down_GO,Abhd12
PVN_uniq_3down_GO,Bag6
PVN_uniq_3down_GO,Etaa1
PVN_uniq_3down_GO,Trmu
PVN_uniq_3down_GO,Elp4
PVN_uniq_3down_GO,Syn2
PVN_uniq_co_up_GO,Ngfr
PVN_uniq_co_up_GO,Epn2
PVN_uniq_co_up_GO,E2f2
PVN_uniq_co_up_GO,Mapk7
PVN_uniq_co_up_GO,Ppp2r1a
PVN_uniq_co_up_GO,Eya4
PVN_uniq_co_up_GO,Cdkn1b
PVN_uniq_co_up_GO,Plag1
PVN_uniq_co_up_GO,Psap
PVN_uniq_co_up_GO,Slamf6
PVN_uniq_co_up_GO,Slamf1
PVN_uniq_co_up_GO,Rps6kb1
PVN_uniq_co_up_GO,Cd34
PVN_uniq_co_up_GO,Dnaja3
PVN_uniq_co_up_GO,Coro1c
PVN_uniq_co_up_GO,Trim25
PVN_uniq_co_up_GO,Rad50
PVN_uniq_co_up_GO,Cox5a
PVN_uniq_co_up_GO,Atp5pb
PVN_uniq_co_up_GO,Cad
PVN_uniq_co_up_GO,Enpp3
PVN_uniq_co_up_GO,Fasn
PVN_uniq_co_up_GO,Cacna1d
PVN_uniq_co_up_GO,Cyba
PVN_uniq_co_up_GO,Cdh4
PVN_uniq_co_up_GO,Bbs2
PVN_uniq_co_up_GO,Ppp2r5c
PVN_uniq_co_up_GO,Cntnap1
PVN_uniq_co_up_GO,Rab3d
PVN_uniq_co_up_GO,Fgf6
PVN_uniq_co_down_GO,Golga2
PVN_uniq_co_down_GO,Dnajc7
