from_symbol,to_symbol
Pik3cd,Atp1a1
Pik3cd,Atp1b1
Pik3cd,Atp1b2
Pik3cd,Atp1b3
Pik3cd,Fxyd2
Pik3cd,Atp1a3
Pik3cd,Atp1a4
Pik3cd,Atp1b4
Pik3cd,Atp1a2
Pik3cd,Snx18
Pik3cd,Snx33
Pik3cd,Snx9
Pik3cd,Pip4p1
Pik3cd,Pip4p2
Pik3cd,Slc2a4
Pik3cd,Dnm2
Pik3cd,Amph
Pik3cd,Bin1
Pik3cd,Rcan2
Pik3cg,Synj1
Pik3cg,Inpp5b
Pik3cg,Synj2
Pik3cg,Ocrl
Pik3cg,Inpp5e
Pik3cg,Pip5k1c
Pik3cg,Pip5k1b
Pik3cg,Pip5k1a
Pik3cg,Pip5kl1
Pik3cg,Inpp5d
Pik3cg,Inppl1
Pik3cg,Egfr
Pik3cg,Akt1
Pik3cg,Akt2
Pik3cg,Akt3
Pik3cg,Hras
Pik3cg,Kras
Pik3cg,Nras
Pik3cg,Ptk2
Pik3cg,Pdpk1
Pik3cg,Itk
Pik3cg,Prkcz
Pik3cg,Prex1
Pik3cg,Cyth1
Pik3cg,Cyth2
Pik3cg,Cyth3
Pik3cg,Cyth4
Pik3cg,Snx18
Pik3cg,Snx33
Pik3cg,Snx9
Pik3cb,Pip4k2b
Pik3cb,Pip4k2c
Pik3cb,Pip4k2a
Pik3cb,Synj1
Pik3cb,Inpp5b
Pik3cb,Synj2
Pik3cb,Ocrl
Pik3cb,Inpp5e
Pik3cb,Pten
Pik3cb,Pip5k1c
Pik3cb,Pip5k1b
Pik3cb,Pip5k1a
Pik3cb,Pip5kl1
Pik3cb,Plcg1
Pik3cb,Plcg2
Pik3cb,Inpp5d
Pik3cb,Inppl1
Pik3cb,Chkb
Pik3cb,Chka
Pik3cb,Pld1
Pik3cb,Pld2
Pik3cb,Mtor
Pik3cb,Akt1
Pik3cb,Akt2
Pik3cb,Akt3
Pik3cb,Raf1
Pik3cb,Hras
Pik3cb,Kras
Pik3cb,Nras
Pik3cb,Src
Pik3cb,Foxo3
Pik3cb,Ptk2
Pik3cb,Pdpk1
Pik3cb,Casp3
Pik3cb,Cdc42
Pik3cb,Rac3
Pik3cb,Rac1
Pik3cb,Rac2
Pik3cb,Vav1
Pik3cb,Vav2
Pik3cb,Vav3
Pik3cb,Lcp2
Pik3cb,Itk
Pik3cb,Prkcd
Pik3cb,Prkcz
Pik3cb,Prex1
Pik3cb,Btk
Pik3cb,Hif1a
Pik3cb,Pdk1
Pik3cb,Foxo1
Pik3cb,Cyth1
Pik3cb,Cyth2
Pik3cb,Cyth3
Pik3cb,Cyth4
Pik3cb,Itgb3
Pik3cb,Ilk
Pik3cb,Prkci
Pik3cb,Itga2b
Pik3cb,Txk
Pik3cb,Itgav
Pik3cb,Thra
Pik3cb,Atp1a1
Pik3cb,Atp1b1
Pik3cb,Atp1b2
Pik3cb,Atp1b3
Pik3cb,Fxyd2
Pik3cb,Atp1a3
Pik3cb,Atp1a4
Pik3cb,Atp1b4
Pik3cb,Atp1a2
Pik3cb,Snx18
Pik3cb,Snx33
Pik3cb,Snx9
Pik3cb,Pip4p1
Pik3cb,Pip4p2
Pik3cb,Slc2a4
Pik3cb,Dnm2
Pik3cb,Amph
Pik3cb,Bin1
Pik3cb,Rcan2
Pla2g4a,Cyp2e1
Pla2g4a,Lpcat1
Pla2g4a,Lpcat2
Pla2g4a,Lpcat2b
Pla2g4a,Lpcat4
Pla2g4a,Chpt1
Pla2g4a,Cept1
Pla2g4a,Plaat3
Pla2g4a,Plb1
Pla2g4a,Pld4
Pla2g4a,Pld1
Pla2g4a,Pld2
Pla2g4a,Pld3
Pla2g4a,Selenoi
Pla2g4a,Lypla1
Pla2g4a,Pnpla7
Pla2g4a,Pnpla6
Pla2g4a,Pisd
Pla2g4a,Pemt
Pla2g4a,Enpp6
Pla2g4a,Cyp2j11
Pla2g4a,Cyp2j5
Pla2g4a,Cyp2j6
Pla2g4a,Cyp2j13
Pla2g4a,Cyp2j12
Pla2g4a,Cyp2j8
Pla2g4a,Cyp2j9
Pla2g4a,Ptgs1
Pla2g4a,Ptgs2
Pla2g4a,Alox5
Pla2g4a,Fads2
Pla2g4a,Prkca
Pla2g4a,Prkcb
Pla2g4a,Prkcg
Pla2g4a,Pla2g15
Pla2g4b,Cyp2e1
Pla2g4b,Lpcat1
Pla2g4b,Lpcat2
Pla2g4b,Lpcat2b
Pla2g4b,Lpcat4
Pla2g4b,Chpt1
Pla2g4b,Cept1
Pla2g4b,Plaat3
Pla2g4b,Plb1
Pla2g4b,Pld4
Pla2g4b,Pld1
Pla2g4b,Pld2
Pla2g4b,Pld3
Pla2g4b,Selenoi
Pla2g4b,Lypla1
Pla2g4b,Pnpla7
Pla2g4b,Pnpla6
Pla2g4b,Pisd
Pla2g4b,Pemt
Pla2g4b,Enpp6
Pla2g4b,Cyp2j11
Pla2g4b,Cyp2j5
Pla2g4b,Cyp2j6
Pla2g4b,Cyp2j13
Pla2g4b,Cyp2j12
Pla2g4b,Cyp2j8
Pla2g4b,Cyp2j9
Pla2g4b,Ptgs1
Pla2g4b,Ptgs2
Pla2g4b,Alox5
Pla2g4b,Fads2
Pla2g4b,Prkca
Pla2g4b,Prkcb
Pla2g4b,Prkcg
Pla2g4b,Pla2g15
Pla2g4c,Cyp2e1
Pla2g4c,Lpcat1
Pla2g4c,Lpcat2
Pla2g4c,Lpcat2b
Pla2g4c,Lpcat4
Pla2g4c,Chpt1
Pla2g4c,Cept1
Pla2g4c,Plaat3
Pla2g4c,Plb1
Pla2g4c,Pld4
Pla2g4c,Pld1
Pla2g4c,Pld2
Pla2g4c,Pld3
Pla2g4c,Selenoi
Pla2g4c,Lypla1
Pla2g4c,Pnpla7
Pla2g4c,Pnpla6
Pla2g4c,Pisd
Pla2g4c,Pemt
Pla2g4c,Enpp6
Pla2g4c,Cyp2j11
Pla2g4c,Cyp2j5
Pla2g4c,Cyp2j6
Pla2g4c,Cyp2j13
Pla2g4c,Cyp2j12
Pla2g4c,Cyp2j8
Pla2g4c,Cyp2j9
Pla2g4c,Ptgs1
Pla2g4c,Ptgs2
Pla2g4c,Alox5
Pla2g4c,Fads2
Pla2g4c,Prkca
Pla2g4c,Prkcb
Pla2g4c,Prkcg
Pla2g4c,Pla2g15
Pla2g4f,Cyp2e1
Pla2g4f,Lpcat1
Pla2g4f,Lpcat2
Pla2g4f,Lpcat2b
Pla2g4f,Lpcat4
Pla2g4f,Chpt1
Pla2g4f,Cept1
Pla2g4f,Plaat3
Pla2g4f,Plb1
Pla2g4f,Pld4
Pla2g4f,Pld1
Pla2g4f,Pld2
Pla2g4f,Pld3
Pla2g4f,Selenoi
Pla2g4f,Lypla1
Pla2g4f,Pnpla7
Pla2g4f,Pnpla6
Pla2g4f,Pisd
Pla2g4f,Pemt
Pla2g4f,Enpp6
Pla2g4f,Cyp2j11
Pla2g4f,Cyp2j5
Pla2g4f,Cyp2j6
Pla2g4f,Cyp2j13
Pla2g4f,Cyp2j12
Pla2g4f,Cyp2j8
Pla2g4f,Cyp2j9
Pla2g4f,Ptgs1
Pla2g4f,Ptgs2
Pla2g4f,Alox5
Pla2g4f,Fads2
Pla2g4f,Prkca
Pla2g4f,Prkcb
Pla2g4f,Prkcg
Pla2g4f,Pla2g15
Pla2g4e,Cyp2e1
Pla2g4e,Lpcat1
Pla2g4e,Lpcat2
Pla2g4e,Lpcat2b
Pla2g4e,Lpcat4
Pla2g4e,Chpt1
Pla2g4e,Cept1
Pla2g4e,Plaat3
Pla2g4e,Plb1
Pla2g4e,Pld4
Pla2g4e,Pld1
Pla2g4e,Pld2
Pla2g4e,Pld3
Pla2g4e,Selenoi
Pla2g4e,Lypla1
Pla2g4e,Pnpla7
Pla2g4e,Pnpla6
Pla2g4e,Pisd
Pla2g4e,Pemt
Pla2g4e,Enpp6
Pla2g4e,Cyp2j11
Pla2g4e,Cyp2j5
Pla2g4e,Cyp2j6
Pla2g4e,Cyp2j13
Pla2g4e,Cyp2j12
Pla2g4e,Cyp2j8
Pla2g4e,Cyp2j9
Pla2g4e,Ptgs1
Pla2g4e,Ptgs2
Pla2g4e,Alox5
Pla2g4e,Fads2
Pla2g4e,Prkca
Pla2g4e,Prkcb
Pla2g4e,Prkcg
Pla2g4e,Pla2g15
Pla2g4d,Cyp2e1
Pla2g4d,Lpcat1
Pla2g4d,Lpcat2
Pla2g4d,Lpcat2b
Pla2g4d,Lpcat4
Pla2g4d,Chpt1
Pla2g4d,Cept1
Pla2g4d,Plaat3
Pla2g4d,Plb1
Pla2g4d,Pld4
Pla2g4d,Pld1
Pla2g4d,Pld2
Pla2g4d,Pld3
Pla2g4d,Selenoi
Pla2g4d,Lypla1
Pla2g4d,Pnpla7
Pla2g4d,Pnpla6
Pla2g4d,Pisd
Pla2g4d,Pemt
Pla2g4d,Enpp6
Pla2g4d,Cyp2j11
Pla2g4d,Cyp2j5
Pla2g4d,Cyp2j6
Pla2g4d,Cyp2j13
Pla2g4d,Cyp2j12
Pla2g4d,Cyp2j8
Pla2g4d,Cyp2j9
Pla2g4d,Ptgs1
Pla2g4d,Ptgs2
Pla2g4d,Alox5
Pla2g4d,Fads2
Pla2g4d,Prkca
Pla2g4d,Prkcb
Pla2g4d,Prkcg
Pla2g4d,Pla2g15
Mapk1,Nos1
Mapk1,Nos2
Mapk1,Pcyt1a
Mapk1,Pcyt1b
Mapk1,Plaat3
Mapk1,Pla2g1b
Mapk1,Pla2g2a
Mapk1,Pla2g2c
Mapk1,Pla2g2d
Mapk1,Pla2g4a
Mapk1,Pla2g5
Mapk1,Pla2g4b
Mapk1,Pla2g4c
Mapk1,Pla2g3
Mapk1,Pla2g10
Mapk1,Pla2g2e
Mapk1,Pla2g2f
Mapk1,Pla2g4f
Mapk1,Pla2g4e
Mapk1,Pla2g6
Mapk1,Pla2g12a
Mapk1,Pla2g12b
Mapk1,Pla2g4d
Mapk1,Pla1a
Mapk1,Ptgs2
Mapk1,Sphk1
Mapk1,Sphk2
Mapk1,Eif4ebp1
Mapk1,Rps6kb2
Mapk1,Rps6kb1
Mapk1,Prkca
Mapk1,Prkcb
Mapk1,Prkcg
Mapk1,Hras
Mapk1,Kras
Mapk1,Nras
Mapk1,Bcl2
Mapk1,Bcl2l11
Mapk1,Igf1
Mapk1,Vegfa
Mapk1,Il6
Mapk1,Foxo3
Mapk1,Esr1
Mapk1,Esr2
Mapk1,Mmp2
Mapk1,Mmp9
Mapk1,Mapk11
Mapk1,Mapk13
Mapk1,Mapk14
Mapk1,Mapk12
Mapk1,Jag1
Mapk1,Trp53
Mapk1,Cdkn1a
Mapk1,Ccnd1
Mapk1,Cdk4
Mapk1,Nfkb1
Mapk1,Rela
Mapk1,Bad
Mapk1,Lamtor3
Mapk1,Rps6ka4
Mapk1,Rps6ka5
Mapk1,Elk4
Mapk1,Elk1
Mapk1,Casp3
Mapk1,Il1a
Mapk1,Il1b
Mapk1,Tnf
Mapk1,Rps6ka3
Mapk1,Rps6ka1
Mapk1,Rps6ka2
Mapk1,Rps6ka6
Mapk1,Mknk1
Mapk1,Mknk2
Mapk1,Vegfd
Mapk1,Vegfb
Mapk1,Vegfc
Mapk1,Foxo4
Mapk1,Rock1
Mapk1,Rock2
Mapk1,Nfatc1
Mapk1,Nfatc2
Mapk1,Nfatc3
Mapk1,Irs1
Mapk1,Irs3
Mapk1,Irs4
Mapk1,Irs2
Mapk1,Creb1
Mapk1,Creb3
Mapk1,Creb3l2
Mapk1,Creb3l3
Mapk1,Creb5
Mapk1,Creb3l1
Mapk1,Creb3l4
Mapk1,Il18
Mapk1,Ifng
Mapk1,Csf2
Mapk1,Il23a
Mapk1,Il12a
Mapk1,Il12b
Mapk1,Hif1a
Mapk1,Foxo6
Mapk1,Foxo1
Mapk1,Tsc2
Mapk1,Tsc1
Mapk1,Gnrh1
Mapk1,Pdyn
Mapk1,Smad2
Mapk1,Smad3
Mapk1,Myc
Mapk1,Ar
Mapk1,Igfbp3
Mapk1,Atf4
Mapk1,Sp1
Mapk1,Jun
Mapk1,Atf6b
Mapk1,Tbc1d7
Mapk1,Atf2
Mapk1,Nr4a1
Mapk1,Fos
Mapk1,Stat1
Mapk1,Ets1
Mapk1,Smad1
Mapk1,Smad5
Mapk1,Smad9
Mapk1,Mef2c
Mapk1,Egr1
Mapk1,Junb
Mapk1,Socs3
Mapk1,Socs1
Mapk1,Gja1
Mapk1,Gjd2
Mapk1,Tbx3
Mapk1,Plau
Mapk1,Socs2
Mapk1,Slc9a1
Mapk1,Mitf
Mapk1,Thrb
Mapk1,Atp1a1
Mapk1,Atp1b1
Mapk1,Atp1b2
Mapk1,Atp1b3
Mapk1,Fxyd2
Mapk1,Atp1a3
Mapk1,Atp1a4
Mapk1,Atp1b4
Mapk1,Atp1a2
Mapk1,Mapt
Mapk1,Ets2
Mapk1,Stmn1
Mapk1,Cald1
Mapk1,Snai2
Mapk1,Plaur
Mapk1,Igfals
Mapk3,Nos1
Mapk3,Nos2
Mapk3,Pcyt1a
Mapk3,Pcyt1b
Mapk3,Plaat3
Mapk3,Pla2g1b
Mapk3,Pla2g2a
Mapk3,Pla2g2c
Mapk3,Pla2g2d
Mapk3,Pla2g4a
Mapk3,Pla2g5
Mapk3,Pla2g4b
Mapk3,Pla2g4c
Mapk3,Pla2g3
Mapk3,Pla2g10
Mapk3,Pla2g2e
Mapk3,Pla2g2f
Mapk3,Pla2g4f
Mapk3,Pla2g4e
Mapk3,Pla2g6
Mapk3,Pla2g12a
Mapk3,Pla2g12b
Mapk3,Pla2g4d
Mapk3,Pla1a
Mapk3,Ptgs2
Mapk3,Sphk1
Mapk3,Sphk2
Mapk3,Eif4ebp1
Mapk3,Rps6kb2
Mapk3,Rps6kb1
Mapk3,Prkca
Mapk3,Prkcb
Mapk3,Prkcg
Mapk3,Hras
Mapk3,Kras
Mapk3,Nras
Mapk3,Bcl2
Mapk3,Bcl2l11
Mapk3,Igf1
Mapk3,Vegfa
Mapk3,Il6
Mapk3,Foxo3
Mapk3,Esr1
Mapk3,Esr2
Mapk3,Mmp2
Mapk3,Mmp9
Mapk3,Mapk11
Mapk3,Mapk13
Mapk3,Mapk14
Mapk3,Mapk12
Mapk3,Jag1
Mapk3,Trp53
Mapk3,Cdkn1a
Mapk3,Ccnd1
Mapk3,Cdk4
Mapk3,Nfkb1
Mapk3,Rela
Mapk3,Bad
Mapk3,Lamtor3
Mapk3,Rps6ka4
Mapk3,Rps6ka5
Mapk3,Elk4
Mapk3,Elk1
Mapk3,Casp3
Mapk3,Il1a
Mapk3,Il1b
Mapk3,Tnf
Mapk3,Rps6ka3
Mapk3,Rps6ka1
Mapk3,Rps6ka2
Mapk3,Rps6ka6
Mapk3,Mknk1
Mapk3,Mknk2
Mapk3,Vegfd
Mapk3,Vegfb
Mapk3,Vegfc
Mapk3,Foxo4
Mapk3,Rock1
Mapk3,Rock2
Mapk3,Nfatc1
Mapk3,Nfatc2
Mapk3,Nfatc3
Mapk3,Irs1
Mapk3,Irs3
Mapk3,Irs4
Mapk3,Irs2
Mapk3,Creb1
Mapk3,Creb3
Mapk3,Creb3l2
Mapk3,Creb3l3
Mapk3,Creb5
Mapk3,Creb3l1
Mapk3,Creb3l4
Mapk3,Il18
Mapk3,Ifng
Mapk3,Csf2
Mapk3,Il23a
Mapk3,Il12a
Mapk3,Il12b
Mapk3,Hif1a
Mapk3,Foxo6
Mapk3,Foxo1
Mapk3,Tsc2
Mapk3,Tsc1
Mapk3,Gnrh1
Mapk3,Pdyn
Mapk3,Smad2
Mapk3,Smad3
Mapk3,Myc
Mapk3,Ar
Mapk3,Igfbp3
Mapk3,Atf4
Mapk3,Sp1
Mapk3,Jun
Mapk3,Atf6b
Mapk3,Tbc1d7
Mapk3,Atf2
Mapk3,Nr4a1
Mapk3,Fos
Mapk3,Stat1
Mapk3,Ets1
Mapk3,Smad1
Mapk3,Smad5
Mapk3,Smad9
Mapk3,Mef2c
Mapk3,Egr1
Mapk3,Junb
Mapk3,Socs3
Mapk3,Socs1
Mapk3,Gja1
Mapk3,Gjd2
Mapk3,Tbx3
Mapk3,Plau
Mapk3,Socs2
Mapk3,Slc9a1
Mapk3,Mitf
Mapk3,Thrb
Mapk3,Atp1a1
Mapk3,Atp1b1
Mapk3,Atp1b2
Mapk3,Atp1b3
Mapk3,Fxyd2
Mapk3,Atp1a3
Mapk3,Atp1a4
Mapk3,Atp1b4
Mapk3,Atp1a2
Mapk3,Mapt
Mapk3,Ets2
Mapk3,Stmn1
Mapk3,Cald1
Mapk3,Snai2
Mapk3,Plaur
Mapk3,Igfals
Hras,Plcg1
Hras,Plce1
Hras,Pik3ca
Hras,Pik3cd
Hras,Pik3cb
Hras,Pld1
Hras,Pld2
Hras,Mapk1
Hras,Mapk3
Hras,Map2k1
Hras,Map2k2
Hras,Braf
Hras,Raf1
Hras,Araf
Hras,Pik3r1
Hras,Pik3r2
Hras,Pik3r3
Hras,Mapk11
Hras,Mapk13
Hras,Mapk14
Hras,Mapk12
Hras,Mapk10
Hras,Mapk8
Hras,Mapk9
Hras,Cdkn2a
Hras,Pdpk1
Hras,Map3k1
Hras,Rps6ka3
Hras,Rps6ka1
Hras,Rps6ka2
Hras,Rps6ka6
Hras,Tiam1
Hras,Ralgds
Hras,Rgl1
Hras,Rgl2
Hras,Rin1
Hras,Ralbp1
Hras,Rassf5
Hras,Rassf1
Hras,Rapgef5
Hras,Brap
Hras,Afdn
Hras,Hif1a
Hras,Mos
Hras,Jun
Hras,Fos
Hras,Map3k3
Hras,Arhgef6
Kras,Plcg1
Kras,Plce1
Kras,Pik3ca
Kras,Pik3cd
Kras,Pik3cb
Kras,Pld1
Kras,Pld2
Kras,Mapk1
Kras,Mapk3
Kras,Map2k1
Kras,Map2k2
Kras,Braf
Kras,Raf1
Kras,Araf
Kras,Pik3r1
Kras,Pik3r2
Kras,Pik3r3
Kras,Mapk11
Kras,Mapk13
Kras,Mapk14
Kras,Mapk12
Kras,Mapk10
Kras,Mapk8
Kras,Mapk9
Kras,Cdkn2a
Kras,Pdpk1
Kras,Map3k1
Kras,Rps6ka3
Kras,Rps6ka1
Kras,Rps6ka2
Kras,Rps6ka6
Kras,Tiam1
Kras,Ralgds
Kras,Rgl1
Kras,Rgl2
Kras,Rin1
Kras,Ralbp1
Kras,Rassf5
Kras,Rassf1
Kras,Rapgef5
Kras,Brap
Kras,Afdn
Kras,Hif1a
Kras,Mos
Kras,Jun
Kras,Fos
Kras,Map3k3
Kras,Arhgef6
Nras,Plcg1
Nras,Plce1
Nras,Pik3ca
Nras,Pik3cd
Nras,Pik3cb
Nras,Pld1
Nras,Pld2
Nras,Mapk1
Nras,Mapk3
Nras,Map2k1
Nras,Map2k2
Nras,Braf
Nras,Raf1
Nras,Araf
Nras,Pik3r1
Nras,Pik3r2
Nras,Pik3r3
Nras,Mapk11
Nras,Mapk13
Nras,Mapk14
Nras,Mapk12
Nras,Mapk10
Nras,Mapk8
Nras,Mapk9
Nras,Cdkn2a
Nras,Pdpk1
Nras,Map3k1
Nras,Rps6ka3
Nras,Rps6ka1
Nras,Rps6ka2
Nras,Rps6ka6
Nras,Tiam1
Nras,Ralgds
Nras,Rgl1
Nras,Rgl2
Nras,Rin1
Nras,Ralbp1
Nras,Rassf5
Nras,Rassf1
Nras,Rapgef5
Nras,Brap
Nras,Afdn
Nras,Hif1a
Nras,Mos
Nras,Jun
Nras,Fos
Nras,Map3k3
Nras,Arhgef6
Src,Pik3ca
Src,Pik3cd
Src,Pik3cg
Src,Pik3cb
Src,Egfr
Src,Grb2
Src,Shc1
Src,Shc3
Src,Shc2
Src,Shc4
Src,Raf1
Src,Hras
Src,Kras
Src,Nras
Src,Stat3
Src,Esr1
Src,Esr2
Src,Mmp2
Src,Mmp9
Src,Ncoa3
Src,Med1
Src,Carm1
Src,Pik3r1
Src,Pik3r2
Src,Pik3r3
Src,Ptk2
Src,Cdc42
Src,Rac3
Src,Rac1
Src,Rac2
Src,Crk
Src,Crkl
Src,Ctnnb1
Src,Farp2
Src,Bcar1
Src,Pik3r6
Src,Pik3r5
Src,Elmo1
Src,Itk
Src,Ptk2b
Src,Dock2
Src,Syk
Src,Fundc1
Src,Sp1
Src,Jun
Src,Fos
Src,Dcc
Src,Unc5a
Src,Unc5b
Src,Unc5d
Src,Unc5c
Src,Pxn
Src,Arhgap5
Src,Arhgap35
Src,Cav1
Src,Cav2
Src,Cav3
Src,Ocln
Src,Tjp1
Src,Cttn
Src,Hcls1
Src,Gja1
Src,Gjd2
Src,Map3k2
Src,Trpv1
Src,Arhgef7
Src,Git2
Pik3r1,Pip4k2b
Pik3r1,Pip4k2c
Pik3r1,Pip4k2a
Pik3r1,Synj1
Pik3r1,Inpp5b
Pik3r1,Synj2
Pik3r1,Ocrl
Pik3r1,Inpp5e
Pik3r1,Pten
Pik3r1,Inpp4b
Pik3r1,Inpp4a
Pik3r1,Mtm1
Pik3r1,Pip5k1c
Pik3r1,Pip5k1b
Pik3r1,Pip5k1a
Pik3r1,Mtmr4
Pik3r1,Mtmr6
Pik3r1,Mtmr1
Pik3r1,Mtmr7
Pik3r1,Mtmr3
Pik3r1,Mtmr2
Pik3r1,Mtmr14
Pik3r1,Plcz1
Pik3r1,Plcb1
Pik3r1,Plcb2
Pik3r1,Plcb3
Pik3r1,Plcb4
Pik3r1,Plcd1
Pik3r1,Plcd4
Pik3r1,Plcg1
Pik3r1,Plcg2
Pik3r1,Plcd3
Pik3r1,Plce1
Pik3r1,Pikfyve
Pik3r1,Inpp5d
Pik3r1,Inppl1
Pik3r1,Chkb
Pik3r1,Chka
Pik3r1,Pld1
Pik3r1,Pld2
Pik3r1,Mtor
Pik3r1,Akt1
Pik3r1,Akt2
Pik3r1,Akt3
Pik3r1,Raf1
Pik3r1,Hras
Pik3r1,Kras
Pik3r1,Nras
Pik3r1,Src
Pik3r1,Foxo3
Pik3r1,Ptk2
Pik3r1,Pdpk1
Pik3r1,Casp3
Pik3r1,Cdc42
Pik3r1,Rac3
Pik3r1,Rac1
Pik3r1,Rac2
Pik3r1,Vav1
Pik3r1,Vav2
Pik3r1,Vav3
Pik3r1,Lcp2
Pik3r1,Itk
Pik3r1,Prkcd
Pik3r1,Prkcz
Pik3r1,Prex1
Pik3r1,Btk
Pik3r1,Hif1a
Pik3r1,Pdk1
Pik3r1,Foxo1
Pik3r1,Itgb3
Pik3r1,Ilk
Pik3r1,Prkci
Pik3r1,Itga2b
Pik3r1,Txk
Pik3r1,Itgav
Pik3r1,Thra
Pik3r1,Atp1a1
Pik3r1,Atp1b1
Pik3r1,Atp1b2
Pik3r1,Atp1b3
Pik3r1,Fxyd2
Pik3r1,Atp1a3
Pik3r1,Atp1a4
Pik3r1,Atp1b4
Pik3r1,Atp1a2
Pik3r1,Pip4p1
Pik3r1,Pip4p2
Pik3r1,Slc2a4
Pik3r1,Dnm2
Pik3r1,Amph
Pik3r1,Bin1
Pik3r1,Rcan2
Pik3r2,Pip4k2b
Pik3r2,Pip4k2c
Pik3r2,Pip4k2a
Pik3r2,Synj1
Pik3r2,Inpp5b
Pik3r2,Synj2
Pik3r2,Ocrl
Pik3r2,Inpp5e
Pik3r2,Pten
Pik3r2,Inpp4b
Pik3r2,Inpp4a
Pik3r2,Mtm1
Pik3r2,Pip5k1c
Pik3r2,Pip5k1b
Pik3r2,Pip5k1a
Pik3r2,Mtmr4
Pik3r2,Mtmr6
Pik3r2,Mtmr1
Pik3r2,Mtmr7
Pik3r2,Mtmr3
Pik3r2,Mtmr2
Pik3r2,Mtmr14
Pik3r2,Plcz1
Pik3r2,Plcb1
Pik3r2,Plcb2
Pik3r2,Plcb3
Pik3r2,Plcb4
Pik3r2,Plcd1
Pik3r2,Plcd4
Pik3r2,Plcg1
Pik3r2,Plcg2
Pik3r2,Plcd3
Pik3r2,Plce1
Pik3r2,Pikfyve
Pik3r2,Inpp5d
Pik3r2,Inppl1
Pik3r2,Chkb
Pik3r2,Chka
Pik3r2,Pld1
Pik3r2,Pld2
Pik3r2,Mtor
Pik3r2,Akt1
Pik3r2,Akt2
Pik3r2,Akt3
Pik3r2,Raf1
Pik3r2,Hras
Pik3r2,Kras
Pik3r2,Nras
Pik3r2,Src
Pik3r2,Foxo3
Pik3r2,Ptk2
Pik3r2,Pdpk1
Pik3r2,Casp3
Pik3r2,Cdc42
Pik3r2,Rac3
Pik3r2,Rac1
Pik3r2,Rac2
Pik3r2,Vav1
Pik3r2,Vav2
Pik3r2,Vav3
Pik3r2,Lcp2
Pik3r2,Itk
Pik3r2,Prkcd
Pik3r2,Prkcz
Pik3r2,Prex1
Pik3r2,Btk
Pik3r2,Hif1a
Pik3r2,Pdk1
Pik3r2,Foxo1
Pik3r2,Itgb3
Pik3r2,Ilk
Pik3r2,Prkci
Pik3r2,Itga2b
Pik3r2,Txk
Pik3r2,Itgav
Pik3r2,Thra
Pik3r2,Atp1a1
Pik3r2,Atp1b1
Pik3r2,Atp1b2
Pik3r2,Atp1b3
Pik3r2,Fxyd2
Pik3r2,Atp1a3
Pik3r2,Atp1a4
Pik3r2,Atp1b4
Pik3r2,Atp1a2
Pik3r2,Pip4p1
Pik3r2,Pip4p2
Pik3r2,Slc2a4
Pik3r2,Dnm2
Pik3r2,Amph
Pik3r2,Bin1
Pik3r2,Rcan2
Pik3r3,Pip4k2b
Pik3r3,Pip4k2c
Pik3r3,Pip4k2a
Pik3r3,Synj1
Pik3r3,Inpp5b
Pik3r3,Synj2
Pik3r3,Ocrl
Pik3r3,Inpp5e
Pik3r3,Pten
Pik3r3,Inpp4b
Pik3r3,Inpp4a
Pik3r3,Mtm1
Pik3r3,Pip5k1c
Pik3r3,Pip5k1b
Pik3r3,Pip5k1a
Pik3r3,Mtmr4
Pik3r3,Mtmr6
Pik3r3,Mtmr1
Pik3r3,Mtmr7
Pik3r3,Mtmr3
Pik3r3,Mtmr2
Pik3r3,Mtmr14
Pik3r3,Plcz1
Pik3r3,Plcb1
Pik3r3,Plcb2
Pik3r3,Plcb3
Pik3r3,Plcb4
Pik3r3,Plcd1
Pik3r3,Plcd4
Pik3r3,Plcg1
Pik3r3,Plcg2
Pik3r3,Plcd3
Pik3r3,Plce1
Pik3r3,Pikfyve
Pik3r3,Inpp5d
Pik3r3,Inppl1
Pik3r3,Chkb
Pik3r3,Chka
Pik3r3,Pld1
Pik3r3,Pld2
Pik3r3,Mtor
Pik3r3,Akt1
Pik3r3,Akt2
Pik3r3,Akt3
Pik3r3,Raf1
Pik3r3,Hras
Pik3r3,Kras
Pik3r3,Nras
Pik3r3,Src
Pik3r3,Foxo3
Pik3r3,Ptk2
Pik3r3,Pdpk1
Pik3r3,Casp3
Pik3r3,Cdc42
Pik3r3,Rac3
Pik3r3,Rac1
Pik3r3,Rac2
Pik3r3,Vav1
Pik3r3,Vav2
Pik3r3,Vav3
Pik3r3,Lcp2
Pik3r3,Itk
Pik3r3,Prkcd
Pik3r3,Prkcz
Pik3r3,Prex1
Pik3r3,Btk
Pik3r3,Hif1a
Pik3r3,Pdk1
Pik3r3,Foxo1
Pik3r3,Itgb3
Pik3r3,Ilk
Pik3r3,Prkci
Pik3r3,Itga2b
Pik3r3,Txk
Pik3r3,Itgav
Pik3r3,Thra
Pik3r3,Atp1a1
Pik3r3,Atp1b1
Pik3r3,Atp1b2
Pik3r3,Atp1b3
Pik3r3,Fxyd2
Pik3r3,Atp1a3
Pik3r3,Atp1a4
Pik3r3,Atp1b4
Pik3r3,Atp1a2
Pik3r3,Pip4p1
Pik3r3,Pip4p2
Pik3r3,Slc2a4
Pik3r3,Dnm2
Pik3r3,Amph
Pik3r3,Bin1
Pik3r3,Rcan2
Mapk11,Nos2
Mapk11,Akt1
