"","from","to","type","subtype"
"1","mmu:11674","mmu:14120","ECrel","compound"
"2","mmu:11674","mmu:14121","ECrel","compound"
"3","mmu:11674","mmu:18641","ECrel","compound"
"4","mmu:11674","mmu:18642","ECrel","compound"
"5","mmu:11674","mmu:56421","ECrel","compound"
"6","mmu:11674","mmu:21991","ECrel","compound"
"7","mmu:11674","mmu:115487111","ECrel","compound"
"8","mmu:11674","mmu:14433","ECrel","compound"
"9","mmu:11674","mmu:14447","ECrel","compound"
"10","mmu:11676","mmu:14120","ECrel","compound"
"11","mmu:11676","mmu:14121","ECrel","compound"
"12","mmu:11676","mmu:18641","ECrel","compound"
"13","mmu:11676","mmu:18642","ECrel","compound"
"14","mmu:11676","mmu:56421","ECrel","compound"
"15","mmu:11676","mmu:21991","ECrel","compound"
"16","mmu:11676","mmu:115487111","ECrel","compound"
"17","mmu:11676","mmu:14433","ECrel","compound"
"18","mmu:11676","mmu:14447","ECrel","compound"
"19","mmu:230163","mmu:14120","ECrel","compound"
"20","mmu:230163","mmu:14121","ECrel","compound"
"21","mmu:230163","mmu:18641","ECrel","compound"
"22","mmu:230163","mmu:18642","ECrel","compound"
"23","mmu:230163","mmu:56421","ECrel","compound"
"24","mmu:230163","mmu:21991","ECrel","compound"
"25","mmu:230163","mmu:115487111","ECrel","compound"
"26","mmu:230163","mmu:14433","ECrel","compound"
"27","mmu:230163","mmu:14447","ECrel","compound"
"28","mmu:353204","mmu:14120","ECrel","compound"
"29","mmu:353204","mmu:14121","ECrel","compound"
"30","mmu:353204","mmu:18641","ECrel","compound"
"31","mmu:353204","mmu:18642","ECrel","compound"
"32","mmu:353204","mmu:56421","ECrel","compound"
"33","mmu:353204","mmu:21991","ECrel","compound"
"34","mmu:353204","mmu:115487111","ECrel","compound"
"35","mmu:353204","mmu:14433","ECrel","compound"
"36","mmu:353204","mmu:14447","ECrel","compound"
"37","mmu:79459","mmu:14120","ECrel","compound"
"38","mmu:79459","mmu:14121","ECrel","compound"
"39","mmu:79459","mmu:18641","ECrel","compound"
"40","mmu:79459","mmu:18642","ECrel","compound"
"41","mmu:79459","mmu:56421","ECrel","compound"
"42","mmu:79459","mmu:21991","ECrel","compound"
"43","mmu:79459","mmu:115487111","ECrel","compound"
"44","mmu:79459","mmu:14433","ECrel","compound"
"45","mmu:79459","mmu:14447","ECrel","compound"
"46","mmu:110695","mmu:11522","ECrel","compound"
"47","mmu:110695","mmu:11529","ECrel","compound"
"48","mmu:110695","mmu:11532","ECrel","compound"
"49","mmu:110695","mmu:26876","ECrel","compound"
"50","mmu:110695","mmu:58810","ECrel","compound"
"51","mmu:11669","mmu:11522","ECrel","compound"
"52","mmu:11669","mmu:11529","ECrel","compound"
"53","mmu:11669","mmu:11532","ECrel","compound"
"54","mmu:11669","mmu:26876","ECrel","compound"
"55","mmu:11669","mmu:58810","ECrel","compound"
"56","mmu:11671","mmu:11522","ECrel","compound"
"57","mmu:11671","mmu:11529","ECrel","compound"
"58","mmu:11671","mmu:11532","ECrel","compound"
"59","mmu:11671","mmu:26876","ECrel","compound"
"60","mmu:11671","mmu:58810","ECrel","compound"
"61","mmu:56752","mmu:11522","ECrel","compound"
"62","mmu:56752","mmu:11529","ECrel","compound"
"63","mmu:56752","mmu:11532","ECrel","compound"
"64","mmu:56752","mmu:26876","ECrel","compound"
"65","mmu:56752","mmu:58810","ECrel","compound"
"66","mmu:72535","mmu:11522","ECrel","compound"
"67","mmu:72535","mmu:11529","ECrel","compound"
"68","mmu:72535","mmu:11532","ECrel","compound"
"69","mmu:72535","mmu:26876","ECrel","compound"
"70","mmu:72535","mmu:58810","ECrel","compound"
"71","mmu:11670","mmu:11522","ECrel","compound"
"72","mmu:11670","mmu:11529","ECrel","compound"
"73","mmu:11670","mmu:11532","ECrel","compound"
"74","mmu:11670","mmu:26876","ECrel","compound"
"75","mmu:11670","mmu:58810","ECrel","compound"
"76","mmu:621603","mmu:11522","ECrel","compound"
"77","mmu:621603","mmu:11529","ECrel","compound"
"78","mmu:621603","mmu:11532","ECrel","compound"
"79","mmu:621603","mmu:26876","ECrel","compound"
"80","mmu:621603","mmu:58810","ECrel","compound"
"81","mmu:67689","mmu:11522","ECrel","compound"
"82","mmu:67689","mmu:11529","ECrel","compound"
"83","mmu:67689","mmu:11532","ECrel","compound"
"84","mmu:67689","mmu:26876","ECrel","compound"
"85","mmu:67689","mmu:58810","ECrel","compound"
"86","mmu:73458","mmu:11522","ECrel","compound"
"87","mmu:73458","mmu:11529","ECrel","compound"
"88","mmu:73458","mmu:11532","ECrel","compound"
"89","mmu:73458","mmu:26876","ECrel","compound"
"90","mmu:73458","mmu:58810","ECrel","compound"
"91","mmu:18597","mmu:235339","ECrel","compound"
"92","mmu:18597","mmu:13382","ECrel","compound"
"93","mmu:18597","mmu:18746","ECrel","compound"
"94","mmu:18597","mmu:18770","ECrel","compound"
"95","mmu:18597","mmu:106557","ECrel","compound"
"96","mmu:18597","mmu:16828","ECrel","compound"
"97","mmu:18597","mmu:16832","ECrel","compound"
"98","mmu:18597","mmu:16833","ECrel","compound"
"99","mmu:18598","mmu:235339","ECrel","compound"
"100","mmu:18598","mmu:13382","ECrel","compound"
"101","mmu:18598","mmu:18746","ECrel","compound"
"102","mmu:18598","mmu:18770","ECrel","compound"
"103","mmu:18598","mmu:106557","ECrel","compound"
"104","mmu:18598","mmu:16828","ECrel","compound"
"105","mmu:18598","mmu:16832","ECrel","compound"
"106","mmu:18598","mmu:16833","ECrel","compound"
"107","mmu:68263","mmu:235339","ECrel","compound"
"108","mmu:68263","mmu:13382","ECrel","compound"
"109","mmu:68263","mmu:18746","ECrel","compound"
"110","mmu:68263","mmu:18770","ECrel","compound"
"111","mmu:68263","mmu:106557","ECrel","compound"
"112","mmu:68263","mmu:16828","ECrel","compound"
"113","mmu:68263","mmu:16832","ECrel","compound"
"114","mmu:68263","mmu:16833","ECrel","compound"
"115","mmu:235339","mmu:13382","ECrel","compound"
"116","mmu:106557","mmu:18746","ECrel","compound"
"117","mmu:106557","mmu:18770","ECrel","compound"
"118","mmu:16828","mmu:18746","ECrel","compound"
"119","mmu:16828","mmu:18770","ECrel","compound"
"120","mmu:16832","mmu:18746","ECrel","compound"
"121","mmu:16832","mmu:18770","ECrel","compound"
"122","mmu:16833","mmu:18746","ECrel","compound"
"123","mmu:16833","mmu:18770","ECrel","compound"
"124","mmu:18746","mmu:13806","ECrel","compound"
"125","mmu:18746","mmu:13807","ECrel","compound"
"126","mmu:18746","mmu:13808","ECrel","compound"
"127","mmu:18746","mmu:226265","ECrel","compound"
"128","mmu:18746","mmu:433182","ECrel","compound"
"129","mmu:18770","mmu:13806","ECrel","compound"
"130","mmu:18770","mmu:13807","ECrel","compound"
"131","mmu:18770","mmu:13808","ECrel","compound"
"132","mmu:18770","mmu:226265","ECrel","compound"
"133","mmu:18770","mmu:433182","ECrel","compound"
"134","mmu:13806","mmu:12183","ECrel","compound"
"135","mmu:13806","mmu:18648","ECrel","compound"
"136","mmu:13806","mmu:56012","ECrel","compound"
"137","mmu:13807","mmu:12183","ECrel","compound"
"138","mmu:13807","mmu:18648","ECrel","compound"
"139","mmu:13807","mmu:56012","ECrel","compound"
"140","mmu:13808","mmu:12183","ECrel","compound"
"141","mmu:13808","mmu:18648","ECrel","compound"
"142","mmu:13808","mmu:56012","ECrel","compound"
"143","mmu:226265","mmu:12183","ECrel","compound"
"144","mmu:226265","mmu:18648","ECrel","compound"
"145","mmu:226265","mmu:56012","ECrel","compound"
"146","mmu:433182","mmu:12183","ECrel","compound"
"147","mmu:433182","mmu:18648","ECrel","compound"
"148","mmu:433182","mmu:56012","ECrel","compound"
"149","mmu:12183","mmu:18655","ECrel","compound"
"150","mmu:12183","mmu:18663","ECrel","compound"
"151","mmu:12183","mmu:12183","ECrel","compound"
"152","mmu:12183","mmu:18648","ECrel","compound"
"153","mmu:12183","mmu:56012","ECrel","compound"
"154","mmu:12183","mmu:17330","ECrel","compound"
"155","mmu:18648","mmu:18655","ECrel","compound"
"156","mmu:18648","mmu:18663","ECrel","compound"
"157","mmu:18648","mmu:17330","ECrel","compound"
"158","mmu:56012","mmu:18655","ECrel","compound"
"159","mmu:56012","mmu:18663","ECrel","compound"
"160","mmu:56012","mmu:17330","ECrel","compound"
"161","mmu:115487111","mmu:18655","ECrel","compound"
"162","mmu:115487111","mmu:18663","ECrel","compound"
"163","mmu:115487111","mmu:12183","ECrel","compound"
"164","mmu:14433","mmu:18655","ECrel","compound"
"165","mmu:14433","mmu:18663","ECrel","compound"
"166","mmu:14433","mmu:12183","ECrel","compound"
"167","mmu:14447","mmu:18655","ECrel","compound"
"168","mmu:14447","mmu:18663","ECrel","compound"
"169","mmu:14447","mmu:12183","ECrel","compound"
"170","mmu:21991","mmu:11674","ECrel","compound"
"171","mmu:21991","mmu:11676","ECrel","compound"
"172","mmu:21991","mmu:230163","ECrel","compound"
"173","mmu:21991","mmu:353204","ECrel","compound"
"174","mmu:21991","mmu:79459","ECrel","compound"
"175","mmu:21991","mmu:115487111","ECrel","compound"
"176","mmu:21991","mmu:14433","ECrel","compound"
"177","mmu:21991","mmu:14447","ECrel","compound"
"178","mmu:18641","mmu:14751","ECrel","compound"
"179","mmu:18642","mmu:14751","ECrel","compound"
"180","mmu:56421","mmu:14751","ECrel","compound"
"181","mmu:14120","mmu:14751","ECrel","compound"
"182","mmu:14121","mmu:14751","ECrel","compound"
"183","mmu:14751","mmu:103988","ECrel","compound"
"184","mmu:14751","mmu:15275","ECrel","compound"
"185","mmu:14751","mmu:15277","ECrel","compound"
"186","mmu:14751","mmu:212032","ECrel","compound"
"187","mmu:14751","mmu:216019","ECrel","compound"
"188","mmu:14751","mmu:14377","ECrel","compound"
"189","mmu:14751","mmu:14378","ECrel","compound"
"190","mmu:14751","mmu:68401","ECrel","compound"
"191","mmu:14751","mmu:66681","ECrel","compound"
"192","mmu:14751","mmu:72157","ECrel","compound"
"193","mmu:66681","mmu:14377","ECrel","compound"
"194","mmu:66681","mmu:14378","ECrel","compound"
"195","mmu:66681","mmu:68401","ECrel","compound"
"196","mmu:66681","mmu:15275","ECrel","compound"
"197","mmu:66681","mmu:15277","ECrel","compound"
"198","mmu:66681","mmu:212032","ECrel","compound"
"199","mmu:66681","mmu:216019","ECrel","compound"
"200","mmu:66681","mmu:103988","ECrel","compound"
"201","mmu:66681","mmu:14751","ECrel","compound"
"202","mmu:72157","mmu:14377","ECrel","compound"
"203","mmu:72157","mmu:14378","ECrel","compound"
"204","mmu:72157","mmu:68401","ECrel","compound"
"205","mmu:72157","mmu:15275","ECrel","compound"
"206","mmu:72157","mmu:15277","ECrel","compound"
"207","mmu:72157","mmu:212032","ECrel","compound"
"208","mmu:72157","mmu:216019","ECrel","compound"
"209","mmu:72157","mmu:103988","ECrel","compound"
"210","mmu:72157","mmu:14751","ECrel","compound"
"211","mmu:15275","mmu:319625","ECrel","compound"
"212","mmu:15275","mmu:14751","ECrel","compound"
"213","mmu:15277","mmu:319625","ECrel","compound"
"214","mmu:15277","mmu:14751","ECrel","compound"
"215","mmu:212032","mmu:319625","ECrel","compound"
"216","mmu:212032","mmu:14751","ECrel","compound"
"217","mmu:216019","mmu:319625","ECrel","compound"
"218","mmu:216019","mmu:14751","ECrel","compound"
"219","mmu:103988","mmu:319625","ECrel","compound"
"220","mmu:103988","mmu:14751","ECrel","compound"
"221","mmu:319625","mmu:15275","ECrel","compound"
"222","mmu:319625","mmu:15277","ECrel","compound"
"223","mmu:319625","mmu:212032","ECrel","compound"
"224","mmu:319625","mmu:216019","ECrel","compound"
"225","mmu:319625","mmu:103988","ECrel","compound"
"226","mmu:319625","mmu:14377","ECrel","compound"
"227","mmu:319625","mmu:14378","ECrel","compound"
"228","mmu:319625","mmu:68401","ECrel","compound"
"229","mmu:319625","mmu:72141","ECrel","compound"
"230","mmu:18655","mmu:12183","ECrel","compound"
"231","mmu:18663","mmu:12183","ECrel","compound"
"232","mmu:18534","mmu:13806","ECrel","compound"
"233","mmu:18534","mmu:13807","ECrel","compound"
"234","mmu:18534","mmu:13808","ECrel","compound"
"235","mmu:18534","mmu:226265","ECrel","compound"
"236","mmu:18534","mmu:433182","ECrel","compound"
"237","mmu:18534","mmu:18746","ECrel","compound"
"238","mmu:18534","mmu:18770","ECrel","compound"
"239","mmu:74551","mmu:13806","ECrel","compound"
"240","mmu:74551","mmu:13807","ECrel","compound"
"241","mmu:74551","mmu:13808","ECrel","compound"
"242","mmu:74551","mmu:226265","ECrel","compound"
"243","mmu:74551","mmu:433182","ECrel","compound"
"244","mmu:74551","mmu:18746","ECrel","compound"
"245","mmu:74551","mmu:18770","ECrel","compound"
"246","mmu:60525","mmu:110695","ECrel","compound"
"247","mmu:60525","mmu:11669","ECrel","compound"
"248","mmu:60525","mmu:11671","ECrel","compound"
"249","mmu:60525","mmu:56752","ECrel","compound"
"250","mmu:60525","mmu:72535","ECrel","compound"
"251","mmu:60525","mmu:11670","ECrel","compound"
"252","mmu:60525","mmu:621603","ECrel","compound"
"253","mmu:60525","mmu:67689","ECrel","compound"
"254","mmu:60525","mmu:73458","ECrel","compound"
"255","mmu:60525","mmu:235339","ECrel","compound"
"256","mmu:68738","mmu:110695","ECrel","compound"
"257","mmu:68738","mmu:11669","ECrel","compound"
"258","mmu:68738","mmu:11671","ECrel","compound"
"259","mmu:68738","mmu:56752","ECrel","compound"
"260","mmu:68738","mmu:72535","ECrel","compound"
"261","mmu:68738","mmu:11670","ECrel","compound"
"262","mmu:68738","mmu:621603","ECrel","compound"
"263","mmu:68738","mmu:67689","ECrel","compound"
"264","mmu:68738","mmu:73458","ECrel","compound"
"265","mmu:68738","mmu:235339","ECrel","compound"
"266","mmu:72141","mmu:14751","ECrel","compound"
"267","mmu:72141","mmu:66681","ECrel","compound"
"268","mmu:72141","mmu:72157","ECrel","compound"
"269","mmu:17330","mmu:13806","ECrel","compound"
"270","mmu:17330","mmu:13807","ECrel","compound"
"271","mmu:17330","mmu:13808","ECrel","compound"
"272","mmu:17330","mmu:226265","ECrel","compound"
"273","mmu:17330","mmu:433182","ECrel","compound"
"274","mmu:13382","mmu:18293","ECrel","compound"
"275","mmu:13382","mmu:239017","ECrel","compound"
"276","mmu:13382","mmu:18597","ECrel","compound"
"277","mmu:13382","mmu:18598","ECrel","compound"
"278","mmu:13382","mmu:68263","ECrel","compound"
"279","mmu:13382","mmu:235339","ECrel","compound"
"280","mmu:18293","mmu:15929","ECrel","compound"
"281","mmu:18293","mmu:170718","ECrel","compound"
"282","mmu:18293","mmu:243996","ECrel","compound"
"283","mmu:18293","mmu:67834","ECrel","compound"
"284","mmu:18293","mmu:15926","ECrel","compound"
"285","mmu:18293","mmu:269951","ECrel","compound"
"286","mmu:239017","mmu:15929","ECrel","compound"
"287","mmu:239017","mmu:170718","ECrel","compound"
"288","mmu:239017","mmu:243996","ECrel","compound"
"289","mmu:239017","mmu:67834","ECrel","compound"
"290","mmu:239017","mmu:15926","ECrel","compound"
"291","mmu:239017","mmu:269951","ECrel","compound"
"292","mmu:78920","mmu:18293","ECrel","compound"
"293","mmu:78920","mmu:239017","ECrel","compound"
"294","mmu:78920","mmu:13382","ECrel","compound"
"295","mmu:20916","mmu:78920","ECrel","compound"
"296","mmu:20917","mmu:78920","ECrel","compound"
"297","mmu:56451","mmu:78920","ECrel","compound"
"298","mmu:15926","mmu:15929","ECrel","compound"
"299","mmu:15926","mmu:170718","ECrel","compound"
"300","mmu:15926","mmu:243996","ECrel","compound"
"301","mmu:15926","mmu:67834","ECrel","compound"
"302","mmu:269951","mmu:15929","ECrel","compound"
"303","mmu:269951","mmu:170718","ECrel","compound"
"304","mmu:269951","mmu:243996","ECrel","compound"
"305","mmu:269951","mmu:67834","ECrel","compound"
"306","mmu:15929","mmu:15926","ECrel","compound"
"307","mmu:15929","mmu:269951","ECrel","compound"
"308","mmu:170718","mmu:15926","ECrel","compound"
"309","mmu:170718","mmu:269951","ECrel","compound"
"310","mmu:243996","mmu:15926","ECrel","compound"
"311","mmu:243996","mmu:269951","ECrel","compound"
"312","mmu:67834","mmu:15926","ECrel","compound"
"313","mmu:67834","mmu:269951","ECrel","compound"
"314","mmu:104112","mmu:18563","ECrel","compound"
"315","mmu:104112","mmu:18534","ECrel","compound"
"316","mmu:104112","mmu:74551","ECrel","compound"
"317","mmu:104112","mmu:11428","ECrel","compound"
"318","mmu:104112","mmu:11429","ECrel","compound"
"319","mmu:14194","mmu:66052","ECrel","compound"
"320","mmu:14194","mmu:66925","ECrel","compound"
"321","mmu:14194","mmu:66945","ECrel","compound"
"322","mmu:14194","mmu:67680","ECrel","compound"
"323","mmu:11428","mmu:15926","ECrel","compound"
"324","mmu:11428","mmu:269951","ECrel","compound"
"325","mmu:11428","mmu:15929","ECrel","compound"
"326","mmu:11428","mmu:170718","ECrel","compound"
"327","mmu:11428","mmu:243996","ECrel","compound"
"328","mmu:11428","mmu:67834","ECrel","compound"
"329","mmu:11429","mmu:15926","ECrel","compound"
"330","mmu:11429","mmu:269951","ECrel","compound"
"331","mmu:11429","mmu:15929","ECrel","compound"
"332","mmu:11429","mmu:170718","ECrel","compound"
"333","mmu:11429","mmu:243996","ECrel","compound"
"334","mmu:11429","mmu:67834","ECrel","compound"
"335","mmu:12974","mmu:18563","ECrel","compound"
"336","mmu:12974","mmu:18534","ECrel","compound"
"337","mmu:12974","mmu:74551","ECrel","compound"
"338","mmu:12974","mmu:11428","ECrel","compound"
"339","mmu:12974","mmu:11429","ECrel","compound"
"340","mmu:71832","mmu:18563","ECrel","compound"
"341","mmu:71832","mmu:18534","ECrel","compound"
"342","mmu:71832","mmu:74551","ECrel","compound"
"343","mmu:71832","mmu:11428","ECrel","compound"
"344","mmu:71832","mmu:11429","ECrel","compound"
"345","mmu:17448","mmu:104112","ECrel","compound"
"346","mmu:17448","mmu:12974","ECrel","compound"
"347","mmu:17448","mmu:71832","ECrel","compound"
"348","mmu:17448","mmu:18563","ECrel","compound"
"349","mmu:17448","mmu:18534","ECrel","compound"
"350","mmu:17448","mmu:74551","ECrel","compound"
"351","mmu:17448","mmu:14194","ECrel","compound"
"352","mmu:17449","mmu:104112","ECrel","compound"
"353","mmu:17449","mmu:12974","ECrel","compound"
"354","mmu:17449","mmu:71832","ECrel","compound"
"355","mmu:17449","mmu:18563","ECrel","compound"
"356","mmu:17449","mmu:18534","ECrel","compound"
"357","mmu:17449","mmu:74551","ECrel","compound"
"358","mmu:17449","mmu:14194","ECrel","compound"
"359","mmu:18563","mmu:18534","ECrel","compound"
"360","mmu:18563","mmu:74551","ECrel","compound"
"361","mmu:18597","mmu:18563","ECrel","compound"
"362","mmu:18597","mmu:18597","ECrel","compound"
"363","mmu:18597","mmu:18598","ECrel","compound"
"364","mmu:18597","mmu:68263","ECrel","compound"
"365","mmu:18598","mmu:18563","ECrel","compound"
"366","mmu:18598","mmu:18597","ECrel","compound"
"367","mmu:18598","mmu:18598","ECrel","compound"
"368","mmu:18598","mmu:68263","ECrel","compound"
"369","mmu:68263","mmu:18563","ECrel","compound"
"370","mmu:68263","mmu:18597","ECrel","compound"
"371","mmu:68263","mmu:18598","ECrel","compound"
"372","mmu:68263","mmu:68263","ECrel","compound"
"373","mmu:235339","mmu:12974","ECrel","compound"
"374","mmu:235339","mmu:71832","ECrel","compound"
"375","mmu:235339","mmu:104112","ECrel","compound"
"376","mmu:235339","mmu:18597","ECrel","compound"
"377","mmu:235339","mmu:18598","ECrel","compound"
"378","mmu:235339","mmu:68263","ECrel","compound"
"379","mmu:66052","mmu:20916","ECrel","compound"
"380","mmu:66052","mmu:20917","ECrel","compound"
"381","mmu:66052","mmu:56451","ECrel","compound"
"382","mmu:66925","mmu:20916","ECrel","compound"
"383","mmu:66925","mmu:20917","ECrel","compound"
"384","mmu:66925","mmu:56451","ECrel","compound"
"385","mmu:66945","mmu:20916","ECrel","compound"
"386","mmu:66945","mmu:20917","ECrel","compound"
"387","mmu:66945","mmu:56451","ECrel","compound"
"388","mmu:67680","mmu:20916","ECrel","compound"
"389","mmu:67680","mmu:20917","ECrel","compound"
"390","mmu:67680","mmu:56451","ECrel","compound"
"391","mmu:14751","mmu:14380","ECrel","compound"
"392","mmu:14751","mmu:14381","ECrel","compound"
"393","mmu:14751","mmu:21351","ECrel","compound"
"394","mmu:14751","mmu:100198","ECrel","compound"
"395","mmu:71336","mmu:19895","ECrel","compound"
"396","mmu:71336","mmu:21881","ECrel","compound"
"397","mmu:71336","mmu:74419","ECrel","compound"
"398","mmu:71336","mmu:83553","ECrel","compound"
"399","mmu:71336","mmu:66681","ECrel","compound"
"400","mmu:71336","mmu:72157","ECrel","compound"
"401","mmu:71336","mmu:232449","ECrel","compound"
"402","mmu:66681","mmu:19895","ECrel","compound"
"403","mmu:66681","mmu:21881","ECrel","compound"
"404","mmu:66681","mmu:74419","ECrel","compound"
"405","mmu:66681","mmu:83553","ECrel","compound"
"406","mmu:66681","mmu:71336","ECrel","compound"
"407","mmu:66681","mmu:232449","ECrel","compound"
"408","mmu:232449","mmu:11674","ECrel","compound"
"409","mmu:232449","mmu:11676","ECrel","compound"
"410","mmu:232449","mmu:230163","ECrel","compound"
"411","mmu:232449","mmu:353204","ECrel","compound"
"412","mmu:232449","mmu:79459","ECrel","compound"
"413","mmu:232449","mmu:21881","ECrel","compound"
"414","mmu:232449","mmu:74419","ECrel","compound"
"415","mmu:232449","mmu:83553","ECrel","compound"
"416","mmu:232449","mmu:21351","ECrel","compound"
"417","mmu:110639","mmu:19895","ECrel","compound"
"418","mmu:110639","mmu:21881","ECrel","compound"
"419","mmu:110639","mmu:74419","ECrel","compound"
"420","mmu:110639","mmu:83553","ECrel","compound"
"421","mmu:110639","mmu:71336","ECrel","compound"
"422","mmu:110639","mmu:66681","ECrel","compound"
"423","mmu:110639","mmu:72157","ECrel","compound"
"424","mmu:19139","mmu:19895","ECrel","compound"
"425","mmu:19139","mmu:21881","ECrel","compound"
"426","mmu:19139","mmu:74419","ECrel","compound"
"427","mmu:19139","mmu:83553","ECrel","compound"
"428","mmu:19139","mmu:71336","ECrel","compound"
"429","mmu:19139","mmu:66681","ECrel","compound"
"430","mmu:19139","mmu:72157","ECrel","compound"
"431","mmu:328099","mmu:19895","ECrel","compound"
"432","mmu:328099","mmu:21881","ECrel","compound"
"433","mmu:328099","mmu:74419","ECrel","compound"
"434","mmu:328099","mmu:83553","ECrel","compound"
"435","mmu:328099","mmu:71336","ECrel","compound"
"436","mmu:328099","mmu:66681","ECrel","compound"
"437","mmu:328099","mmu:72157","ECrel","compound"
"438","mmu:75456","mmu:19895","ECrel","compound"
"439","mmu:75456","mmu:21881","ECrel","compound"
"440","mmu:75456","mmu:74419","ECrel","compound"
"441","mmu:75456","mmu:83553","ECrel","compound"
"442","mmu:75456","mmu:71336","ECrel","compound"
"443","mmu:75456","mmu:66681","ECrel","compound"
"444","mmu:75456","mmu:72157","ECrel","compound"
"445","mmu:21881","mmu:19895","ECrel","compound"
"446","mmu:21881","mmu:66681","ECrel","compound"
"447","mmu:21881","mmu:72157","ECrel","compound"
"448","mmu:21881","mmu:21351","ECrel","compound"
"449","mmu:21881","mmu:14751","ECrel","compound"
"450","mmu:21881","mmu:18641","ECrel","compound"
"451","mmu:21881","mmu:18642","ECrel","compound"
"452","mmu:21881","mmu:56421","ECrel","compound"
"453","mmu:21881","mmu:14120","ECrel","compound"
"454","mmu:21881","mmu:14121","ECrel","compound"
"455","mmu:21881","mmu:11674","ECrel","compound"
"456","mmu:21881","mmu:11676","ECrel","compound"
"457","mmu:21881","mmu:230163","ECrel","compound"
"458","mmu:21881","mmu:353204","ECrel","compound"
"459","mmu:21881","mmu:79459","ECrel","compound"
"460","mmu:21881","mmu:66646","ECrel","compound"
"461","mmu:74419","mmu:19895","ECrel","compound"
"462","mmu:74419","mmu:66681","ECrel","compound"
"463","mmu:74419","mmu:72157","ECrel","compound"
"464","mmu:74419","mmu:21351","ECrel","compound"
"465","mmu:74419","mmu:14751","ECrel","compound"
"466","mmu:74419","mmu:18641","ECrel","compound"
"467","mmu:74419","mmu:18642","ECrel","compound"
"468","mmu:74419","mmu:56421","ECrel","compound"
"469","mmu:74419","mmu:14120","ECrel","compound"
"470","mmu:74419","mmu:14121","ECrel","compound"
"471","mmu:74419","mmu:11674","ECrel","compound"
"472","mmu:74419","mmu:11676","ECrel","compound"
"473","mmu:74419","mmu:230163","ECrel","compound"
"474","mmu:74419","mmu:353204","ECrel","compound"
"475","mmu:74419","mmu:79459","ECrel","compound"
"476","mmu:74419","mmu:66646","ECrel","compound"
"477","mmu:83553","mmu:19895","ECrel","compound"
"478","mmu:83553","mmu:66681","ECrel","compound"
"479","mmu:83553","mmu:72157","ECrel","compound"
"480","mmu:83553","mmu:21351","ECrel","compound"
"481","mmu:83553","mmu:14751","ECrel","compound"
"482","mmu:83553","mmu:18641","ECrel","compound"
"483","mmu:83553","mmu:18642","ECrel","compound"
"484","mmu:83553","mmu:56421","ECrel","compound"
"485","mmu:83553","mmu:14120","ECrel","compound"
"486","mmu:83553","mmu:14121","ECrel","compound"
"487","mmu:83553","mmu:11674","ECrel","compound"
"488","mmu:83553","mmu:11676","ECrel","compound"
"489","mmu:83553","mmu:230163","ECrel","compound"
"490","mmu:83553","mmu:353204","ECrel","compound"
"491","mmu:83553","mmu:79459","ECrel","compound"
"492","mmu:83553","mmu:66646","ECrel","compound"
"493","mmu:19895","mmu:110208","ECrel","compound"
"494","mmu:19895","mmu:66646","ECrel","compound"
"495","mmu:19895","mmu:66681","ECrel","compound"
"496","mmu:19895","mmu:72157","ECrel","compound"
"497","mmu:66646","mmu:110208","ECrel","compound"
"498","mmu:66646","mmu:21881","ECrel","compound"
"499","mmu:66646","mmu:74419","ECrel","compound"
"500","mmu:66646","mmu:83553","ECrel","compound"
"501","mmu:11674","mmu:21881","ECrel","compound"
"502","mmu:11674","mmu:74419","ECrel","compound"
"503","mmu:11674","mmu:83553","ECrel","compound"
"504","mmu:11674","mmu:21351","ECrel","compound"
"505","mmu:11676","mmu:21881","ECrel","compound"
"506","mmu:11676","mmu:74419","ECrel","compound"
"507","mmu:11676","mmu:83553","ECrel","compound"
"508","mmu:11676","mmu:21351","ECrel","compound"
"509","mmu:230163","mmu:21881","ECrel","compound"
"510","mmu:230163","mmu:74419","ECrel","compound"
"511","mmu:230163","mmu:83553","ECrel","compound"
"512","mmu:230163","mmu:21351","ECrel","compound"
"513","mmu:353204","mmu:21881","ECrel","compound"
"514","mmu:353204","mmu:74419","ECrel","compound"
"515","mmu:353204","mmu:83553","ECrel","compound"
"516","mmu:353204","mmu:21351","ECrel","compound"
"517","mmu:79459","mmu:21881","ECrel","compound"
"518","mmu:79459","mmu:74419","ECrel","compound"
"519","mmu:79459","mmu:83553","ECrel","compound"
"520","mmu:79459","mmu:21351","ECrel","compound"
"521","mmu:18641","mmu:21351","ECrel","compound"
"522","mmu:18642","mmu:21351","ECrel","compound"
"523","mmu:56421","mmu:21351","ECrel","compound"
"524","mmu:14120","mmu:21351","ECrel","compound"
"525","mmu:14121","mmu:21351","ECrel","compound"
"526","mmu:110208","mmu:66171","ECrel","compound"
"527","mmu:110208","mmu:75731","ECrel","compound"
"528","mmu:110208","mmu:100198","ECrel","compound"
"529","mmu:66171","mmu:75731","ECrel","compound"
"530","mmu:66171","mmu:14380","ECrel","compound"
"531","mmu:66171","mmu:14381","ECrel","compound"
"532","mmu:66171","mmu:100198","ECrel","compound"
"533","mmu:66171","mmu:110208","ECrel","compound"
"534","mmu:14380","mmu:100198","ECrel","compound"
"535","mmu:14380","mmu:66171","ECrel","compound"
"536","mmu:14381","mmu:100198","ECrel","compound"
"537","mmu:14381","mmu:66171","ECrel","compound"
