"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"1","Xkr4","0","0","0","0"
"2","Rp1","0","0","0","0"
"3","Sox17","0","0","0","0"
"4","Mrpl15","274","351","203","462"
"5","Lypla1","743","702","463","817"
"6","Tcea1","1101","1391","884","1523"
"7","Rgs20","9","6","3","16"
"8","Atp6v1h","601","686","468","1014"
"9","Oprk1","0","0","0","0"
"10","Npbwr1","0","0","0","0"
"11","Rb1cc1","964","1267","829","1877"
"12","Fam150a","0","0","0","0"
"13","St18","50","33","23","63"
"14","Pcmtd1","814","989","748","1400"
"15","Sntg1","0","0","0","0"
"16","Rrs1","356","391","236","603"
"17","Adhfe1","325","134","261","114"
"18","2610203C22Rik","35","57","75","159"
"19","3110035E14Rik","7","17","44","37"
"20","Mybl1","11","37","18","8"
"21","Vcpip1","2107","2328","1573","3485"
"22","Sgk3","1233","1675","994","2186"
"23","6030422M02Rik","543","588","363","795"
"24","Snhg6","57","135","117","210"
"25","Snord87","6","3","0","4"
"26","Lrrc67","0","0","0","0"
"27","Cops5","434","505","414","770"
"28","Cspp1","372","338","243","505"
"29","Arfgef1","2148","2581","1709","3527"
"30","Cpa6","0","0","0","0"
"31","Prex2","84","60","52","91"
"32","A830018L16Rik","2","9","14","16"
"33","Sulf1","3","5","0","0"
"34","Slco5a1","9","1","0","1"
"35","Prdm14","0","2","0","0"
"36","Ncoa2","2200","2491","1924","3513"
"37","Tram1","2454","2584","1727","3693"
"38","Lactb2","540","441","431","515"
"39","Xkr9","0","0","0","0"
"40","Gm5523","7","15","0","1"
"41","Eya1","2","13","8","14"
"42","Msc","0","0","0","0"
"43","Trpa1","0","0","0","0"
"44","Kcnb2","0","0","0","0"
"45","Terf1","342","302","238","366"
"46","Gm106","2","10","32","10"
"47","Rpl7","7753","9399","6090","12707"
"48","Rdh10","356","278","266","384"
"49","Stau2","98","144","154","217"
"50","Ube2w","254","473","211","560"
"51","Tceb1","251","374","212","549"
"52","D030040B21Rik","17","22","19","46"
"53","Tmem70","345","403","405","616"
"54","Ly96","70","132","62","149"
"55","Jph1","2","3","0","0"
"56","Gdap1","0","0","0","0"
"57","Pi15","81","134","78","116"
"58","Crispld1","0","1","0","3"
"59","Crisp4","0","0","0","0"
"60","Defb44-ps","0","0","0","0"
"61","Defb18","0","0","0","0"
"62","Defb41","0","0","0","0"
"63","Gm15386","0","0","0","0"
"64","Tcfap2d","0","0","0","0"
"65","Tcfap2b","5","38","7","31"
"66","Pkhd1","193","95","230","89"
"67","Mir206","0","0","1","0"
"68","Mir133b","0","0","0","0"
"69","Il17a","0","0","0","0"
"70","Il17f","0","0","0","17"
"71","Mcm3","1021","1310","836","1511"
"72","Paqr8","38","35","19","27"
"73","Efhc1","19","29","28","40"
"74","Tram2","114","110","71","94"
"75","Tmem14a","44","22","21","7"
"76","Gsta3","167","81","181","79"
"77","Gm4956","4","0","4","0"
"78","Khdc1a","0","0","0","0"
"79","Khdc1c","0","0","0","0"
"80","Khdc1b","2","0","1","0"
"81","Kcnq5","0","3","0","0"
"82","Rims1","0","0","0","0"
"83","4933415F23Rik","0","1","0","0"
"84","Mir30a","0","0","0","0"
"85","Mir30c-2","0","0","0","0"
"86","Ogfrl1","1471","1617","1254","2616"
"87","B3gat2","421","365","325","467"
"88","Smap1","592","700","394","814"
"89","1110058L19Rik","120","48","41","142"
"90","Fam135a","151","174","220","420"
"91","Col9a1","0","0","0","0"
"92","Col19a1","1","0","0","2"
"93","Lmbrd1","1064","1489","1156","2305"
"94","Bai3","0","0","0","0"
"95","LOC100504323","101","133","53","122"
"96","4931408C20Rik","0","0","0","0"
"97","Gm597","0","0","0","0"
"98","Phf3","1732","1976","1589","2751"
"99","Ptp4a1","756","752","479","996"
"100","Gm13363","712","733","453","934"
"101","4931428L18Rik","2","7","0","0"
"102","Lgsn","0","0","0","0"
"103","4930521A18Rik","0","0","0","0"
"104","Gm4850","0","0","0","0"
"105","Khdrbs2","0","0","0","4"
"106","Gm9839","0","0","0","0"
"107","Gm5415","4","9","4","27"
"108","Prim2","172","249","81","312"
"109","1700001G17Rik","0","9","0","0"
"110","Rab23","94","126","147","215"
"111","Bag2","26","12","9","50"
"112","Zfp451","452","456","376","583"
"113","Gm15455","0","0","0","0"
"114","Bend6","323","485","382","670"
"115","Dst","7759","9208","8036","15111"
"116","Ccdc115","410","511","373","594"
"117","Imp4","622","905","523","912"
"118","Ptpn18","1256","1817","1408","2593"
"119","Prss39","0","4","10","0"
"120","Cfc1","0","0","0","0"
"121","Prss40","1","0","0","0"
"122","Fam123c","0","0","0","0"
"123","AA619741","0","0","0","0"
"124","Arhgef4","72","59","66","141"
"125","Fam168b","4584","5390","4075","8217"
"126","Plekhb2","1908","1923","1543","2517"
"127","Hs6st1","2022","2335","2040","3040"
"128","Uggt1","2388","3496","2139","3984"
"129","Neurl3","6724","8372","5916","11188"
"130","Arid5a","574","574","381","721"
"131","4632411B12Rik","1564","1878","1046","2451"
"132","Lman2l","726","730","625","1130"
"133","Cnnm4","873","1027","775","1239"
"134","Cnnm3","893","998","828","1465"
"135","Ankrd23","212","179","206","322"
"136","Ankrd39","116","194","169","275"
"137","Sema4c","1287","1692","1259","2494"
"138","Fam178b","18","6","9","40"
"139","Cox5b","1098","1065","866","1168"
"140","Actr1b","822","961","723","1085"
"141","Zap70","4","3","0","0"
"142","Tmem131","2035","2584","1785","3470"
"143","Cnga3","0","17","2","27"
"144","Inpp4a","1643","1787","1308","2502"
"145","6330578E17Rik","1410","1583","1061","2045"
"146","Unc50","440","538","456","811"
"147","Mgat4a","3192","3764","2654","5373"
"148","4930594C11Rik","132","140","51","198"
"149","2010300C02Rik","0","4","0","2"
"150","Tsga10","195","123","138","208"
"151","Lipt1","52","19","34","34"
"152","Mitd1","163","189","68","194"
"153","Mrpl30","348","342","191","323"
"154","Lyg2","0","0","0","0"
"155","Lyg1","0","0","0","1"
"156","Txndc9","530","608","341","742"
"157","Eif5b","2474","2957","1908","3821"
"158","Rev1","364","514","341","677"
"159","Aff3","9","27","12","29"
"160","Lonrf2","0","1","9","0"
"161","Chst10","2","4","0","0"
"162","Nms","0","0","0","0"
"163","Pdcl3","491","652","500","744"
"164","Npas2","15","25","16","10"
"165","Rpl31","3257","3792","2355","4638"
"166","Tbc1d8","2136","2256","1372","2788"
"167","D1Bwg0212e","534","685","426","867"
"168","Snord89","10","11","3","24"
"169","Rnf149","2357","2651","1849","3367"
"170","Creg2","318","489","355","676"
"171","Rfx8","0","0","0","0"
"172","Gm3646","0","0","0","0"
"173","Map4k4","1981","2346","1423","2966"
"174","LOC100047133","40","42","25","96"
"175","Il1r2","135","179","138","344"
"176","Il1r1","31","56","22","12"
"177","Il1rl2","237","267","127","428"
"178","Il1rl1","1015","1469","1018","2262"
"179","Il18r1","395","390","413","527"
"180","Il18rap","239","341","264","464"
"181","Slc9a4","6","25","7","3"
"182","Slc9a2","74","36","92","22"
"183","Mfsd9","97","72","62","109"
"184","Tmem182","0","0","0","0"
"185","2610017I09Rik","0","11","3","0"
"186","Pou3f3","156","80","103","49"
"187","2900092D14Rik","13","5","4","27"
"188","Mrps9","369","384","333","541"
"189","Gpr45","0","0","0","0"
"190","Tgfbrap1","720","947","747","1452"
"191","AI597479","235","253","209","331"
"192","Fhl2","9","8","0","24"
"193","Nck2","36","36","40","0"
"194","1500015O10Rik","0","0","0","15"
"195","Uxs1","231","332","251","565"
"196","Tpp2","1873","2244","1712","3569"
"197","A530098C11Rik","0","3","0","0"
"198","1700029F09Rik","72","123","49","174"
"199","Kdelc1","221","274","240","396"
"200","Bivm","158","241","137","243"
"201","Ercc5","576","603","554","925"
"202","4832428D23Rik","18","14","13","11"
"203","Gulp1","9","0","4","0"
"204","Col3a1","58","20","32","22"
"205","Col5a2","26","27","1","4"
"206","Wdr75","172","303","270","357"
"207","Slc40a1","250","372","331","468"
"208","Gm3852","0","0","0","0"
"209","Gm4776","0","0","0","0"
"210","Dnahc7b","0","5","1","14"
"211","Slc39a10","521","737","619","959"
"212","Tmeff2","0","2","0","0"
"213","Sdpr","25","10","29","27"
"214","Obfc2a","606","722","520","936"
"215","Myo1b","177","163","155","187"
"216","Stat4","333","442","259","519"
"217","Stat1","4764","5537","3992","7218"
"218","Gls","2119","3078","2010","3570"
"219","Nab1","1040","1096","707","1295"
"220","Tmem194b","221","286","238","528"
"221","Mfsd6","58","82","55","94"
"222","Inpp1","164","161","148","319"
"223","Hibch","134","141","132","126"
"224","1700019D03Rik","0","0","0","0"
"225","Mstn","0","0","0","0"
"226","1700019A02Rik","0","0","0","0"
"227","Pms1","95","175","89","185"
"228","Ormdl1","288","394","357","613"
"229","Osgepl1","66","94","74","97"
"230","Asnsd1","545","759","528","967"
"231","Stk17b","3264","3624","2707","5948"
"232","Hecw2","11","10","22","8"
"233","Ccdc150","0","7","2","0"
"234","Gtf3c3","221","297","186","475"
"235","Pgap1","65","124","77","144"
"236","Ankrd44","3622","3873","2770","5233"
"237","Sf3b1","8838","10055","7720","14686"
"238","Coq10b","202","171","54","254"
"239","Hspd1","1672","1753","1468","2196"
"240","Hspe1","706","619","448","751"
"241","Mobkl3","397","529","328","718"
"242","Rftn2","50","57","22","79"
"243","Mars2","107","155","56","207"
"244","Boll","0","0","0","0"
"245","Plcl1","333","335","202","303"
"246","Hsfy2","0","0","0","0"
"247","Satb2","75","91","70","160"
"248","9130024F11Rik","8","11","8","32"
"249","BC055402","0","0","4","0"
"250","4930558J18Rik","0","0","0","0"
"251","1700066M21Rik","115","120","122","191"
"252","1110034B05Rik","61","95","106","149"
"253","9430016H08Rik","169","210","197","204"
"254","Spats2l","5","0","20","0"
"255","Kctd18","210","403","303","420"
"256","Sgol2","95","120","46","70"
"257","Aox1","0","0","0","0"
"258","Aox3","0","0","0","0"
"259","Aox4","0","0","0","0"
"260","Aox3l1","0","0","0","0"
"261","Bzw1","2210","2565","1629","3259"
"262","Clk1","3865","4474","3232","6583"
"263","Ppil3","140","196","148","265"
"264","Nif3l1","240","341","203","414"
"265","Orc2","282","378","295","565"
"266","Fam126b","401","420","353","692"
"267","Ndufb3","323","354","247","439"
"268","Als2cr12","24","6","20","0"
"269","Cflar","1746","2250","1679","3171"
"270","Casp8","1605","1873","1109","2405"
"271","Trak2","820","896","626","1223"
"272","Stradb","120","128","148","142"
"273","Als2cr11","0","0","0","0"
"274","Als2cr4","85","78","53","73"
"275","Mpp4","24","24","19","37"
"276","Als2","759","718","585","976"
"277","Cdk15","0","0","0","0"
"278","Fzd7","551","995","656","1139"
"279","Gm973","0","0","0","0"
"280","Sumo1","722","808","635","1042"
"281","Nop58","591","790","463","1040"
"282","Snord70","0","0","0","0"
"283","Snord11","0","0","0","0"
"284","Bmpr2","585","774","588","1077"
"285","Fam117b","1183","1479","1075","2107"
"286","Ica1l","13","22","18","10"
"287","Wdr12","122","211","112","257"
"288","Carf","92","95","66","108"
"289","Nbeal1","1038","1202","1035","2272"
"290","Cyp20a1","267","358","192","567"
"291","Abi2","360","353","336","461"
"292","Raph1","115","105","82","201"
"293","Cd28","0","0","0","0"
"294","Ctla4","0","0","0","0"
"295","Icos","7","4","1","0"
"296","Pard3b","40","16","12","21"
"297","Nrp2","388","333","79","270"
"298","Ino80d","2113","2357","1716","3777"
"299","Ndufs1","838","1051","870","1160"
"300","Eef1b2","3974","4649","2921","5771"
"301","Snora41","0","6","0","0"
"302","Gpr1","0","0","0","0"
"303","Zdbf2","1","0","0","0"
"304","Adam23","390","463","157","617"
"305","Dytn","0","0","0","0"
"306","Mdh1b","0","0","0","0"
"307","Fastkd2","268","243","244","372"
"308","Gm13749","0","0","0","0"
"309","Klf7","199","296","146","353"
"310","Creb1","1474","1831","1092","2575"
"311","Mettl21a","287","240","190","300"
"312","2810408I11Rik","6","0","0","0"
"313","Ccnyl1","460","319","272","524"
"314","Fzd5","267","193","235","366"
"315","Plekhm3","2153","2708","2015","4069"
"316","Akr1cl","0","0","0","0"
"317","Cryge","0","0","0","0"
"318","Crygd","0","0","0","0"
"319","Crygc","0","0","0","0"
"320","Crygb","0","0","0","0"
"321","Cryga","0","0","0","0"
"322","D630023F18Rik","41","65","7","21"
"323","Idh1","1330","1123","961","972"
"324","Pikfyve","920","1141","585","1580"
"325","Pth2r","0","0","0","0"
"326","Crygf","0","0","0","0"
"327","Mtap2","29","30","7","45"
"328","Unc80","0","0","0","0"
"329","Rpe","369","471","258","527"
"330","1110028C15Rik","472","440","375","817"
"331","Acadl","860","886","775","1121"
"332","Myl1","0","0","0","0"
"333","Lancl1","294","265","274","536"
"334","Cps1","0","0","0","0"
"335","Erbb4","12","6","0","0"
"336","Ikzf2","32","74","90","70"
"337","Spag16","0","0","0","0"
"338","Vwc2l","0","0","0","0"
"339","Bard1","88","139","89","107"
"340","Abca12","0","5","0","0"
"341","Atic","1101","1171","672","1513"
"342","Fn1","307","374","101","94"
"343","Gm8883","0","0","0","0"
"344","Mreg","17","20","11","23"
"345","Pecr","280","210","222","196"
"346","Tmem169","0","8","0","21"
"347","Xrcc5","205","168","138","242"
"348","4-Mar","19","32","11","16"
"349","Smarcal1","622","813","565","1101"
"350","Ankar","5","3","0","0"
"351","Rpl37a","5170","6182","4501","7446"
"352","Igfbp2","0","0","0","0"
"353","Igfbp5","103","189","113","319"
"354","Tnp1","0","0","0","0"
"355","1700027A15Rik","0","0","0","0"
"356","Pinc","0","0","0","0"
"357","Tns1","3470","3143","3218","3990"
"358","Rufy4","9","0","0","11"
"359","Cxcr2","171","219","101","298"
"360","Cxcr1","0","0","0","0"
"361","Arpc2","6886","8294","5569","11209"
"362","Gpbar1","0","5","0","5"
"363","Aamp","1513","1708","1524","2655"
"364","Pnkd","201","266","188","318"
"365","Tmbim1","1661","2179","1739","3416"
"366","Gm216","23","50","46","92"
"367","Slc11a1","5573","7520","5429","11152"
"368","Ctdsp1","2441","2778","1851","3452"
"369","Mir26b","0","0","0","0"
"370","Vil1","172","150","243","96"
"371","Usp37","515","562","418","895"
"372","Rqcd1","452","594","279","723"
"373","Plcd4","0","6","3","16"
"374","Zfp142","526","694","456","1029"
"375","Bcs1l","185","147","133","162"
"376","Rnf25","309","404","318","460"
"377","Stk36","11","31","18","2"
"378","Ttll4","454","558","432","605"
"379","Cyp27a1","4315","5183","4250","8256"
"380","Prkag3","22","19","11","27"
"381","Wnt6","65","2","3","38"
"382","Wnt10a","0","0","0","0"
"383","Cdk5r2","0","0","0","1"
"384","Fev","0","0","0","0"
"385","Cryba2","0","0","0","0"
"386","Mir375","0","0","0","0"
"387","Ccdc108","0","3","0","1"
"388","Ihh","18","8","57","18"
"389","Nhej1","45","25","16","47"
"390","Slc23a3","0","14","10","30"
"391","1810031K17Rik","1896","2053","1401","2747"
"392","Fam134a","1493","1393","1087","2259"
"393","Zfand2b","225","274","237","369"
"394","Abcb6","265","246","260","393"
"395","Atg9a","561","696","531","902"
"396","Ankzf1","701","781","647","1289"
"397","Glb1l","681","606","574","770"
"398","Stk16","396","603","384","710"
"399","Tuba4a","429","298","238","393"
"400","Dnajb2","344","250","253","318"
"401","Ptprn","0","5","0","20"
"402","Resp18","0","0","0","0"
"403","Dnpep","461","457","336","639"
"404","Des","6","21","10","6"
"405","LOC100503248","0","0","0","0"
"406","Speg","143","146","265","378"
"407","Gmppa","510","621","431","869"
"408","Accn4","0","0","0","0"
"409","Chpf","151","239","152","326"
"410","Tmem198","18","36","8","7"
"411","Obsl1","0","0","0","1"
"412","Inha","0","0","0","0"
"413","Stk11ip","876","905","566","1331"
"414","Slc4a3","13","21","11","8"
"415","LOC620079","0","0","0","0"
"416","Epha4","0","28","8","13"
"417","Pax3","3","4","2","2"
"418","Sgpp2","54","57","56","69"
"419","Farsb","394","557","305","595"
"420","Mogat1","116","11","47","10"
"421","Acsl3","804","933","820","1425"
"422","Utp14b","461","425","342","834"
"423","Kcne4","1","3","0","26"
"424","Scg2","0","4","0","0"
"425","Ap1s3","491","568","346","627"
"426","Wdfy1","635","653","443","966"
"427","Mrpl44","290","310","210","344"
"428","Serpine2","25","17","18","28"
"429","Fam124b","0","0","0","0"
"430","Cul3","1586","1818","1398","2697"
"431","Dock10","8627","9753","6057","12872"
"432","9430031J16Rik","0","0","0","0"
"433","Irs1","16","9","0","19"
"434","Rhbdd1","471","572","452","794"
"435","Col4a4","221","90","190","62"
"436","Col4a3","341","147","362","217"
"437","Mff","509","574","427","957"
"438","Tm4sf20","0","0","0","0"
"439","Agfg1","718","823","438","1059"
"440","Slc19a3","36","22","18","23"
"441","Ccl20","0","0","0","0"
"442","Wdr69","0","0","0","0"
"443","Sphkap","2","0","1","0"
"444","Pid1","2007","2454","1713","3515"
"445","Dner","0","5","0","0"
"446","Trip12","4351","5264","3796","6949"
"447","Fbxo36","12","10","26","37"
"448","Slc16a14","60","98","58","81"
"449","A530032D15Rik","99","91","52","81"
"450","Gm7609","313","342","216","574"
"451","C130026I21Rik","107","218","70","202"
"452","Sp110","2066","2507","1840","3305"
"453","Sp140","860","903","562","1153"
"454","Sp100","2705","2930","2030","4133"
"455","A630001G21Rik","908","1232","926","1973"
"456","Cab39","1671","2482","1626","3250"
"457","Itm2c","5659","7239","5930","11444"
"458","4933407L21Rik","0","0","1","7"
"459","Gpr55","0","1","0","13"
"460","Spata3","2","0","0","0"
"461","2810459M11Rik","0","2","0","0"
"462","Psmd1","1189","1214","1053","1721"
"463","Htr2b","9","23","0","13"
"464","Armc9","139","173","169","229"
"465","B3gnt7","165","74","81","80"
"466","Ncl","5125","5959","4138","7715"
"467","Snora75","21","16","9","28"
"468","Snord82","0","1","0","0"
"469","C130036L24Rik","28","35","7","50"
"470","Nmur1","0","3","0","5"
"471","1700019O17Rik","0","1","0","0"
"472","Ptma","11999","13782","8699","17347"
"473","Pde6d","139","189","147","274"
"474","Cops7b","141","260","133","415"
"475","Nppc","0","0","0","0"
"476","Dis3l2","229","309","181","338"
"477","Alppl2","0","0","0","0"
"478","Alpi","0","0","0","0"
"479","Akp3","4","1","9","0"
"480","Ecel1","0","1","0","0"
"481","1700027L20Rik","0","0","0","0"
"482","Chrnd","0","4","0","3"
"483","Chrng","0","0","0","0"
"484","Eif4e2","902","1168","684","1590"
"485","Efhd1","82","53","55","188"
"486","Gigyf2","1294","1420","1075","2051"
"487","Kcnj13","23","21","1","24"
"488","3110079O15Rik","0","0","0","0"
"489","Ngef","49","34","79","50"
"490","Neu2","0","3","5","0"
"491","Inpp5d","9100","11235","7771","16264"
"492","Atg16l1","731","811","552","1156"
"493","Scarna6","0","1","0","5"
"494","Sag","29","42","36","35"
"495","Dgkd","6549","7608","5705","11659"
"496","Usp40","339","428","268","563"
"497","Ugt1a10","3933","1838","4140","2373"
"498","Ugt1a9","3881","1831","4128","2361"
"499","Ugt1a7c","4743","2608","4795","3334"
"500","Ugt1a6b","3874","1845","4122","2349"
"501","Ugt1a6a","3887","1834","4127","2390"
"502","Ugt1a5","3892","1849","4148","2365"
"503","Ugt1a2","4975","2043","5183","2629"
"504","Dnajb3","0","9","0","23"
"505","Ugt1a1","3943","1842","4136","2364"
"506","Heatr7b1","250","245","217","420"
"507","Hjurp","3003","3194","2420","4813"
"508","A730008H23Rik","1583","1646","1280","2487"
"509","Trpm8","0","0","0","0"
"510","Spp2","208","352","134","52"
"511","Glrp1","13","2","0","23"
"512","LOC100503197","27","10","12","9"
"513","Arl4c","3072","3595","2484","5153"
"514","Sh3bp4","410","570","550","835"
"515","Agap1","292","291","280","378"
"516","4933400F21Rik","0","0","0","1"
"517","Gbx2","0","0","0","0"
"518","Asb18","0","0","0","0"
"519","Iqca","0","0","0","0"
"520","Cxcr7","74","17","49","21"
"521","Cops8","472","609","392","860"
"522","Mlph","30","49","31","46"
"523","Prlh","0","0","0","0"
"524","Rab17","49","28","10","75"
"525","Lrrfip1","4230","4836","3265","6552"
"526","Rbm44","2","5","4","13"
"527","Ramp1","753","906","661","1191"
"528","Ube2f","569","678","495","1056"
"529","Scly","445","415","331","511"
"530","Espnl","6","14","6","3"
"531","Klhl30","0","0","7","0"
"532","Fam132b","23","13","11","19"
"533","Ilkap","402","582","392","755"
"534","1700020N18Rik","0","0","0","0"
"535","Hes6","416","561","286","659"
"536","Per2","196","282","217","413"
"537","Traf3ip1","136","169","130","185"
"538","Asb1","228","311","333","492"
"539","Twist2","0","0","0","0"
"540","Hdac4","263","287","285","370"
"541","Ndufa10","522","692","524","777"
"542","Olfr1416","0","0","0","0"
"543","Olfr1415","0","0","0","0"
"544","Olfr1414","0","0","0","0"
"545","Olfr1413","0","0","0","0"
"546","Olfr1412","0","3","0","0"
"547","Olfr1411","0","0","0","0"
"548","Olfr1410","0","0","0","0"
"549","Olfr12","0","0","0","0"
"550","Myeov2","351","387","307","306"
"551","Otos","0","3","0","0"
"552","Gpc1","135","107","74","87"
"553","Mir149","0","0","0","0"
"554","Ankmy1","8","5","0","9"
"555","Dusp28","67","92","33","117"
"556","Rnpepl1","1859","2093","1848","2362"
"557","9430060I03Rik","22","26","45","55"
"558","Capn10","234","209","161","321"
"559","Gpr35","647","803","341","596"
"560","Aqp12","0","5","0","0"
"561","Kif1a","131","58","35","103"
"562","Agxt","0","0","0","0"
"563","2310007B03Rik","6","4","8","0"
"564","Sned1","31","15","2","17"
"565","Mterfd2","171","109","137","158"
"566","Pask","68","28","9","42"
"567","Ppp1r7","603","726","575","1052"
"568","Ano7","17","3","8","11"
"569","Hdlbp","3093","3287","2226","4084"
"570","2-Sep","2634","2825","1925","3946"
"571","Farp2","142","151","120","165"
"572","Stk25","1302","1371","1131","2169"
"573","Bok","4","1","0","18"
"574","Thap4","223","255","218","450"
"575","Atg4b","518","538","412","923"
"576","Dtymk","237","255","303","455"
"577","Ing5","622","851","621","1211"
"578","D2hgdh","552","541","395","821"
"579","Gal3st2","0","1","0","6"
"580","Gm9994","0","0","0","0"
"581","Gm6086","0","13","3","25"
"582","Neu4","0","0","0","0"
"583","Pdcd1","41","16","15","0"
"584","Fam174a","765","1040","735","1760"
"585","St8sia4","2548","2982","2125","4922"
"586","Slco4c1","0","0","0","0"
"587","Slco6b1","0","0","0","0"
"588","Slco6c1","0","0","0","0"
"589","D1Ertd622e","1030","1360","905","1729"
"590","Ppip5k2","902","1047","774","1235"
"591","Gin1","80","83","87","121"
"592","Pam","204","216","174","653"
"593","B230216N24Rik","3","8","13","0"
"594","Slco6d1","0","0","0","0"
"595","Cntnap5b","0","0","0","0"
"596","LOC100504525","0","0","0","0"
"597","Cdh20","3","4","0","9"
"598","Rnf152","16","46","55","76"
"599","Pign","479","536","366","779"
"600","2310035C23Rik","1248","1549","1043","1964"
"601","Tnfrsf11a","1314","1407","1249","2322"
"602","Zcchc2","1352","1633","1102","2268"
"603","Phlpp1","394","465","388","554"
"604","Bcl2","1452","1806","1561","2479"
"605","Kdsr","366","434","329","657"
"606","Vps4b","1904","2123","1363","2847"
"607","Serpinb5","0","0","0","0"
"608","Serpinb12","7","0","4","5"
"609","Serpinb13","0","0","0","0"
"610","Serpinb3a","0","0","0","0"
"611","Serpinb3d","0","0","0","0"
"612","Serpinb3b","0","0","0","0"
"613","Serpinb3c","0","0","0","0"
"614","Serpinb11","0","0","0","0"
"615","Serpinb7","7","7","49","36"
"616","Serpinb2","12","0","0","0"
"617","Serpinb10-ps","21","64","14","68"
"618","Serpinb8","573","718","704","1289"
"619","Cdh7","0","0","0","0"
"620","Cdh19","0","0","7","0"
"621","Dsel","153","169","143","220"
"622","Cntnap5a","0","2","0","0"
"623","Tsn","1043","1122","1035","1740"
"624","Mki67ip","298","497","268","550"
"625","Clasp1","757","814","567","1191"
"626","2900060B14Rik","23","3","7","34"
"627","Tcfcp2l1","217","215","324","841"
"628","Gli2","0","5","0","0"
"629","Inhbb","0","0","0","0"
"630","Ralb","1696","1941","1437","3003"
"631","Tmem185b","695","828","526","1005"
"632","Epb4.1l5","84","13","46","11"
"633","Ptpn4","233","205","160","291"
"634","Tmem177","94","97","31","169"
"635","Gm101","0","0","0","0"
"636","Sctr","0","0","0","0"
"637","Tmem37","155","168","186","317"
"638","Dbi","762","786","659","627"
"639","3110009E18Rik","6","18","13","12"
"640","Steap3","120","201","116","153"
"641","C1ql2","0","0","0","0"
"642","Marco","0","0","0","32"
"643","En1","0","0","0","0"
"644","AI848258","0","0","0","0"
"645","Insig2","310","398","446","894"
"646","Ccdc93","959","943","814","1594"
"647","Htr5b","0","0","0","0"
"648","Ddx18","628","951","584","1283"
"649","Dpp10","0","0","0","0"
"650","Actr3","19957","23775","15449","31614"
"651","Slc35f5","549","684","436","848"
"652","Gpr39","0","0","0","5"
"653","Lypd1","0","0","0","0"
"654","Nckap5","12","20","14","51"
"655","Mgat5","785","944","829","1191"
"656","Tmem163","10","2","0","13"
"657","Acmsd","148","125","130","95"
"658","Ccnt2","1580","1835","1480","2633"
"659","Ysk4","1","5","0","0"
"660","Rab3gap1","672","830","734","1325"
"661","Zranb3","111","107","47","100"
"662","R3hdm1","711","894","707","1125"
"663","Mir128-1","0","0","0","0"
"664","Ubxn4","1441","1564","1118","2175"
"665","Lct","9","0","0","7"
"666","Mcm6","980","1084","729","1235"
"667","Dars","862","1109","666","1321"
"668","Cxcr4","1655","2184","1216","2514"
"669","Thsd7b","0","0","0","0"
"670","Daf2","0","0","0","0"
"671","Cd55","0","0","0","0"
"672","Zp3r","0","0","0","0"
"673","C4bp","0","0","0","0"
"674","C4bp-ps1","0","0","0","0"
"675","Pfkfb2","667","548","362","1057"
"676","Yod1","116","208","124","289"
"677","AA986860","38","18","29","67"
"678","Fcamr","12","7","2","13"
"679","Pigr","339","46","29","6"
"680","Faim3","0","8","0","0"
"681","Il24","0","0","0","0"
"682","Il20","0","3","0","0"
"683","Il19","0","0","0","0"
"684","Il10","0","8","0","12"
"685","Mapkapk2","4947","6068","4059","7881"
"686","Dyrk3","3","10","0","0"
"687","Eif2d","260","344","331","483"
"688","Rassf5","3239","3902","2464","4857"
"689","Ikbke","216","175","28","106"
"690","Srgap2","2534","3197","2219","5114"
"691","Fam72a","11","29","29","20"
"692","Avpr1b","0","2","0","3"
"693","Ctse","213","299","224","436"
"694","5430435G22Rik","4128","4955","3262","6535"
"695","Slc26a9","0","0","0","2"
"696","Pm20d1","118","51","237","63"
"697","Slc41a1","459","554","499","921"
"698","Rab7l1","256","318","255","394"
"699","Nucks1","1137","1267","912","1656"
"700","Slc45a3","31","17","24","0"
"701","Elk4","577","789","535","1077"
"702","Mfsd4","185","246","213","465"
"703","Cdk18","1350","1472","1031","1746"
"704","Lemd1","0","0","0","0"
"705","Mir135b","0","0","0","0"
"706","Klhdc8a","30","28","7","79"
"707","Nuak2","1078","1211","946","1921"
"708","Tmcc2","502","539","362","981"
"709","Dstyk","1027","1268","713","1706"
"710","Rbbp5","786","1190","703","1413"
"711","Tmem81","83","226","141","165"
"712","Cntn2","0","3","0","4"
"713","Nfasc","0","0","0","0"
"714","Lrrn2","0","0","0","0"
"715","Mdm4","2371","2395","1766","3769"
"716","Pik3c2b","15","21","6","37"
"717","Ppp1r15b","3116","3543","2547","5017"
"718","Plekha6","283","167","180","68"
"719","LOC100502933","10","0","2","0"
"720","Golt1a","10","17","0","11"
"721","Kiss1","0","0","0","0"
"722","Ren2","0","2","0","0"
"723","Ren1","0","2","0","0"
"724","Etnk2","0","3","0","0"
"725","Sox13","12","13","33","12"
"726","Snrpe","396","411","180","381"
"727","Zc3h11a","3005","3286","2535","4907"
"728","Zbed6","1452","1550","933","1968"
"729","Lax1","0","0","2","0"
"730","Atp2b4","797","1277","924","1735"
"731","Optc","0","2","0","0"
"732","Prelp","13","9","9","5"
"733","Fmod","0","10","0","0"
"734","Btg2","6096","7572","6250","11532"
"735","Chit1","0","4","0","0"
