"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"9370","Rab27b","8","0","6","7"
"9371","2310002L13Rik","0","0","0","12"
"9372","4930503L19Rik","427","576","389","770"
"9373","Stard6","43","37","28","73"
"9374","Poli","278","310","254","307"
"9375","Mbd2","1520","1751","1449","2435"
"9376","Dcc","0","0","1","2"
"9377","Mex3c","527","704","487","821"
"9378","Smad4","1102","1203","1006","1917"
"9379","Elac1","731","739","743","1311"
"9380","Me2","421","469","198","521"
"9381","Mro","1","5","5","0"
"9382","Mapk4","28","26","18","16"
"9383","Ska1","14","18","0","0"
"9384","Cxxc1","1243","1508","1148","1962"
"9385","Mbd1","893","1029","569","1234"
"9386","Ccdc11","0","4","9","10"
"9387","Myo5b","320","130","185","98"
"9388","Scarna17","0","2","0","0"
"9389","Acaa2","482","698","588","626"
"9390","Lipg","1","0","1","0"
"9391","Rpl17","8206","9593","6430","11554"
"9392","Snord58b","0","1","0","0"
"9393","BC031181","602","591","437","811"
"9394","Dym","395","377","383","720"
"9395","Smad7","584","586","453","592"
"9396","Ctif","271","314","247","484"
"9397","Zbtb7c","0","1","0","0"
"9398","Smad2","684","818","581","1222"
"9399","Skor2","0","0","0","0"
"9400","Ier3ip1","634","713","481","992"
"9401","Hdhd2","250","241","299","386"
"9402","Katnal2","0","0","0","9"
"9403","Pias2","496","626","492","832"
"9404","St8sia5","0","0","0","0"
"9405","Loxhd1","0","0","0","0"
"9406","Rnf165","1","3","2","4"
"9407","8030462N17Rik","400","518","433","701"
"9408","4930465K10Rik","0","2","0","0"
"9409","Haus1","96","107","54","143"
"9410","Atp5a1","6424","6763","4981","8133"
"9411","Pstpip2","492","623","474","898"
"9412","5430411K18Rik","648","872","771","1262"
"9413","Siglec15","0","0","0","0"
"9414","Slc14a1","299","439","589","973"
"9415","Slc14a2","0","1","0","2"
"9416","Setbp1","96","68","46","42"
"9417","Pard6g","19","37","26","81"
"9418","Adnp2","493","684","504","957"
"9419","Rbfa","876","1026","861","1348"
"9420","Txnl4a","1864","1927","1360","2475"
"9421","Hsbp1l1","6","5","2","0"
"9422","Pqlc1","806","952","665","1132"
"9423","Kcng2","51","18","0","22"
"9424","Ctdp1","825","842","498","1126"
"9425","Gm2176","0","0","0","0"
"9426","Nfatc1","3924","4299","2979","5848"
"9427","Atp9b","1664","1625","1187","2612"
"9428","Sall3","23","11","31","21"
"9429","Galr1","0","0","0","0"
"9430","Mbp","1742","2184","1498","2565"
"9431","Zfp236","1449","1761","1333","2621"
"9432","Zfp516","3004","3518","2044","4769"
"9433","4930592I03Rik","11","17","0","20"
"9434","Tshz1","482","448","453","587"
"9435","Zadh2","480","427","348","692"
"9436","Zfp407","456","474","341","775"
"9437","Cndp1","88","13","87","15"
"9438","Cndp2","2618","2819","2572","4368"
"9439","Fam69c","0","0","0","0"
"9440","Cyb5","1108","776","989","1130"
"9441","Fbxo15","0","0","0","0"
"9442","1700034H14Rik","220","250","162","248"
"9443","Neto1","0","0","0","0"
"9444","Cbln2","0","0","0","0"
"9445","Socs6","508","538","321","780"
"9446","Rttn","289","342","231","495"
"9447","Cd226","15","48","16","29"
"9448","Dok6","0","0","0","0"
"9449","Tmx3","1250","1575","1002","2426"
"9450","Ighmbp2","295","371","301","514"
"9451","Mrpl21","141","159","88","172"
"9452","Cpt1a","2090","2360","2044","3255"
"9453","Mtl5","20","62","0","50"
"9454","Gal","0","0","0","0"
"9455","Ppp6r3","1723","2162","1414","3036"
"9456","Lrp5","1367","1763","1316","2451"
"9457","1810055G02Rik","125","120","104","180"
"9458","Suv420h1","1766","2122","1430","3259"
"9459","Chka","502","590","437","739"
"9460","Tcirg1","9941","12294","8403","16041"
"9461","Ndufs8","531","763","373","769"
"9462","Aldh3b1","1033","964","746","1537"
"9463","Unc93b1","23920","28721","22530","42823"
"9464","Aldh3b2","0","0","0","0"
"9465","Acy3","530","143","327","139"
"9466","Tbx10","0","0","0","3"
"9467","Nudt8","106","104","62","111"
"9468","Doc2g","71","96","92","159"
"9469","Ndufv1","921","878","834","1267"
"9470","Gstp1","199","244","173","213"
"9471","Gstp2","3","6","10","8"
"9472","BC021614","10","7","2","21"
"9473","Cabp2","0","0","0","0"
"9474","Cdk2ap2","643","720","378","742"
"9475","Pitpnm1","3780","4334","2784","5181"
"9476","Aip","1088","1298","843","1432"
"9477","Tmem134","1263","1268","1027","1837"
"9478","Cabp4","226","317","236","410"
"9479","Gpr152","125","187","124","159"
"9480","Coro1b","8075","9833","7462","13603"
"9481","Ptprcap","15","24","34","33"
"9482","Rps6kb2","292","427","342","484"
"9483","Carns1","157","159","81","197"
"9484","Tbc1d10c","109","102","41","106"
"9485","Ppp1ca","3731","4850","3165","5791"
"9486","Rad9","888","1246","861","1428"
"9487","Clcf1","310","338","252","350"
"9488","Pold4","821","973","647","1089"
"9489","Ssh3","1145","1335","1056","2035"
"9490","Ankrd13d","214","340","244","439"
"9491","Adrbk1","7570","9475","6982","12618"
"9492","Kdm2a","3380","3848","2711","5416"
"9493","Rhod","16","34","29","46"
"9494","Syt12","5","33","25","28"
"9495","2010003K11Rik","0","0","0","0"
"9496","Pcx","708","465","949","327"
"9497","Lrfn4","2","33","12","0"
"9498","Rce1","292","377","281","447"
"9499","Spnb3","11","29","20","74"
"9500","Rbm4b","241","146","118","250"
"9501","Rbm4","283","386","308","474"
"9502","Rbm14","677","939","765","1231"
"9503","Ccs","456","291","448","307"
"9504","Ccdc87","0","0","0","0"
"9505","Ctsf","340","316","712","881"
"9506","Actn3","0","0","0","0"
"9507","Zdhhc24","113","131","136","219"
"9508","Bbs1","22","64","75","97"
"9509","Dpp3","1150","1509","931","1802"
"9510","Peli3","46","14","60","81"
"9511","Mrpl11","236","265","218","425"
"9512","Npas4","0","0","0","0"
"9513","Slc29a2","62","110","29","149"
"9514","B3gnt1","297","352","285","424"
"9515","Brms1","866","860","632","1075"
"9516","Rin1","1","29","2","13"
"9517","Cd248","17","0","0","0"
"9518","Tmem151a","0","7","0","15"
"9519","Yif1a","271","298","313","449"
"9520","Cnih2","27","22","5","9"
"9521","Rab1b","1588","1978","1256","2881"
"9522","Klc2","407","322","346","589"
"9523","Pacs1","994","1036","752","1317"
"9524","Sf3b2","3371","3994","2597","5226"
"9525","Gal3st3","50","21","14","65"
"9526","Catsper1","0","0","0","0"
"9527","Cst6","8","2","11","0"
"9528","Banf1","439","544","334","585"
"9529","Eif1ad","294","439","210","626"
"9530","Sart1","1706","1867","1362","2806"
"9531","D330050I16Rik","280","228","222","352"
"9532","4930481A15Rik","97","145","120","218"
"9533","Drap1","1080","1491","982","2467"
"9534","AI837181","701","773","590","1103"
"9535","Fosl1","23","4","8","6"
"9536","Ccdc85b","296","248","214","419"
"9537","Fibp","421","624","550","794"
"9538","Ctsw","10","11","4","9"
"9539","Efemp2","97","76","88","213"
"9540","Mus81","185","239","203","331"
"9541","Cfl1","9426","11872","7365","14486"
"9542","Snx32","123","134","127","196"
"9543","1700020D05Rik","17","13","12","66"
"9544","Ovol1","35","20","18","44"
"9545","Gm962","679","907","836","1430"
"9546","Rnaseh2c","308","421","296","518"
"9547","Kat5","784","825","661","1200"
"9548","Rela","2443","3286","2311","4115"
"9549","Sipa1","5805","7086","5726","10274"
"9550","Pcnxl3","2730","3314","3031","5014"
"9551","Map3k11","3039","3357","2826","4913"
"9552","Kcnk7","35","24","19","21"
"9553","Ehbp1l1","6861","8764","5756","10920"
"9554","Fam89b","887","1112","893","1346"
"9555","Sssca1","136","193","121","172"
"9556","Ltbp3","464","628","276","495"
"9557","Scyl1","1116","1464","1123","2181"
"9558","Malat1","83623","121912","67113","169110"
"9559","Neat1","6308","7153","6210","11788"
"9560","Frmd8","1078","1472","962","1834"
"9561","Slc25a45","1296","1606","1154","1975"
"9562","Tigd3","85","58","43","70"
"9563","Dpf2","1176","1353","982","1729"
"9564","Cdc42ep2","75","84","23","74"
"9565","Pola2","437","525","442","703"
"9566","Slc22a20","0","0","0","0"
"9567","Capn1","1443","1613","1092","2055"
"9568","Syvn1","1014","1233","801","1429"
"9569","Mrpl49","318","417","328","447"
"9570","Fau","12252","15731","10661","19377"
"9571","Znhit2-ps","215","220","196","287"
"9572","Tm7sf2","48","167","81","173"
"9573","1110014N23Rik","1350","1245","1084","1936"
"9574","BC048609","10","2","7","0"
"9575","Zfpl1","330","324","285","506"
"9576","Cdca5","42","59","47","57"
"9577","Naaladl1","2","0","0","5"
"9578","Sac3d1","151","124","47","215"
"9579","Snx15","354","253","197","329"
"9580","Arl2","149","129","130","186"
"9581","Batf2","139","328","240","397"
"9582","1700123I01Rik","2","20","0","28"
"9583","Gpha2","0","0","0","1"
"9584","Ppp2r5b","366","328","306","544"
"9585","Atg2a","1440","1970","1453","2815"
"9586","Mir194-2","0","0","0","0"
"9587","Mir192","0","0","0","0"
"9588","Ehd1","1158","1315","915","1374"
"9589","Cdc42bpg","515","385","361","592"
"9590","Men1","560","727","624","973"
"9591","Map4k2","889","927","614","1085"
"9592","Sf1","4468","5332","3996","7573"
"9593","Pygm","29","39","55","112"
"9594","Rasgrp2","211","154","74","79"
"9595","Nrxn2","10","14","0","8"
"9596","Slc22a12","1708","404","1640","352"
"9597","Rps6ka4","1164","1122","1148","1647"
"9598","Ccdc88b","6488","7371","6397","10322"
"9599","Prdx5","1928","2044","1848","2021"
"9600","Trmt112","1131","1311","1008","1702"
"9601","Esrra","1050","1355","895","1711"
"9602","1700019N12Rik","1","0","0","0"
"9603","Kcnk4","9","1","0","0"
"9604","Gpr137","464","550","375","800"
"9605","Bad","138","221","122","310"
"9606","Plcb3","1495","1976","1558","2933"
"9607","Ppp1r14b","549","612","383","784"
"9608","Fkbp2","491","528","523","696"
"9609","Vegfb","173","222","278","526"
"9610","Dnajc4","240","290","255","403"
"9611","Nudt22","128","136","120","178"
"9612","Trpt1","88","158","98","158"
"9613","Fermt3","6141","7309","5080","9859"
"9614","Stip1","1246","1516","920","1839"
"9615","Macrod1","130","130","164","197"
"9616","Flrt1","190","69","248","91"
"9617","Otub1","770","1186","756","1471"
"9618","Cox8a","1503","1492","1417","1757"
"9619","Naa40","568","590","359","1018"
"9620","Rcor2","2","3","11","5"
"9621","Mark2","2065","2459","1491","3067"
"9622","AI846148","160","293","276","311"
"9623","2700081O15Rik","25","31","18","58"
"9624","Rtn3","2317","2661","1795","3887"
"9625","Atl3","1858","2407","1370","3039"
"9626","Pla2g16","277","312","300","449"
"9627","Lgals12","1","1","7","2"
"9628","Hrasls5","0","0","0","0"
"9629","Slc22a19","36","0","4","0"
"9630","BC014805","8","0","4","2"
"9631","AB056442","2","0","11","0"
"9632","Gm5631","28","11","6","0"
"9633","D630002G06Rik","30","19","58","0"
"9634","C730048C13Rik","3","2","0","0"
"9635","Slc22a8","1371","625","2055","432"
"9636","Slc22a6","1143","252","1091","282"
"9637","Chrm1","1","1","6","15"
"9638","Slc3a2","2781","3289","2204","4271"
"9639","Snhg1","235","246","161","262"
"9640","Snord22","25","30","6","30"
"9641","Wdr74","281","426","312","643"
"9642","1700092M07Rik","0","0","1","2"
"9643","Stx5a","695","1205","815","1459"
"9644","Nxf1","2138","2391","1441","3528"
"9645","Tmem223","260","198","151","310"
"9646","Tmem179b","478","524","342","662"
"9647","Taf6l","212","306","205","329"
"9648","Gm2518","86","134","72","155"
"9649","Polr2g","426","429","274","653"
"9650","Zbtb3","35","55","31","69"
"9651","Ttc9c","745","799","544","1276"
"9652","Hnrnpul2","5858","6652","4829","8963"
"9653","Gng3","62","58","26","65"
"9654","Bscl2","761","894","670","1319"
"9655","Lrrn4cl","12","25","11","33"
"9656","Ubxn1","1115","1036","832","1505"
"9657","AI462493","189","264","252","307"
"9658","5730408K05Rik","8","4","34","10"
"9659","1810009A15Rik","167","321","289","357"
"9660","Ints5","377","449","304","589"
"9661","Ganab","3310","3750","2817","5249"
"9662","B3gat3","720","730","571","871"
"9663","Rom1","29","71","49","78"
"9664","Eml3","1288","1671","1018","2520"
"9665","Mta2","2254","2643","1806","3381"
"9666","Tut1","498","505","432","1019"
"9667","Eef1g","4636","4951","3598","6322"
"9668","Ahnak","3657","4280","2309","4028"
"9669","Scgb1a1","0","0","0","0"
"9670","Asrgl1","108","95","86","92"
"9671","Incenp","534","677","467","780"
"9672","Fth1","33587","39163","28858","51597"
"9673","Best1","21","40","54","96"
"9674","Rab3il1","3505","4221","3420","6632"
"9675","Fads3","582","313","678","609"
"9676","Fads2","251","138","149","136"
"9677","Fads1","2262","2733","2289","3835"
"9678","Fen1","411","376","321","701"
"9679","1810006K21Rik","242","350","294","430"
"9680","Gm98","6","29","26","28"
"9681","Dagla","5","41","86","95"
"9682","Syt7","0","9","13","52"
"9683","Lrrc10b","2","11","6","11"
"9684","4930579J09Rik","7","11","7","20"
"9685","Sdhaf2","352","495","333","530"
"9686","Cpsf7","1675","2156","1503","2939"
"9687","Tmem216","24","18","13","31"
"9688","Tmem138","74","51","71","51"
"9689","Cybasc3","1077","1157","607","1555"
"9690","Dak","569","336","403","286"
"9691","Ddb1","3426","4009","2795","5366"
"9692","Vwce","44","15","55","9"
"9693","Pga5","0","0","0","0"
"9694","Vps37c","787","1137","806","1374"
"9695","Cd5","32","26","52","31"
"9696","A430093F15Rik","3","28","56","146"
"9697","Cd6","4","0","0","0"
"9698","Slc15a3","4161","4958","4505","8858"
"9699","Tmem132a","1479","1613","1549","3158"
"9700","Tmem109","1785","2393","1924","3762"
"9701","Prpf19","1270","1505","973","2119"
"9702","Zp1","0","0","0","0"
"9703","Gpr44","7","2","21","4"
"9704","Ccdc86","317","344","240","451"
"9705","Ms4a10","0","0","0","0"
"9706","Ms4a15","0","1","0","0"
"9707","AW112010","682","741","394","862"
"9708","Ms4a8a","8","10","0","6"
"9709","1700017D01Rik","0","0","0","0"
"9710","1700025F22Rik","0","0","0","0"
"9711","Ms4a13","0","0","0","0"
"9712","Ms4a1","0","0","0","0"
"9713","Ms4a5","0","0","0","0"
"9714","Ms4a7","2919","3673","2314","5096"
"9715","Ms4a4c","568","555","259","701"
"9716","Ms4a4b","20","14","13","1"
"9717","Ms4a6c","3103","3649","2063","3836"
"9718","Gm8369","52","30","25","76"
"9719","Ms4a6b","1319","1718","1113","1870"
"9720","Ms4a4d","7","6","8","0"
"9721","Ms4a6d","608","544","311","735"
"9722","Ms4a2","0","0","0","0"
"9723","Ms4a3","0","0","0","0"
"9724","Plac1l","0","0","0","0"
"9725","Oosp1","0","0","0","0"
"9726","Gm97","0","0","0","0"
"9727","Gif","0","4","0","0"
"9728","Mrpl16","173","207","153","235"
"9729","Stx3","531","724","575","878"
"9730","Olfr1417","0","3","0","7"
"9731","Olfr1418","0","0","0","0"
"9732","Olfr1419","0","0","0","0"
"9733","Olfr1420","0","0","0","0"
"9734","Patl1","871","1013","727","1851"
"9735","Osbp","1359","1340","842","2129"
"9736","Olfr1423","0","0","12","0"
"9737","Olfr1424","0","0","0","0"
"9738","Olfr1425","0","0","0","0"
"9739","Olfr1426","0","1","0","0"
"9740","Olfr1427","0","0","0","0"
"9741","Olfr1428","0","0","0","15"
"9742","Olfr76","0","0","0","0"
"9743","Olfr1431","0","0","0","0"
"9744","Olfr262","0","0","0","0"
"9745","Olfr235","0","0","0","0"
"9746","Olfr1433","0","0","0","0"
"9747","Olfr1434","0","0","0","0"
"9748","Olfr1436","0","0","0","0"
"9749","Olfr1437","0","0","0","0"
"9750","Olfr1440","0","0","0","0"
"9751","Olfr1441","0","0","0","0"
"9752","Pfpl","6","3","0","0"
"9753","Mpeg1","48979","60238","41877","84277"
"9754","Dtx4","2937","4277","2765","5562"
"9755","Fam111a","2083","2923","1808","3723"
"9756","A330040F15Rik","10","23","18","0"
"9757","Gm4952","0","2","0","0"
"9758","Glyat","268","198","305","43"
"9759","Olfr1442","0","0","0","0"
"9760","Olfr1443","0","0","0","0"
"9761","Keg1","894","430","656","281"
"9762","Cntf","36","26","3","36"
"9763","U05342","1017","1080","763","1423"
"9764","Zfp91","2435","2883","2000","3504"
"9765","Lpxn","1574","1728","1383","2248"
"9766","Olfr1444","4","2","18","11"
"9767","Olfr1445","0","0","0","0"
"9768","Olfr1446","0","0","0","0"
"9769","Olfr1447","0","0","0","0"
"9770","Gm5512","0","0","0","0"
"9771","Olfr1448","0","0","0","0"
"9772","Olfr1449","0","0","0","0"
"9773","Olfr1450","0","0","0","0"
"9774","Olfr1451","0","9","0","10"
"9775","Olfr1453","0","0","0","0"
"9776","Olfr1454","0","0","0","0"
"9777","Olfr1457","0","0","0","5"
"9778","Olfr1459","0","0","0","0"
"9779","Olfr1461","0","0","0","0"
"9780","Olfr1462","0","0","0","0"
"9781","Olfr1463","0","0","0","0"
"9782","Olfr1465","0","0","0","0"
"9783","Olfr1466","0","0","0","0"
"9784","Olfr1467","0","0","0","0"
"9785","Olfr1469","0","0","0","0"
"9786","Olfr1471","0","0","0","0"
"9787","Olfr1472","0","0","0","0"
"9788","Olfr1474","0","0","0","0"
"9789","Olfr1475","0","0","0","0"
"9790","Olfr1477","0","0","0","0"
"9791","Olfr1480","0","0","0","0"
"9792","Olfr1484","0","0","0","0"
"9793","Olfr1487","0","0","0","0"
"9794","Olfr1489","0","0","0","0"
"9795","Olfr1490","0","0","0","1"
"9796","Olfr1491","0","0","0","0"
"9797","Olfr1494","0","0","0","0"
"9798","Olfr1495","0","0","0","0"
"9799","Olfr1496","0","0","0","0"
"9800","Olfr1497","0","1","0","0"
"9801","Olfr1499","0","0","0","0"
"9802","Olfr1500","0","0","0","0"
"9803","Olfr1501","0","0","0","0"
"9804","Olfr1502","0","0","0","0"
"9805","Olfr1504","0","0","0","0"
"9806","Olfr1505","0","0","0","0"
"9807","Tle4","915","1361","955","2092"
"9808","Psat1","277","284","149","257"
"9809","Cep78","154","146","106","180"
"9810","Gnaq","3030","3592","2815","5654"
"9811","E030024N20Rik","128","250","51","287"
"9812","Gna14","4","11","9","7"
"9813","Vps13a","983","1202","794","1460"
"9814","Foxb2","0","0","0","0"
"9815","Prune2","20","71","161","283"
"9816","Gcnt1","1699","1713","1623","2020"
"9817","Rfk","460","447","344","756"
"9818","Pcsk5","60","10","55","12"
"9819","Ostf1","1835","2259","1459","2592"
"9820","BC016495","145","150","77","169"
"9821","2410127L17Rik","162","205","166","431"
"9822","D030056L22Rik","184","179","172","243"
"9823","Trpm6","4","6","42","0"
"9824","Rorb","0","0","0","0"
"9825","Anxa1","337","356","186","332"
"9826","E030003E18Rik","0","0","0","0"
"9827","Aldh1a1","38","7","131","14"
"9828","Aldh1a7","12","8","26","17"
"9829","Tmc1","4","9","6","2"
"9830","Zfand5","2188","2637","1670","3227"
"9831","Gda","344","368","87","282"
"9832","1110059E24Rik","164","228","155","272"
"9833","Fam108b","355","372","192","445"
"9834","Tmem2","471","557","455","802"
"9835","Trpm3","17","24","11","47"
"9836","Mir204","0","0","0","0"
"9837","Klf9","191","179","157","119"
"9838","Mir1192","0","0","0","0"
"9839","Smc5","618","660","521","821"
"9840","Mamdc2","0","3","0","0"
"9841","1700028P14Rik","0","0","0","0"
"9842","Ptar1","85","130","67","168"
"9843","Apba1","716","710","468","744"
"9844","Fam189a2","8","6","7","0"
"9845","Tjp2","605","840","660","1037"
"9846","Fxn","32","52","29","30"
"9847","Pip5k1b","16","5","9","25"
"9848","Fam122a","317","447","274","549"
"9849","E030010A14Rik","115","26","59","19"
"9850","Pgm5","15","4","0","35"
"9851","Foxd4","0","0","0","0"
"9852","Cbwd1","53","58","53","92"
"9853","Snora19","0","0","0","0"
"9854","Dock8","9919","12244","9083","17432"
"9855","Kank1","110","52","150","31"
"9856","Dmrt1","0","0","0","0"
"9857","Dmrt3","0","0","0","0"
"9858","Dmrt2","0","0","0","24"
"9859","Smarca2","2470","3003","2198","4117"
"9860","Gm815","0","2","0","0"
"9861","Vldlr","97","32","196","39"
"9862","Kcnv2","0","0","0","0"
"9863","D19Bwg1357e","632","778","554","901"
"9864","C030016D13Rik","0","5","0","0"
"9865","Rfx3","267","242","246","452"
"9866","Glis3","40","32","30","32"
"9867","Gm6788","0","0","0","0"
"9868","Slc1a1","325","142","226","110"
"9869","4430402I18Rik","32","19","19","43"
"9870","Ppapdc2","230","336","185","311"
"9871","Cdc37l1","264","312","189","292"
"9872","Gm10136","0","9","0","4"
"9873","Ak3","674","744","671","746"
"9874","1700018L02Rik","58","69","56","66"
"9875","Rcl1","294","240","207","295"
"9876","Mir101b","0","0","0","0"
"9877","Jak2","1270","1457","950","1841"
"9878","Insl6","10","15","0","7"
"9879","Rln1","0","0","0","0"
"9880","5033414D02Rik","260","300","131","281"
"9881","Cd274","810","1013","408","877"
"9882","Pdcd1lg2","65","40","0","34"
"9883","A930007I19Rik","0","11","7","17"
"9884","C030046E11Rik","705","691","519","1116"
"9885","Ermp1","1133","1314","945","2049"
"9886","Mlana","0","0","0","0"
"9887","9930021J03Rik","715","838","629","1198"
"9888","Ranbp6","246","248","188","420"
"9889","Il33","21","7","0","0"
"9890","Trpd52l3","0","0","0","0"
"9891","Uhrf2","1090","1395","997","1915"
"9892","Gldc","234","144","190","39"
"9893","Mbl2","0","0","0","0"
"9894","Gm5972","6","0","3","0"
"9895","Dkk1","14","9","13","22"
"9896","Prkg1","0","0","14","43"
"9897","Gm6642","0","0","0","0"
"9898","Cstf2t","539","754","381","914"
"9899","8430431K14Rik","4","6","0","9"
"9900","A1cf","144","50","88","37"
"9901","Asah2","413","347","373","528"
"9902","Sgms1","392","495","207","443"
"9903","2700046G09Rik","4","5","0","5"
"9904","Minpp1","590","676","445","762"
"9905","Papss2","1216","315","959","239"
"9906","Atad1","981","1081","729","1613"
"9907","Pten","2728","3493","2164","4633"
"9908","Rnls","19","44","4","85"
"9909","Lipo1","182","312","191","468"
"9910","Lipf","0","0","0","0"
"9911","Lipk","0","0","0","0"
"9912","Lipn","0","0","0","0"
"9913","Lipm","0","1","0","0"
"9914","Ankrd22","0","0","0","0"
"9915","Stambpl1","339","366","224","449"
"9916","Acta2","15","4","0","6"
"9917","Fas","70","72","28","54"
"9918","Ch25h","1233","1469","1106","2048"
"9919","Lipa","5196","6238","4645","8969"
"9920","Ifit2","2059","2160","1486","3301"
"9921","Ifit3","425","628","410","659"
"9922","Gm14446","17","27","59","39"
"9923","I830012O16Rik","82","151","65","109"
"9924","2010002M12Rik","15","7","20","36"
"9925","Ifit1","354","320","197","366"
"9926","Slc16a12","75","66","166","40"
"9927","Pank1","262","171","165","198"
"9928","Mir107","0","0","0","0"
"9929","Kif20b","164","205","118","212"
"9930","Htr7","11","6","0","5"
"9931","Rpp30","119","124","123","179"
"9932","Ankrd1","0","0","0","0"
"9933","Pcgf5","155","171","88","157"
"9934","Hectd2","178","174","120","276"
"9935","1500017E21Rik","91","86","36","115"
"9936","Ppp1r3c","0","2","0","0"
"9937","Tnks2","2259","2848","1965","3693"
"9938","Fgfbp3","21","18","31","17"
"9939","Btaf1","1803","2496","1595","3093"
"9940","Cpeb3","281","246","182","398"
"9941","5-Mar","871","1049","699","1439"
"9942","Ide","600","552","539","739"
"9943","Kif11","203","210","106","150"
"9944","Hhex","976","1130","817","1573"
"9945","Exoc6","1546","1597","1048","2106"
"9946","Cyp26c1","0","5","7","14"
"9947","Cyp26a1","22","8","4","3"
"9948","Myof","4838","5921","3573","6845"
"9949","Cep55","48","65","26","72"
"9950","O3far1","22","19","1","30"
"9951","Rbp4","0","0","1","0"
"9952","Pde6c","0","0","0","0"
"9953","5730455O13Rik","90","149","123","183"
"9954","Lgi1","0","2","0","0"
"9955","Tmem20","15","22","34","91"
"9956","Plce1","14","6","0","24"
"9957","Noc3l","288","355","201","451"
"9958","Tbc1d12","118","172","141","288"
"9959","Hells","110","113","107","108"
"9960","Cyp2c55","0","0","0","0"
"9961","Cyp2c65","9","0","2","0"
"9962","Cyp2c66","0","0","0","0"
"9963","Cyp2c53-ps","0","0","0","0"
"9964","Cyp2c29","0","0","0","0"
"9965","Cyp2c38","0","0","0","0"
"9966","Cyp2c39","0","0","0","0"
"9967","Cyp2c67","0","0","0","0"
"9968","Cyp2c68","0","1","0","0"
"9969","Cyp2c40","0","0","0","0"
"9970","Cyp2c69","3","7","0","0"
"9971","Cyp2c37","0","0","0","0"
"9972","Cyp2c54","0","0","0","0"
"9973","Cyp2c50","0","0","0","0"
"9974","Cyp2c70","0","0","0","0"
"9975","Pdlim1","0","24","6","32"
"9976","Sorbs1","133","110","102","136"
"9977","Aldh18a1","292","443","248","580"
"9978","Tctn3","159","132","111","242"
"9979","Entpd1","2463","3307","2397","4240"
"9980","Ccnj","152","102","65","123"
"9981","Zfp518a","573","625","618","1264"
"9982","Blnk","2100","2445","1832","3192"
"9983","Dntt","0","0","0","0"
"9984","Opalin","0","0","0","0"
"9985","Tll2","0","0","0","0"
"9986","Tm9sf3","3586","4142","3180","5850"
"9987","Pik3ap1","5512","6708","5130","9596"
"9988","Lcor","219","238","194","347"
"9989","Slit1","0","7","18","7"
"9990","Arhgap19","594","687","552","1120"
"9991","Frat1","86","119","46","146"
"9992","Frat2","75","88","43","147"
"9993","Rrp12","295","276","283","342"
"9994","Pgam1","1502","1618","1085","1956"
"9995","Exosc1","160","271","182","334"
"9996","Zdhhc16","331","373","199","627"
"9997","Mms19","1143","1365","795","2021"
"9998","Ubtd1","484","710","540","655"
"9999","Ankrd2","10","2","0","0"
"10000","Hoga1","208","54","141","25"
"10001","4933411K16Rik","0","2","0","0"
"10002","Morn4","3","19","9","18"
"10003","Pi4k2a","1107","1248","790","1631"
"10004","Avpi1","134","115","60","165"
"10005","Marveld1","1231","1743","1247","2407"
"10006","Zfyve27","1037","1173","927","1910"
"10007","Sfrp5","0","0","0","0"
"10008","Golga7b","0","1","0","1"
"10009","Mir3085","0","0","0","0"
"10010","Crtac1","0","0","0","0"
"10011","D19Ertd386e","542","830","604","1141"
"10012","Loxl4","0","32","0","23"
"10013","Pyroxd2","181","227","258","234"
"10014","Hps1","1007","1013","734","1309"
"10015","Hpse2","0","0","0","0"
"10016","Cnnm1","30","19","7","11"
"10017","Got1","592","571","394","896"
"10018","Nkx2-3","0","0","0","0"
"10019","Slc25a28","738","726","659","1253"
"10020","Entpd7","236","299","172","178"
"10021","Cox15","464","581","412","734"
"10022","Cutc","82","135","104","179"
"10023","Abcc2","308","267","542","222"
"10024","Gm10768","70","38","144","39"
"10025","Dnmbp","355","572","514","696"
"10026","Cpn1","360","108","244","87"
"10027","Cyp2c44","126","43","240","28"
"10028","Erlin1","1171","1240","1070","1704"
"10029","Chuk","927","957","646","1163"
"10030","Cwf19l1","170","300","179","303"
"10031","Bloc1s2","502","522","250","719"
"10032","Pkd2l1","0","0","0","1"
"10033","Scd3","9","37","21","100"
"10034","Scd2","927","883","612","959"
"10035","Scd4","59","49","31","82"
"10036","Scd1","160","37","79","70"
"10037","Wnt8b","0","0","0","6"
"10038","Sec31b","87","50","82","96"
"10039","Ndufb8","471","441","323","441"
"10040","Hif1an","677","999","764","1247"
"10041","Pax2","11","20","18","20"
"10042","Fam178a","1277","1431","1054","2169"
"10043","Sema4g","208","83","155","75"
"10044","Mrpl43","390","506","369","719"
"10045","Peo1","236","240","191","310"
"10046","Lzts2","110","149","150","171"
"10047","Pdzd7","16","6","12","18"
"10048","Sfxn3","752","1044","821","1420"
"10049","Kazald1","0","11","7","3"
"10050","Tlx1","0","0","0","0"
"10051","Lbx1","0","0","0","0"
"10052","Btrc","380","420","286","687"
"10053","Poll","291","282","211","293"
"10054","Dpcd","84","130","66","94"
"10055","Fbxw4","509","599","510","1081"
"10056","Fgf8","5","0","0","0"
"10057","Npm3","221","323","144","338"
"10058","Mgea5","2451","2840","1955","4308"
"10059","Kcnip2","29","5","7","0"
