"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"19008","Mir202","2.85697718511729","0","0","0"
"19009","6430531B16Rik","0.472471679192523","0.599674093591187","0.411214031321484","0"
"19010","Adam8","5.7177209848491","3.57595702695292","3.27825951964021","3.17009244016145"
"19011","Tubgcp2","13.3356471525734","12.5064121844538","11.7871802861404","12.9239747479367"
"19012","Zfp511","12.6538116780831","15.4540102605451","9.91007123937897","13.7510916517885"
"19013","Msx3","0","0","0","0"
"19014","Caly","0.295004405101232","0","0","0"
"19015","Prap1","0","0","0","0"
"19016","1810014F10Rik","3.58660520470109","4.46295911961133","4.89661015758197","3.91110557646215"
"19017","Echs1","29.570001288216","24.2035462382141","39.3313396376533","21.938215719525"
"19018","Paox","14.0529724062419","12.8929930122105","13.4677921864409","12.7086538425341"
"19019","Mtg1","7.00720673867011","4.2559002012093","8.03182214719363","6.16295424169794"
"19020","Sprn","0","0","0","0.01342532015579"
"19021","Olfr522","0","0.0617875064482932","0","0"
"19022","Olfr523","0","0","0","0"
"19023","Olfr524","0","0","0.0831451568032467","0"
"19024","Cd163l1","0","0","0.0460740677826908","0"
"19025","5830411N06Rik","0","0.0292505513259125","0","0"
"19026","Olfr525","0","0","0","0"
"19027","Olfr527","0","0","0","0"
"19028","Olfr60","0","0","0","0"
"19029","Olfr530","0","0","0","0"
"19030","Olfr531","0","0","0","0"
"19031","Olfr532","0","0","0","0"
"19032","Olfr533","0","0","0","0"
"19033","Olfr535","0","0","0","0"
"19034","Olfr536","0.0177958610025473","0.225869978802027","0.0826056735641911","0"
"19035","Olfr538","0","0.0621848537566424","0","0"
"19036","Olfr46","0","0","0","0"
"19037","Olfr61","0","0","0","0"
"19038","Olfr53","0","0","0","0"
"19039","Olfr539","0","0","0","0"
"19040","Olfr45","0","0","0","0"
"19041","Olfr541","0","0","0","0"
"19042","Cyp2e1","8.01796822920013","3.67628544991026","12.2838348135193","2.61153410947526"
"19043","Syce1","0","0","0","0.144905302365504"
"19044","Zfp941","0.368359299385805","0.564006601455104","0.692089309814285","0.65035012143781"
"19045","1190003J15Rik","0","0","0.471525422581968","0"
"19046","Scgb1c1","0","0","0","0"
"19047","Odf3","0","0","0","0.0917106285966955"
"19048","Bet1l","13.8725387029922","13.8691055630705","13.9965121208589","12.5036096446819"
"19049","Ric8","27.223612732604","30.3096145130328","30.626505897987","26.6474550819624"
"19050","Sirt3","6.18195444246331","6.96221622659368","6.71923727179304","6.24121397810045"
"19051","Psmd13","28.6026736997539","31.0322710888906","26.4723965653024","27.6504904797868"
"19052","Cox8b","0","0","0","0"
"19053","BC024386","5.82016170053633","3.77443568666014","6.45827687295702","0.787552238135192"
"19054","Nlrp6","2.88761701367858","0.652574979822845","3.16364820539563","0.38790501292403"
"19055","Athl1","7.16789166713124","7.02072224530455","7.0075017633295","7.57680845008746"
"19056","Ifitm5","0.77368070457337","0.654651267192636","0.112228371030616","1.4940165871535"
"19057","Ifitm2","145.992901134223","158.787387624066","171.703500920473","175.427951879911"
"19058","Ifitm1","3.26511678299119","3.10813224401504","3.88376966367737","2.72380566932186"
"19059","Ifitm3","279.24306635276","290.360946795824","268.794049487481","264.356736102462"
"19060","Ifitm6","10.773074783067","13.2981332732227","4.41237976307063","10.2597239629006"
"19061","B4galnt4","0.0883316617620804","0.0560564913574371","0","0"
"19062","Pkp3","3.10749045553644","3.86789790366316","3.68451823433816","2.42116059495276"
"19063","Sigirr","5.13394493164795","4.83973154779963","5.63786835354759","1.8523703546812"
"19064","Ano9","0.227647584471497","0.0963121987963933","0.501935055163823","0"
"19065","Ptdss2","9.09181689849479","6.27732049282349","5.23871908548854","5.52062515953202"
"19066","Rnh1","49.5114855108167","57.2698431542383","57.5351693515882","50.4448509566274"
"19067","Hras1","8.23895885426429","8.14607899164974","7.8449212031683","7.08658360758621"
"19068","Lrrc56","2.45256488950708","2.14147315442538","3.45166298208547","1.72512298860314"
"19069","1600016N20Rik","0.770420813964212","0.226745358299745","0.388714778020064","0.186288614413806"
"19070","Rassf7","4.18149054241429","3.95666933096034","7.04389412012817","1.86151527710303"
"19071","Mir210","0","0","0","1.15555392031836"
"19072","Phrf1","19.2407365619213","21.9593533756537","22.8315610390045","21.7528259072956"
"19073","Irf7","86.4399523418437","84.0475192017297","69.8302096106533","64.1342949947186"
"19074","Cdhr5","8.05908817224413","2.51582556685584","6.74936898384849","0.435145827734949"
"19075","Sct","0","0.572174246104017","0","0"
"19076","Drd4","0","0","0","0"
"19077","Deaf1","8.63051724856507","7.19658281746328","7.36596725589421","8.92985685954037"
"19078","Tmem80","4.15087445375256","5.07034408855252","3.47688295212921","5.16852216218864"
"19079","Eps8l2","4.11628425757845","2.08222888777951","3.1152984689347","1.94917251812266"
"19080","B230206H07Rik","1.30827166500771","0.810479458518856","0.786210404347702","0.606321307424286"
"19081","Taldo1","142.347320941236","136.952685961992","110.749348861925","107.087971063986"
"19082","Gm4535","0","0.29302256845933","0.401868257882359","0.106995733362811"
"19083","Pddc1","20.4282456843657","15.3863273322071","17.2746976584701","16.1612874048534"
"19084","Cend1","0","0.0700283265599847","0","0"
"19085","Slc25a22","19.5460514852765","14.0367262632937","12.4432616118778","15.8368691791177"
"19086","Lrdd","7.04589683722719","4.98158574833858","6.03633838391571","5.18671041246346"
"19087","Rplp2","661.10840767993","663.989140128842","595.240702460936","602.792125902128"
"19088","Snora52","2.07780158917621","2.9302256845933","9.64483818917661","15.8353685376961"
"19089","Pnpla2","23.7727420688744","24.5783059649409","27.353073487928","28.8342671885109"
"19090","Efcab4a","3.41414700960074","5.12433421143281","11.3199642054355","10.9253616058553"
"19091","Cd151","14.2451267997498","18.5416875153236","18.2314765621203","19.9005682599559"
"19092","Polr2l","10.0532769889226","10.9717750229583","12.2854806018327","10.3453540682003"
"19093","Tspan4","15.4405830620713","16.797954961494","20.8591906011299","17.4005381567447"
"19094","Chid1","5.634124081851","7.04794562365332","6.57587031877499","7.15368963379661"
"19095","Ap2a2","31.142837313432","34.668505030031","30.0338265297043","30.4693588129645"
"19096","Muc6","0.293812541074746","0.532735693146554","0.399408241612266","0.321615970313877"
"19097","Muc2","0","0.0357091666748407","0.122434089953388","0.0586756106639575"
"19098","Muc5ac","0","0","0","0.00498181192377111"
"19099","Muc5b","0","0.00775492462139241","0.0265888909512488","0"
"19100","Tollip","17.7849721450864","17.992772029591","19.0924843425016","20.9392816096556"
"19101","Brsk2","0.252202123927595","0.0133375789781488","0","0.0681821087084398"
"19102","2700078K21Rik","18.3191888738015","18.0909235741388","14.263563070635","19.2645230031097"
"19103","Dusp8","3.45754117941565","4.41850549069634","3.91327451118231","5.01163663304706"
"19104","Krtap5-2","0.29177639337368","0","0","0.315523588172035"
"19105","Krtap5-3","0","0","0","0"
"19106","Krtap5-5","0","0","0","0"
"19107","Krtap5-1","0","0","0","0"
"19108","Krtap5-4","0","0","0","0"
"19109","6330512M04Rik","0.191054821048091","0","0","0.0262354863230175"
"19110","Ctsd","152.890680805192","154.042893993381","163.822808745765","147.450414943387"
"19111","Syt8","0","0","0","0.0281530301738693"
"19112","Tnni2","6.88758517791394","3.13143158617407","3.3402662994","4.25608815229702"
"19113","Lsp1","188.85435472821","199.553392364834","182.328776796249","176.744723431552"
"19114","Gm14492","8.21587737510789","9.48453361232324","7.4785087206277","10.9087035269252"
"19115","Tnnt3","2.56898572934721","2.0184837409839","2.20041691960921","2.19221945038096"
"19116","Mrpl23","39.467519876878","35.9874005985154","39.1013671947805","28.101271166505"
"19117","Nctc1","0.423255879276635","0","0","0"
"19118","H19","0","0","0","0"
"19119","Mir675","0","0","0","0"
"19120","Igf2","0","0","0.0187842103542746","0"
"19121","Mir483","0","0","0","0"
"19122","Igf2as","0","0","0","0"
"19123","Ins2","0","0","0","0"
"19124","Th","0","0","0","0"
"19125","Ascl2","0.212678202366051","0","0","0"
"19126","Tspan32","20.9157015392376","19.5089483530874","13.377855379867","16.2659296815898"
"19127","R74862","6.88920747847325","7.17219364040643","7.95280581879766","10.0520831118699"
"19128","Cd81","469.944515951941","552.054518977378","601.020188462495","627.208988972801"
"19129","Tssc4","24.8889031105196","20.2273857372342","22.8891936437185","18.5712049221897"
"19130","Trpm5","0.17208349917202","0.0529486366004539","0","0.125670553354267"
"19131","Kcnq1","0.543287837117054","0.172388978869107","0.341501781376425","0.517564042664877"
"19132","Kcnq1ot1","3.86075591855345","3.58317255490542","3.30822099722656","3.71769170180927"
"19133","Cdkn1c","3.35422656131175","3.25644339469066","3.52369345788919","4.49448194892106"
"19134","Slc22a18","21.1981736808457","16.0469027963899","34.8210076971257","7.78655366508317"
"19135","Phlda2","0","0","1.29557527914313","1.03482440625525"
"19136","Nap1l4","44.1498708238887","43.3296052939927","41.4753389935354","39.3080672150347"
"19137","Cars","12.2959047729983","10.8986156196215","12.6179783793933","12.4646263308146"
"19138","Tnfrsf26","0.207291592873811","0.15591123561961","0","0.341581273053463"
"19139","Tnfrsf22","1.47683743722986","1.24962855349117","1.29410411307524","0.968464237981105"
"19140","Tnfrsf23","1.2113652883592","1.83792894599894","1.81777143757327","1.31640927870566"
"19141","Osbpl5","1.57780673919819","0.837965641307685","1.69463466591959","0.622330140685532"
"19142","Mrgprg","0","0","0","0"
"19143","Mrgpre","0.52870410019719","1.14154923506145","0.486601448124505","1.01391330418788"
"19144","Nadsyn1","6.20260497202203","6.19657531886743","6.19986035250663","4.97621661619425"
