"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000021413.9","Prpf4b",423.001,473.999,196,926,2561.001,496,0.44657738569521,5.45346212363366,0.19793835209681,1
"ENSMUSG00000021414.8","Fam217a",0,5,0,5,0,6,-1.48778329634599,2.10119812636179,0.197978762183207,1
"ENSMUSG00000021417.15","Eci2",90,129.001,40,254,531.999,158.001,0.295267724938056,6.66870421068464,0.198237542118202,1
"ENSMUSG00000021418.15","Rpp40",0,12,16,12,37,26,3.32580774411589,0.0357971072245667,0.198270210449843,1
"ENSMUSG00000021420.13","Fars2",41,65,8,123,115,23,-1.34557226894164,2.47326143881501,0.198271676003644,1
"ENSMUSG00000021423.6","Ly86",1297,1507,912,3068,7231,1729,-0.600349348291751,4.18212363265854,0.198340663826722,1
"ENSMUSG00000021427.10","Ssr1",404,638,243,1280,2642,599,-3.72839236016503,0.432132340519929,0.198463743231341,1
"ENSMUSG00000021428.9","Riok1",72,73,49,99,466,128,-3.5152357326678,0.306020096474547,0.198610147114837,1
"ENSMUSG00000021431.15","Snrnp48",139.999,150.001,60,415,577.001,134.001,0.352550974924486,5.81625704413165,0.198623557149952,1
"ENSMUSG00000021432.15","Slc35b3",81,54.999,47,155.999,327,113.999,5.28839294997905,-0.451904999093004,0.198662235885366,1
"ENSMUSG00000021448.8","Shc3",9,1,6,0,0,0,-0.532270917164429,4.4599517371101,0.198874921926423,1
"ENSMUSG00000021451.16","Sema4d",1101,1300,696.999,2906.999,6740,1741,-3.20744092628782,0.754622425377039,0.19888671130257,1
"ENSMUSG00000021453.2","Gadd45g",252,363,193,1172,1518,509,-4.00628217795334,-0.21758729174024,0.199203885054065,1
"ENSMUSG00000021456.8","Fbp2",3,2,0,0,0,0,5.07498286677475,-0.539341611866633,0.199225419653788,1
"ENSMUSG00000021457.14","Syk",887,1359.001,781.001,3168,5565.999,1322,3.31636045483001,0.220080270259175,0.199305497066567,1
"ENSMUSG00000021458.17","Aopep",54.999,39,22,70,153,55,0.489202924123463,5.09131815767495,0.199315174107152,1
"ENSMUSG00000021460.17","Auh",114.001,102,49,145,433,70.999,0.303344520337936,6.53868261958017,0.199527314204062,1
"ENSMUSG00000021461.17","Fancc",62,52.001,26,134.001,249.001,103,0.913518847736771,3.15830435376835,0.199580014086945,1
"ENSMUSG00000021464.14","Ror2",18,4,0,0,0,0,-0.410158432279788,5.33227511222551,0.199678920433947,1
"ENSMUSG00000021466.12","Ptch1",75,123,35,248,435,101,-0.301472832810939,6.05836401600014,0.199691486191776,1
"ENSMUSG00000021468.8","Sptlc1",101,118,71,361,580,148,-0.332778298427151,6.09101781926951,0.199801876551102,1
"ENSMUSG00000021469.9","Msx2",3,5,0,0,0,0,0.305328841501631,7.71344518000682,0.200005018912188,1
"ENSMUSG00000021470.19","Ercc6l2",73.999,112,45,217,466.999,93,1.01724705475611,3.06471904064977,0.200009384534218,1
"ENSMUSG00000021474.9","Sfxn1",32,59,47,106,156,56,2.28140064411611,1.39778843839031,0.200101804358678,1
"ENSMUSG00000021476.9","Habp4",31,46,1,92,53,36,-0.71676179519323,3.53255853254978,0.200119919974242,1
"ENSMUSG00000021477.9","Ctsl",1259.999,3334.001,2251.001,7071,15313.114,3012,0.326627393019637,6.82120400362719,0.200138973108937,1
"ENSMUSG00000021481.11","Zfp346",63,61,90,132,162,49,3.4445527441807,0.154922116512263,0.200252744370264,1
"ENSMUSG00000021482.10","Prxl2c",44,53,25,148,275,57,2.16998919583543,1.5215750534237,0.200438541373694,1
"ENSMUSG00000021483.8","Cdk20",51,20,8,61,221,65,-0.314611814956014,7.77712881221053,0.200486951248285,1
"ENSMUSG00000021484.8","Lman2",474.001,542.001,276,1259,2708,562,-0.519747877789229,4.38237699302982,0.200797472181334,1
"ENSMUSG00000021485.14","Mxd3",17,8,5,0,35,13,-2.11298822609564,1.61629224172789,0.200863304369236,1
"ENSMUSG00000021486.7","Prelid1",156,232,105,585.971,1158,296,-1.82665066939886,1.98989723818212,0.201070004602615,1
"ENSMUSG00000021488.8","Nsd1",699,931,532,2210.999,4306.001,976,-3.63048227595329,-0.808153782902627,0.20107709325116,1
"ENSMUSG00000021493.15","Pdlim7",5,1,19,9,13,10,0.285980911815875,8.33201118837409,0.201165767826532,1
"ENSMUSG00000021494.9","Ddx41",92,87,77,164,399.999,76,-0.704670135286222,3.56636482190316,0.201232533361748,1
"ENSMUSG00000021495.10","Fam193b",517,470.001,295,1212.001,2230,602,0.522767778366807,4.49251004670394,0.201420438563465,1
"ENSMUSG00000021496.12","Pcbd2",1,14,30,0,53,8,1.98407987856035,1.61779896483457,0.201602185730747,1
"ENSMUSG00000021497.10","Txndc15",115,120,65,406,732,117,2.07005654214545,1.74824106423483,0.201674887897299,1
"ENSMUSG00000021500.17","Ddx46",237,291,133,756,1288,319,-1.20334475937042,2.46111314148016,0.201767444973153,1
"ENSMUSG00000021501.4","Caml",76,80,51,201,497,84,-0.827927618553605,3.4591541967917,0.201927715238481,1
"ENSMUSG00000021504.14","B4galt7",36,47,32,211,176,59,0.500303345506833,5.70445441657288,0.201995002194909,1
"ENSMUSG00000021510.11","Zfp729a",129,86.85,54,326.021,492.368,121.79,-1.40061891402561,2.19293482206139,0.202016280824153,1
"ENSMUSG00000021514.18","Zfp369",78,69,37,161,345,94,0.406554499663847,5.32562201038825,0.202231152858461,1
"ENSMUSG00000021518.4","Ptdss1",175,199.999,95,277,684,172,4.97068822927145,-0.445207589716114,0.202253675741507,1
"ENSMUSG00000021519.11","Mterf3",104,90,76,309,266,125,-0.799081601955184,3.48882329146485,0.202360224904531,1
"ENSMUSG00000021520.4","Uqcrb",61,78,68,111,181,51,0.438815711921236,5.22390681252462,0.202364623819627,1
"ENSMUSG00000021532.11","Fastkd3",63,10,41,3,43,47,5.07561465835191,-0.44292860015147,0.202413458568545,1
"ENSMUSG00000021537.9","Cetn3",60,115,63,118,359,84.001,-0.323909132001267,6.45467052201889,0.202616233896422,1
"ENSMUSG00000021540.16","Smad5",206,227.999,106,592,1023,273,0.509459166259063,4.59194312594808,0.202652097614706,1
"ENSMUSG00000021546.18","Hnrnpk",1264.711,2400.952,1053,5399.001,10481.425,2054,-2.43566714168918,1.79668824008876,0.202740765814385,1
"ENSMUSG00000021548.10","Ccnh",79.001,64,39,136,214.999,69,5.01807129898615,-0.416883432840248,0.202831681873369,1
"ENSMUSG00000021549.14","Rasa1",270,476.999,230,1026,2061.999,458,-1.4970467026134,2.1394934987649,0.202929359528169,1
"ENSMUSG00000021550.6","2210016F16Rik",78,103,45,186,351,121,-3.27940848521216,0.552749923259989,0.202940049110704,1
"ENSMUSG00000021552.7","Gkap1",6,85,45,127,198.54,85,0.29921908829026,7.08746243099054,0.203081706966867,1
"ENSMUSG00000021553.14","Slc28a3",3,3,14,0,0,0,0.398015107122755,8.19392110160935,0.203083038158272,1
"ENSMUSG00000021555.15","Naa35",736,860,598,2652,4911,1113,0.300454141467932,10.6000930744257,0.203201893863596,1
"ENSMUSG00000021556.12","Golm1",2013,2734,1431,7155,13927,3322,-2.30747528708522,1.88266620418651,0.203279597386615,1
"ENSMUSG00000021557.15","Agtpbp1",111,66.001,29,103,315,62,-1.01702773570883,2.95931838107135,0.203349821151233,1
"ENSMUSG00000021559.14","Dapk1",129,97,53.999,176,500,107,0.588328397312216,4.05628647706077,0.203592519124118,1
"ENSMUSG00000021567.15","Nkd2",4,3,0,5,16,6,0.33931470001428,7.26343960668062,0.203599211875926,1
"ENSMUSG00000021569.10","Trip13",11,7,0,16,13,27,-2.06630465194938,1.6329581824234,0.203721201132014,1
"ENSMUSG00000021572.9","Cep72",1,25,6,21,91,43,-0.579646917615698,4.08550265995773,0.20372625713928,1
"ENSMUSG00000021573.15","Tppp",252,357,184,895,1975,369,0.28383326901036,8.48506839590122,0.203785720046089,1
"ENSMUSG00000021575.16","Ahrr",4,11,8,0,95.001,13,0.572549419006841,4.12625778676562,0.203869506485085,1
"ENSMUSG00000021576.6","Pdcd6",58,55,44,124,373,89,-2.91158981416051,1.28333602654859,0.203936613062918,1
"ENSMUSG00000021577.14","Sdha",383,484,208,1079,2039.999,469,0.361568591596634,6.36826591589121,0.203977515268465,1
"ENSMUSG00000021578.17","Ccdc127",102,90,44,192.001,421,170,0.295661762577561,6.75354486897004,0.204000357612344,1
"ENSMUSG00000021579.4","Lrrc14b",7,11,0,8,75,8,0.303226097064149,6.41316875863984,0.204122542193026,1
"ENSMUSG00000021583.7","Erap1",163,318,221.999,669.001,1492,390,0.307891006905611,6.24156821916105,0.204133358314072,1
"ENSMUSG00000021585.10","Cast",121,152,115,279.001,860,92,0.332705689717925,6.27837560283113,0.204156800290888,1
"ENSMUSG00000021589.13","Rhobtb3",5,3,0,0,0,7,-3.74471349275267,-0.793426926626872,0.204185126710374,1
"ENSMUSG00000021590.7","Spata9",7,1,0,0,0,11,-3.74471349275267,-0.793426926626872,0.204185126710374,1
"ENSMUSG00000021591.8","Glrx",36,75,19,245,359,105,-0.390026879649165,5.42931846818765,0.204299490708864,1
"ENSMUSG00000021592.18","Arsk",133,153.001,62,447,714,135,0.304118794640364,6.41860215995764,0.204325858965284,1
"ENSMUSG00000021594.11","Srd5a1",0,2,7,0,2.652,0,0.3291808621154,6.34773966224848,0.204412346250273,1
"ENSMUSG00000021595.18","Nsun2",72,193,77,423,880,186,0.577611686515354,4.33158716251978,0.204679986164098,1
"ENSMUSG00000021596.16","Mctp1",97,124.001,102,318.001,495.001,145,0.301776645152207,8.99075690169578,0.204871938803284,1
"ENSMUSG00000021597.16","Slf1",41,40,30,112,190,35,-0.37827784495165,5.659283489061,0.204956779849354,1
"ENSMUSG00000021598.9","Med10",24,67,67,239,383,103,-0.780939696366891,3.39094826050629,0.204983471715287,1
"ENSMUSG00000021604.15","Irx4",4,0,5,0,0,0,-0.390833632060123,5.61406508389791,0.205243867297837,1
"ENSMUSG00000021606.8","Ndufs6",13,47,30,64,93,19,4.96271985922534,-0.552235327524714,0.205269675275589,1
"ENSMUSG00000021607.9","Mrpl36",7,38,16,48,198,43,4.96271985922534,-0.552235327524714,0.205269675275589,1
"ENSMUSG00000021608.15","Lpcat1",432,600,375,1366,3158,805,-0.87195486077919,3.1683370277107,0.205318549727846,1
"ENSMUSG00000021610.8","Clptm1l",195,384,156,676,1422,363,-0.453080876364709,4.81040389609864,0.205469377789081,1
"ENSMUSG00000021611.9","Tert",2,2,0,1,0,9,-2.6974928396846,0.78045425705653,0.205492931219746,1
"ENSMUSG00000021612.15","Slc6a18",0,7,0,8,0,22,0.274351380151086,6.8999881709149,0.20556971720554,1
"ENSMUSG00000021613.9","Hapln1",12,4,0,0,0,2,0.806330059137751,3.72330095003327,0.205587766785308,1
"ENSMUSG00000021614.16","Vcan",0,14,8,37,6,17,-0.314312546558327,8.05415480122778,0.205629036186045,1
"ENSMUSG00000021615.13","Xrcc4",23,41,34,51,127,70,0.292003888738547,7.07804067077002,0.205692388264868,1
"ENSMUSG00000021619.6","Atg10",14,19,8,90,127,11,-0.60316778343013,4.15241599931109,0.20569664223208,1
"ENSMUSG00000021621.15","Zcchc9",35,42.001,25,114.999,342,109,-3.12716574275176,1.06216354173356,0.205739547227195,1
"ENSMUSG00000021624.9","Cd180",906,1009.001,459,2190,5288.001,1113,0.375237672165027,5.332301870522,0.205742012589449,1
"ENSMUSG00000021629.10","Slc30a5",207.999,196,100,430,791,238,-1.45502890954678,2.09292338030969,0.205905994455902,1
"ENSMUSG00000021635.14","Rad17",61,73,21,194,292,170.001,-0.608532673957072,3.87524585173478,0.2060376234352,1
"ENSMUSG00000021636.15","Marveld2",33,30,13,62,57,36,0.767611171674173,3.48589343632886,0.206078855929147,1
"ENSMUSG00000021638.12","Ocln",15,19.001,7,9,59,5,0.36865594137149,5.48781305512567,0.206080856485787,1
"ENSMUSG00000021639.17","Gtf2h2",360.999,479.001,250.999,1331,2306.001,471.001,0.712347727659273,3.46133449000663,0.206114082012095,1
"ENSMUSG00000021640.6","Naip1",25,4.061,0,6.076,0,7.463,-1.8683676011692,1.70055145654879,0.206348705833931,1
"ENSMUSG00000021643.15","Serf1",5,1,1,41,1,6,0.289430602215597,6.41673153494222,0.206376097056259,1
"ENSMUSG00000021645.16","Smn1",43,13,20,84,198,30,1.22944918048858,2.7796821057352,0.206409350024011,1
"ENSMUSG00000021646.9","Mccc2",23,47,13,107,188,35,0.475121074103637,4.65053521892014,0.206414020684117,1
"ENSMUSG00000021650.7","Ptcd2",55,67,28,175,329,82,-3.68301814433699,0.389896470749026,0.206440306526279,1
"ENSMUSG00000021660.14","Btf3",217,405.001,183,1063,1515.001,328,-0.660577930394045,3.66454539900866,0.206549269151685,1
"ENSMUSG00000021661.16","Ankra2",23,38.999,15,137,148.001,70,0.315898697119261,9.27380972036499,0.206655663869938,1
"ENSMUSG00000021665.9","Hexb",19786,26723,12939,56634,127957,26381,-3.10919408461739,0.723300423630115,0.20684549009759,1
"ENSMUSG00000021666.16","Gfm2",729.999,871.001,369,2421.999,5019.001,967,-3.32799920722355,-0.152572450293178,0.206959107496648,1
"ENSMUSG00000021668.15","Polk",34,56,5,145,206,51.001,0.308876997614028,6.58886610773,0.207084421522076,1
"ENSMUSG00000021669.15","Col4a3bp",211.001,256,88,572,1065,268,0.554637486479393,4.10419945341871,0.207091554690592,1
"ENSMUSG00000021670.14","Hmgcr",67,167.001,39,413.999,546.001,109.001,-2.54229592941811,1.50304607727436,0.207181318152106,1
"ENSMUSG00000021671.9","Poc5",39,45,61,107,182.001,67.999,3.36060665153126,0.147520691709379,0.207185450788196,1
"ENSMUSG00000021675.4","F2rl2",7,3,3,0,0,0,3.36060665153126,0.147520691709379,0.207185450788196,1
"ENSMUSG00000021676.10","Iqgap2",0,13,7,12,0,13,-0.594210962617842,4.29165176678912,0.207384754020746,1
"ENSMUSG00000021678.9","F2rl1",0,4,0,17,4,3,-2.39247353832091,1.2377007399277,0.207484052261589,1
"ENSMUSG00000021681.8","Aggf1",147,198,70,358,724,153,-1.88573183183077,2.10870119924852,0.20782286902732,1
"ENSMUSG00000021684.17","Pde8b",41,48,42,127,222,66,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021686.6","Ap3b1",205,350,201,671,1409,268,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021687.14","Scamp1",190,336,106,665,1280,357,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021690.10","Jmy",146,235,138,493,1091,238,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021692.9","Dimt1",28,54,10,88,224.999,44,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021693.20","Kif2a",57,93,68,205,453,122,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021694.18","Ercc8",23,17.999,22,68,93,19,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021696.9","Elovl7",1,22,0,0,0,23,-4.85310467363222,-0.853564033956348,0.207861332490798,1
"ENSMUSG00000021697.12","Depdc1b",8,1,8,0,20,8,0.528789672617005,4.38123419060237,0.207881217344523,1
"ENSMUSG00000021699.17","Pde4d",8,44,34,65,144,33,-0.406466610423769,5.45390920985781,0.207962226832878,1
"ENSMUSG00000021700.10","Rab3c",5,11,0,0,14,20,-1.17113005831457,2.77015130500508,0.20796583078426,1
"ENSMUSG00000021701.8","Plk2",99,575,259,1625,2474.001,699.999,0.283869625161322,7.42089631921333,0.208043125544578,1
"ENSMUSG00000021703.9","Serinc5",40,61,56,145,169,87,0.330363709430994,5.9457726157396,0.20810755574407,1
"ENSMUSG00000021704.8","Mtx3",90,110,89,341,464,136,0.305523750845471,10.1264861024996,0.20814780029365,1
"ENSMUSG00000021706.14","Zfyve16",87,160,73,425,607,185,0.425859714928705,4.90814982950385,0.20835184231311,1
"ENSMUSG00000021707.5","Dhfr",21,11,0,11,30,20,-0.456376036631629,4.63900199830588,0.208544003069365,1
"ENSMUSG00000021708.17","Rasgrf2",41,46,15,86,237.001,21,3.3177945253295,0.138410925048219,0.208687949099644,1
"ENSMUSG00000021709.14","Erbin",528,982,413,1975,4025,869.001,0.288515958197788,7.29893082107075,0.208707209732821,1
"ENSMUSG00000021710.11","Nln",43,67,51,213,483,97,-3.72381386990325,0.327722359240713,0.20877377337184,1
"ENSMUSG00000021711.17","Trappc13",63.738,70.218,32,130.588,187.643,114.983,-3.72381386990325,0.327722359240713,0.20877377337184,1
"ENSMUSG00000021712.15","Trim23",96,80,44,223,433,89,-0.381200553853236,5.51192554020257,0.208778562880179,1
"ENSMUSG00000021713.9","Ppwd1",25,38,32,144,336,58,-0.374452836047048,5.32252870604963,0.208783030590297,1
"ENSMUSG00000021714.15","Cenpk",0,2,10,0,25,0,0.313504715718862,6.42039723121001,0.208970869626258,1
"ENSMUSG00000021715.12","Cwc27",44,55,25,104,313,56,0.608148644328721,3.91027896501073,0.208979734422638,1
"ENSMUSG00000021716.14","Srek1ip1",13,67,29,105,198,42,0.452698162943138,4.63777415657746,0.209167809623499,1
"ENSMUSG00000021719.9","Rgs7bp",35,87,78,186,297,112,0.314392228844657,6.73780017981575,0.209383120149186,1
"ENSMUSG00000021720.11","Rnf180",274,269,125,506.001,1344,242,-2.18118532407478,1.55297097812958,0.209530092256123,1
"ENSMUSG00000021721.5","Htr1a",35,1,0,0,0,0,-0.440934890314699,4.92005176652655,0.209547568425601,1
"ENSMUSG00000021725.9","Parp8",231,312,125,740,1180.001,277.999,0.310408583324953,6.25327892956114,0.209740559098792,1
"ENSMUSG00000021728.8","Emb",0,19,19,35,14.014,23,-2.58984062400644,1.30362871832906,0.209759016832228,1
"ENSMUSG00000021730.8","Hcn1",9,1,2,0,0,12,3.30903037717179,0.12049662219616,0.209875192786344,1
"ENSMUSG00000021731.10","Mrps30",58,47,21,168,159,84,-0.459429803887846,4.60668180969619,0.210051852360886,1
"ENSMUSG00000021733.11","Slc4a7",304,526,191.001,1249,2377.001,599,0.331129229663274,5.70059246854698,0.210289696921527,1
"ENSMUSG00000021737.4","Psmd6",134,111,51,234,709,127,3.31949746355455,0.149432598931436,0.210324373012538,1
"ENSMUSG00000021738.5","Atxn7",114,210,53,386,856.001,226,-0.45054642198147,5.00278995381626,0.210364536845882,1
"ENSMUSG00000021743.6","Fezf2",6,2,0,0,0,0,-0.670549387884886,3.84284156544862,0.210366606233867,1
"ENSMUSG00000021745.14","Ptprg",14,21,0,10,11,15,0.355029511615143,6.1062450647364,0.210398129476366,1
"ENSMUSG00000021748.9","Pdhb",67,188.001,77,474.001,772,258.999,-0.354153049487288,5.4115152760206,0.210544113124159,1
"ENSMUSG00000021750.16","Fam107a",5,11,0,0,16,12,0.611043361558715,5.90282950476746,0.21059815628073,1
"ENSMUSG00000021751.13","Acox2",0,2,12,0,0,0,-1.90904327839991,3.34303514011948,0.210678710036132,1
"ENSMUSG00000021752.13","Kctd6",24,49,26,172,163,45,-3.97976654683934,-0.24465471077334,0.210682258007597,1
"ENSMUSG00000021754.17","Map3k1",346,395,210,1254,1994,435,0.407716638442806,7.60405941956614,0.210714428839637,1
"ENSMUSG00000021756.12","Il6st",1848.001,1899,1002,5413,11425,2330,2.67856536339477,0.839974014298348,0.210970435681539,1
"ENSMUSG00000021759.14","Plpp1",83,104,16,226,444,117,0.309121469324315,6.42640070134977,0.211022970589876,1
"ENSMUSG00000021763.17","BC067074",0,17,16,24,0,13,-0.663741391206758,3.93806479235969,0.211233891985839,1
"ENSMUSG00000021764.8","Ndufs4",37,31.999,17,74.999,198.001,38,0.756817233791149,3.44144088003788,0.211414834878628,1
"ENSMUSG00000021765.9","Fst",0,0,0,8,0,5,0.661392430470732,3.7037672961892,0.211589968432458,1
"ENSMUSG00000021767.19","Kat6b",95.999,160.999,102.999,327.999,798,177,0.540062718783344,7.92585978912941,0.211631059740848,1
"ENSMUSG00000021768.15","Dusp13",0,2,1,0,0,0,-3.27684472420965,0.583854491069724,0.21183256770185,1
"ENSMUSG00000021770.11","Samd8",257,289,148,784,1765,329,0.541860804680323,4.3195588720921,0.21193498192667,1
"ENSMUSG00000021771.14","Vdac2",408.001,493,255,1178.999,2236.999,608,-0.283853624119732,6.58630496678326,0.211962434111094,1
"ENSMUSG00000021772.15","Nkiras1",46,89,47,273,392,77,-3.0522994605442,0.725884851978165,0.212185167304876,1
"ENSMUSG00000021773.11","Comtd1",44,68,31,299,386,69.999,0.298248988914442,6.32797768805302,0.212354667587445,1
"ENSMUSG00000021774.13","Ube2e1",80,115,66,316.999,526,115,0.345064292549383,6.15512697975648,0.212540324268926,1
"ENSMUSG00000021775.11","Nr1d2",191,357,128,763,2174,251,1.92424214736932,1.81586615930841,0.212608707943715,1
"ENSMUSG00000021779.17","Thrb",0,19,18,22,20,11,0.474547155317244,4.60091935376522,0.212729806658541,1
"ENSMUSG00000021782.14","Dlg5",24,10,6,41,115,22,0.290319095575907,7.71307802617966,0.21274422549207,1
"ENSMUSG00000021785.8","Ngly1",70,114,32,188,343.001,76,-3.67433265149172,-0.87938523835829,0.21278317605359,1
"ENSMUSG00000021786.13","Oxsm",12,45,4,118,260,76,0.381211704100545,5.24286338639139,0.212876137417665,1
"ENSMUSG00000021789.14","Sftpa1",0,3,8,0,0,11,-3.22890696281848,-0.794886046092448,0.213017856256605,1
"ENSMUSG00000021792.15","Prxl2a",14,35,11,0,22,15,-4.96362623700765,-0.805314759993182,0.213037371782407,1
"ENSMUSG00000021794.16","Glud1",285,721.999,379,1291.001,2810,616,2.26052478300442,1.2527823891268,0.213120281450538,1
"ENSMUSG00000021795.10","Sftpd",0,3,6,0,0,0,-1.46406422841404,2.48074505213297,0.213202390773809,1
"ENSMUSG00000021796.15","Bmpr1a",130,157,75,296,966,159,4.84641555374103,-0.46624010814074,0.21326749710234,1
"ENSMUSG00000021798.14","Ldb3",0,6,0,21,0,6,0.286675093892888,7.48182542976805,0.213309493805841,1
"ENSMUSG00000021803.10","Cdhr1",0,3,0,29,0,3,0.281332385729433,7.38489993301305,0.21350741997263,1
"ENSMUSG00000021804.6","Rgr",10,3,0,7,0,4,-3.86992992078653,0.362016401855807,0.213521616076954,1
"ENSMUSG00000021806.4","Nid2",133,190,69,513,812,314,-0.298722728385254,6.2492580037503,0.213530362733027,1
"ENSMUSG00000021807.6","Rtraf",30,93,78,269,458,77,0.631635398520455,4.18800716898605,0.213769986167176,1
"ENSMUSG00000021809.10","Nudt13",82.999,67,53,33,328,78.001,-0.28177602503794,6.49260111601576,0.213801940153232,1
