"","geneid_symbol","CTX_14A2","CTX_14A4","CTX_14A5","CTX_14L1","CTX_14L2","CTX_14L3","CTX_3A2","CTX_3A3","CTX_3A4","CTX_3L2","CTX_3L3","CTX_Naive1","CTX_Naive2","CTX_Naive3"
"ENSMUSG00000001018.15","Snapin",41.329993,36.335844,39.809568,72.050569,45.441494,41.474164,42.611231,45.273502,57.761105,47.864822,34.470324,48.913361,59.323338,24.943374
"ENSMUSG00000001020.8","S100a4",1.109925,0,3.695826,13.56558,0,1.386668,0.631651,1.410315,1.16281,0,4.648553,5.354005,0,0
"ENSMUSG00000001021.13","S100a3",0,0.180636,1.963151,0.29369,0,2.420458,0,0,1.286596,0.077664,0,0.246007,0,1.173623
"ENSMUSG00000001023.10","S100a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001025.8","S100a6",2.051199,1.464808,4.339756,0,0,0,0,0,0,0.605262,0,2.809755,0,0
"ENSMUSG00000001027.7","Scn4a",0.695561,0.213282,0.324997,0,0,0.282521,0,0.2204,0.45544,0,1.378261,0.435799,0,0.139306
"ENSMUSG00000001029.15","Icam2",2.750989,3.401886,4.172937,0.613755,2.478488,2.043125,2.165157,1.279944,1.413861,2.099175,5.406154,4.590557,1.567856,0.804376
"ENSMUSG00000001034.17","Mapk7",34.879695,20.908885,17.59819,51.988017,13.983897,29.884036,25.848053,29.596999,33.64193,27.39682,17.113755,29.718653,32.87543,21.276079
"ENSMUSG00000001036.17","Epn2",17.074658,14.987903,11.418742,20.182182,26.471958,15.443656,20.257363,18.623765,16.966374,18.886537,20.348304,19.815921,23.766101,15.524773
"ENSMUSG00000001039.12","B9d1",3.837746,2.051965,4.318358,0,0,1.965643,1.679602,2.388559,2.104961,1.044919,0.947841,4.15479,1.707727,0
"ENSMUSG00000001052.15","Sec24b",83.308798,66.655252,76.562071,109.693052,57.18856,63.362325,63.77284,85.958529,96.418348,74.056264,74.086037,101.230831,89.364894,65.129737
"ENSMUSG00000001053.15","N4bp3",3.063661,8.142257,3.135526,4.00961,3.134068,5.16635,5.834918,3.445593,3.412386,3.558862,2.040702,1.53764,0,9.777612
"ENSMUSG00000001054.9","Rmnd5b",34.56927,21.700379,23.69296,33.185022,19.388166,31.891351,27.078476,27.892637,30.586474,32.406273,26.833873,40.232059,28.783706,17.61907
"ENSMUSG00000001056.3","Nhp2",33.306004,35.186358,22.996713,26.9053,14.228234,25.019322,28.686885,23.828096,27.338682,21.35486,34.531042,28.680946,23.545312,38.638289
"ENSMUSG00000001062.18","Vps9d1",95.853903,52.282526,58.457025,94.731365,82.285023,64.6291,82.823562,78.62732,70.926928,68.505539,51.00003,85.026792,121.648936,49.684349
"ENSMUSG00000001065.15","Zfp276",51.281489,38.596438,47.928228,41.874834,29.346642,41.02955,39.06606,48.4617,35.647758,46.303243,29.34377,58.813436,72.21895,24.683934
"ENSMUSG00000001076.7","C1ql4",0.147387,0.106254,0.691641,0.174671,0,0.696815,0,0,0.28402,0,1.317689,0,0,0.686076
"ENSMUSG00000001082.12","Mfsd10",62.336619,39.982335,45.803232,119.280033,53.306699,41.063945,53.380025,58.152818,51.782309,47.417407,34.138902,62.468393,68.34485,29.984464
"ENSMUSG00000001089.14","Luzp1",5.688547,13.878932,10.672353,6.799416,11.227676,7.183569,24.85629,13.948158,8.307811,8.358978,13.577907,11.959185,6.796483,15.658217
"ENSMUSG00000001095.5","Slc13a2",0,0.061457,0,0,0,0.202569,0.290187,0.105508,0.164153,0.158517,0.307685,0,0,0.399229
"ENSMUSG00000001098.15","Kctd10",26.601501,32.813315,26.609817,20.465149,24.594692,38.136593,33.540336,30.485949,32.103874,36.216772,25.484968,18.933594,26.243261,34.85931
"ENSMUSG00000001100.10","Poldip2",44.548676,48.101252,34.758773,53.761681,31.505817,55.64944,38.755545,50.100891,43.660318,50.878757,48.550547,51.004647,78.392112,25.347103
"ENSMUSG00000001103.7","Sebox",0,0,0.532851,0,1.219477,0,0,0,0.16426,0,0,1.505453,0,0.75744
"ENSMUSG00000001105.15","Ift20",46.234544,23.830004,29.782649,64.218874,35.280129,23.611995,27.46491,28.227334,30.963715,33.66576,25.463989,32.719747,38.669481,27.788069
"ENSMUSG00000001119.7","Col6a1",0,0,0.476892,0,0,0,0,0,0.434575,0,0,0,0,0.227819
"ENSMUSG00000001120.15","Pcbp3",0.491037,0.673983,0.380422,0.144498,0,0.765201,1.182527,0.4537,1.061571,3.495582,3.033592,10.98604,14.28061,0
"ENSMUSG00000001123.15","Lgals9",232.610473,324.608307,197.888016,325.295118,252.069382,227.348417,216.12015,189.156782,398.407685,253.156776,214.064993,185.140631,274.538184,221.349925
"ENSMUSG00000001127.12","Araf",58.279839,39.2806,36.281651,66.560453,47.960231,41.022643,61.134232,47.258229,50.53764,56.295724,48.16973,48.309496,62.481401,39.727435
"ENSMUSG00000001128.7","Cfp",2.097949,3.631006,6.363227,7.550532,1.879379,1.859263,1.620458,0.969559,5.534621,1.97756,6.401094,5.397057,1.878143,4.431865
"ENSMUSG00000001131.11","Timp1",0.289453,0.211692,0,0,0,0,0,0,0,0.268558,0,0,0,0
"ENSMUSG00000001134.9","Uxt",8.244227,12.767537,13.036552,21.529446,11.846079,10.790953,22.907048,12.73314,9.599784,11.656054,12.718199,14.683053,5.105403,12.780347
"ENSMUSG00000001138.13","Cnnm3",36.74888,17.436121,34.192959,34.741454,17.453793,23.327975,36.691931,35.973226,26.628869,27.130079,28.53937,24.806339,51.301895,11.586911
"ENSMUSG00000001143.13","Lman2l",48.352271,32.202341,50.252761,43.378987,46.445257,35.546893,34.29203,34.204743,39.697062,38.926145,32.180019,45.96864,52.5094,31.866698
"ENSMUSG00000001150.7","Mcm3ap",21.320247,14.418543,23.325706,39.663512,17.599387,16.32618,38.595413,25.059498,31.978553,20.343115,14.37949,22.411823,34.53269,13.558435
"ENSMUSG00000001151.10","Pcnt",17.463781,23.282485,14.819591,27.805489,33.762495,19.58492,18.672505,26.78337,27.315306,30.334779,14.536734,29.746965,13.573456,33.512212
"ENSMUSG00000001155.13","Ftcd",0,0,0,0.51155,0,0.257641,0,0,0,0,0,0,0,0
"ENSMUSG00000001156.9","Mxd1",22.721181,22.965009,38.021219,12.217129,15.823433,23.458547,20.359508,21.342203,24.292319,26.240184,26.231912,22.609177,16.521847,16.960358
"ENSMUSG00000001157.13","Gmcl1",15.944194,9.52955,12.649355,15.4784,13.91139,11.638492,14.32748,16.262608,14.117284,13.72445,16.092708,15.197026,18.757934,14.705986
"ENSMUSG00000001158.13","Snrnp27",22.093977,24.490593,19.120426,26.332162,42.4313,29.816539,20.03904,22.893018,36.790957,22.407715,27.199365,33.59461,26.144612,26.25074
"ENSMUSG00000001166.17","Oas1c",1.722669,2.20971,2.259835,3.491008,0,1.92718,0.81761,0.669266,3.014079,1.508113,0.97543,1.593166,0.641008,1.687953
"ENSMUSG00000001168.16","Oas1h",0,0.18381,0,0,0,0,0,0,0.361572,0,1.346304,0,0,0
"ENSMUSG00000001173.15","Ocrl",6.836375,5.776054,9.434716,9.094821,15.733515,7.427258,11.454835,10.173004,9.980975,9.573644,6.714302,8.975655,4.97284,8.668085
"ENSMUSG00000001175.16","Calm1",342.683917,632.018894,732.403893,276.906604,437.868121,661.496524,501.055376,418.425373,414.841063,545.915832,457.81872,544.875175,219.093652,418.477949
"ENSMUSG00000001211.15","Agpat3",103.166953,86.52635,69.613105,118.961968,87.78018,80.732524,65.332784,80.608532,88.096717,87.911979,83.637367,85.205417,114.990083,65.950065
"ENSMUSG00000001225.12","Slc26a3",0,0,0.454084,0,0,0,0.07932,0.071792,0.334453,1.051955,0.524722,0.170604,0,0.815851
"ENSMUSG00000001227.12","Sema6b",14.815727,31.100158,14.605619,6.887554,27.025264,17.595105,5.045673,8.42452,8.57844,13.218461,12.412606,14.938459,3.952195,24.363828
"ENSMUSG00000001228.14","Uhrf1",0.638712,2.934749,4.993077,0.483694,0.854894,2.373956,4.222089,0.807152,3.456501,2.415001,3.412512,1.430294,2.336294,2.223538
"ENSMUSG00000001229.9","Dpp9",34.120568,30.580457,34.059069,29.804877,28.117337,29.187961,28.974112,29.381505,30.207857,33.272785,20.096901,33.743693,31.352241,16.470352
"ENSMUSG00000001240.13","Ramp2",2.220124,1.398036,0.415397,12.856193,4.249828,1.247243,1.116078,2.540986,1.628384,2.201843,0,2.313872,0,2.452158
"ENSMUSG00000001247.16","Lsr",1.846944,0.372802,1.375955,0.608206,0.744078,2.208464,1.106581,1.918044,1.032308,0.960181,2.34038,1.602513,0.776918,0
"ENSMUSG00000001248.15","Gramd1a",274.887727,258.503499,184.562075,250.248283,206.146519,236.194504,209.845845,227.643225,228.703893,272.243696,208.202208,266.398759,300.80345,299.095934
"ENSMUSG00000001249.14","Hpn",40.183044,49.804631,67.444516,19.166162,55.075638,49.87051,49.005299,26.255852,55.529888,66.597054,53.940274,65.526319,51.446532,36.293184
"ENSMUSG00000001260.10","Gabrg1",0,0.19179,0.782469,0.260524,0,1.129002,0,0.134812,0.510245,0,0.647115,0,0,1.019255
"ENSMUSG00000001270.9","Ckb",880.33749,698.792153,960.556419,1136.394813,746.364256,918.934582,732.046535,667.62284,724.545717,872.756951,937.773993,854.224542,859.014367,772.811646
"ENSMUSG00000001280.13","Sp1",30.43997,42.814292,35.284695,24.98583,41.743108,40.089036,55.909916,45.439397,37.93294,46.258465,33.452347,40.024303,37.6543,29.164845
"ENSMUSG00000001281.10","Itgb7",3.366041,1.817851,5.306585,5.175028,1.64384,0.180714,2.125455,1.317423,1.097347,0.353524,0.549311,0,0.269341,0.712404
"ENSMUSG00000001285.12","Myg1",43.288812,33.078159,37.198445,55.642156,28.155389,36.414617,50.877056,53.775986,56.005403,59.911864,41.71476,40.737142,66.981589,32.404144
"ENSMUSG00000001288.15","Rarg",4.591769,8.563615,27.192899,2.543597,4.863739,4.990459,2.896574,4.224479,2.957897,5.721741,2.438098,5.960034,8.220226,6.433251
"ENSMUSG00000001289.12","Pfdn5",283.545904,152.021601,179.714428,202.004342,141.685102,184.756146,146.204741,157.053522,131.480897,149.626723,213.730813,170.060483,243.13091,212.331965
"ENSMUSG00000001300.16","Efnb2",7.491267,23.34163,19.083642,4.559606,19.057549,22.091559,14.561854,11.51029,7.958703,22.16982,11.774266,7.435416,5.432442,12.162937
"ENSMUSG00000001305.5","Rrp15",13.050521,13.630273,8.438152,12.740976,8.624592,7.529469,6.64123,11.659346,6.317941,11.051396,24.019908,11.18594,8.075139,8.88467
"ENSMUSG00000001313.12","Rnd2",1.501672,8.833587,8.925256,5.014451,5.628541,2.598401,2.52479,1.346234,2.120185,2.717906,2.056866,2.677832,4.32598,2.082785
"ENSMUSG00000001323.17","Srr",5.824758,8.419223,6.166504,11.472269,6.459603,6.461775,9.331792,9.775394,8.972961,7.19067,6.915548,5.44358,8.462498,5.758003
"ENSMUSG00000001333.9","Sync",1.520279,4.033394,5.218597,1.552107,12.114642,5.046562,4.866099,3.467913,2.119059,2.812686,2.565661,2.206958,4.099214,1.370521
"ENSMUSG00000001334.9","Fndc5",0,0.318494,1.154114,0,0,0.350273,0.251175,0.091191,0.354412,0.205565,0,0,0.521686,0.690437
"ENSMUSG00000001348.15","Acp5",0,0.470742,1.522307,0,0,0,0.730557,0.603412,1.803169,0.299887,0,0.480668,0,2.276169
"ENSMUSG00000001349.5","Cnn1",0,0.594307,1.204104,0,1.245684,0.841547,0,0,0.166475,0,1.465845,0,0.30711,0.404823
"ENSMUSG00000001366.14","Fbxo9",19.302605,14.041109,17.749508,27.643158,6.351903,11.669332,11.986019,23.1167,23.099018,19.467443,20.168107,16.180663,27.967041,10.370207
"ENSMUSG00000001376.17","Vps50",22.170626,23.30765,36.227028,35.750428,20.86407,18.061153,26.566618,22.975547,30.910219,26.295803,26.296225,19.410596,36.392488,46.089794
"ENSMUSG00000001380.7","Hars",31.595619,23.486246,24.46847,30.960182,26.501242,22.754089,20.587723,30.938228,32.947626,29.816786,26.515022,23.519595,38.242908,32.040711
"ENSMUSG00000001383.9","Zmat2",30.373531,41.964102,23.516421,38.055784,19.949151,40.637975,23.272001,25.183237,52.432661,28.404282,30.180283,23.683675,33.02831,23.263009
"ENSMUSG00000001403.13","Ube2c",2.004786,4.032481,4.335742,0,0,2.851703,3.843444,2.386341,2.83496,1.339786,1.456929,2.384581,4.023745,3.741896
"ENSMUSG00000001415.10","Smg5",57.988995,50.748404,55.434639,56.665176,41.514113,58.429437,43.947323,60.585878,50.379213,58.362757,46.045255,57.30389,63.960522,41.057511
"ENSMUSG00000001416.13","Cct3",101.018299,117.578138,79.391556,90.127354,73.284569,76.465269,95.866012,78.885554,78.520832,83.75502,75.695262,91.75502,102.018831,96.677336
"ENSMUSG00000001418.13","Glmp",310.102776,267.965268,236.90812,378.527963,264.726564,248.631329,262.43471,257.087675,225.332636,263.122718,172.866315,308.001518,236.527997,201.317916
"ENSMUSG00000001419.17","Mef2d",153.084318,214.455922,126.689498,118.687918,195.225977,169.142422,159.436305,179.835057,152.959575,203.82964,129.373614,142.832624,150.362275,126.716819
"ENSMUSG00000001420.13","Tmem79",3.179946,6.358641,4.236115,1.904269,7.083864,2.234239,1.939731,5.077992,3.621144,4.13358,3.239316,4.189876,3.380875,1.601198
"ENSMUSG00000001424.14","Snd1",97.589044,64.217398,91.546935,69.70747,54.354372,52.596369,54.887492,50.767259,88.338006,56.040809,57.866042,58.465961,80.467817,55.049709
"ENSMUSG00000001435.15","Col18a1",0,0.252384,0.503544,0,0.297903,0,0.094245,0.462305,0.115669,0.0726,0.353435,0,0.205165,6.588459
"ENSMUSG00000001436.15","Slc19a1",22.711919,14.162401,14.125957,17.570142,15.766933,15.405249,15.803656,21.215785,20.43576,20.370807,16.010065,16.805787,22.937178,17.480487
"ENSMUSG00000001440.5","Kpnb1",147.622301,185.853921,132.211124,162.102951,189.144833,160.773749,136.02462,133.476467,172.421909,191.195859,165.337237,150.515731,141.630033,115.683931
"ENSMUSG00000001441.13","Npepps",45.707409,32.20495,36.52881,46.814365,53.428565,38.617318,51.95946,53.101631,57.72162,45.119784,43.589889,46.471444,59.160851,46.05436
"ENSMUSG00000001444.2","Tbx21",0,0.118854,0.516697,0,0,0.195924,0,0,0.158726,0,0.148823,0,0,0
"ENSMUSG00000001445.10","Mrpl10",27.748077,17.981079,25.180346,42.692649,29.55662,24.219514,26.272967,26.641616,32.073972,31.900953,24.163834,20.566718,39.979934,22.108158
"ENSMUSG00000001467.5","Cyp51",5.422091,14.433752,9.693613,5.432259,3.660499,5.312139,7.75145,6.093991,11.302677,10.404932,6.800428,7.461839,19.450636,4.522978
"ENSMUSG00000001472.17","Tcf25",148.639048,167.946656,134.45164,174.648573,159.584332,137.462202,140.260131,162.015533,164.347777,174.944397,122.564305,133.012762,160.136029,108.433056
"ENSMUSG00000001473.7","Tubb6",40.575074,163.533733,60.498145,13.958366,84.788995,67.004652,49.026637,32.692786,38.482252,63.684587,46.975498,40.244931,26.274329,88.81861
"ENSMUSG00000001482.15","Def8",10.649855,12.57087,6.16997,8.517139,10.709467,22.964068,8.635953,12.818359,7.954973,11.262401,7.474406,9.289233,29.779457,8.476842
"ENSMUSG00000001493.9","Meox1",0.373759,0.133996,0.582354,0.54553,0,0.44138,0.947726,0.574846,0.089485,0.345405,1.340165,0.273721,1.652983,2.174485
"ENSMUSG00000001494.6","Sost",0,0,0,0,0,0,0,0.124825,0.09721,0,0,0,0,0
"ENSMUSG00000001496.15","Nkx2-1",0,0,0.289198,0,0,0,0,0,0.355498,0,0,0,0,0.431961
"ENSMUSG00000001497.18","Pax9",0,0,0.373846,0.419508,0,0.227257,0,0.059124,0.275243,0.044452,0.161211,0,0,0.448114
"ENSMUSG00000001504.10","Irx2",0,0,0.243861,0,0,0.369971,0,0,0,0,0,0,0,0
"ENSMUSG00000001506.10","Col1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001507.16","Itga3",0,0.255596,0.133759,0,0,0.203334,0.097503,0,1.228063,0,1.612346,1.043142,0,2.856918
"ENSMUSG00000001508.15","Sgca",0,0,0.696492,0,0,0,0.954728,0,0,0,0,0,0,2.028167
"ENSMUSG00000001510.8","Dlx3",0,0.113009,0.122836,0,0,0.186352,0,0,0.226369,0,0.707952,0,0,0
"ENSMUSG00000001517.14","Foxm1",3.362635,7.515571,3.198723,8.027266,6.241484,3.764056,6.625405,7.222563,7.887936,10.795465,4.605116,4.630918,7.379333,1.797929
"ENSMUSG00000001518.12","Itfg2",23.76514,7.398573,15.579029,17.679006,3.202629,7.397471,10.596165,14.774421,38.820234,12.191716,13.922471,4.741459,34.988032,15.649251
"ENSMUSG00000001520.12","Nrip2",0.684556,1.201024,1.934904,1.729258,3.563466,2.320356,1.617207,1.223516,2.1778,1.092027,1.117434,0.72703,0.76308,1.448131
"ENSMUSG00000001521.12","Tulp3",4.396934,4.931575,5.917916,6.331337,3.437729,6.427394,4.590673,7.462147,7.88943,6.040945,4.794433,5.537944,9.3077,2.902653
"ENSMUSG00000001524.14","Gtf2h4",20.138477,8.88825,24.852856,30.764358,7.877929,10.364411,9.568436,22.654873,17.881018,21.878947,10.06846,9.489734,25.375223,6.395371
"ENSMUSG00000001525.10","Tubb5",238.195165,216.274534,181.517731,281.406479,229.936504,220.912873,215.006293,199.319782,254.476485,263.071802,217.937024,209.458618,312.369298,211.258908
"ENSMUSG00000001542.7","Ell2",5.899552,33.382296,15.541023,7.897144,23.467886,21.536593,23.960311,11.392415,12.030445,19.030898,20.789348,21.382852,13.203069,21.457425
"ENSMUSG00000001552.14","Jup",87.423419,101.13984,76.87105,99.195427,76.827776,108.256978,104.748608,94.469989,78.427343,101.714634,89.362266,81.245978,61.967312,79.079228
"ENSMUSG00000001555.10","Fkbp10",0.318684,0.551809,0.463606,0,0,3.042801,0,0.399263,0.076181,0.548367,2.6403,0,0,0
"ENSMUSG00000001558.5","Klhl10",0,0.755964,0.973971,0,1.809503,0.73775,0.46887,0.897032,0.199633,0.192452,0,0,0.923936,0
"ENSMUSG00000001566.9","Mnx1",0,0,0.32448,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001569.10","Nom1",25.357123,10.160681,22.927362,20.799382,9.275997,18.678414,16.65067,20.451097,12.568021,21.664982,12.695561,20.778123,20.188071,21.939792
"ENSMUSG00000001576.15","Ergic1",45.69239,37.429033,37.201697,46.658326,41.556247,43.482291,47.08327,62.773775,43.940515,44.690937,44.820965,34.002036,61.198337,32.205265
"ENSMUSG00000001583.13","Tnk1",0.604925,0.604248,1.254364,0,0,0.199191,0.723044,0.27923,0.534321,0.822456,1.21033,0,0,0.892894
"ENSMUSG00000001588.12","Acap1",1.554051,0.675355,3.529061,0.704434,0,0.752524,0.093823,0.168688,1.193661,0.370812,1.257808,0.989449,2.922386,0.638737
"ENSMUSG00000001604.14","Tcea3",0,1.028213,0,0,0,0.420355,0.461253,0,0,0.164533,0,0.787475,0,0
"ENSMUSG00000001622.15","Csn3",0,0.510273,1.096778,0,0,0.553646,0,0.255628,0,0,0,0,0,3.266819
"ENSMUSG00000001627.12","Ifrd1",456.994926,1151.315106,691.269651,222.863806,1171.781853,847.457334,1082.304359,761.719973,524.361276,852.457888,938.80621,620.358255,202.496739,1541.645169
"ENSMUSG00000001630.13","Stk38l",9.435362,14.311495,16.130483,14.165032,16.570284,11.226023,26.329575,17.136088,13.587653,18.042759,10.815379,11.990979,10.257596,19.915581
"ENSMUSG00000001632.16","Brpf1",63.242788,86.692545,58.182361,56.044254,89.473732,73.481888,60.995625,68.789649,75.883843,75.789724,58.244751,67.781983,80.92032,50.98563
"ENSMUSG00000001642.18","Akr1b3",82.534393,105.115369,108.223273,115.509503,156.562575,99.454859,86.564521,64.68448,100.164873,103.372877,105.463293,95.589949,117.692605,73.762298
"ENSMUSG00000001655.6","Hoxc13",0,0,0.914931,0,0,0.594702,0,0,0.40153,0.077562,0,0.245683,0,0
"ENSMUSG00000001656.3","Hoxc11",0,0.149121,0,0,0,0,0,0,0.298795,0,0,0,0,0
"ENSMUSG00000001657.7","Hoxc8",0,0,0.29189,0,0,0.26751,0,0,0.32603,0,0.167926,0.664638,0,0
"ENSMUSG00000001661.5","Hoxc6",0,0,0,0,0,0,0,0,0.258156,0,0,0,0,0
"ENSMUSG00000001663.10","Gstt1",0.221507,0.160891,1.04511,0.536036,0,0,0.988149,0.54808,1.195472,0,0,3.93778,0.408461,2.982987
"ENSMUSG00000001665.11","Gstt3",2.240644,1.29233,4.210199,3.827099,8.863285,2.921948,3.146213,1.522968,8.028497,4.604336,8.437261,6.776577,2.601376,3.852407
"ENSMUSG00000001666.8","Ddt",22.403153,22.190471,25.503309,24.427863,31.691459,18.046219,22.130246,21.949889,26.132128,17.489186,23.32726,19.963579,10.951535,11.182299
"ENSMUSG00000001670.13","Tat",0,0,0.13583,0,0,0,0,0.107283,0.166932,0,0,0,0,0
"ENSMUSG00000001672.14","Marveld3",0,0,0.259464,0,0,1.184967,0.095254,0,0.646433,0,1.027842,0,0,0.786193
"ENSMUSG00000001674.11","Ddx18",37.0947,34.421161,36.503533,63.612508,41.506414,33.276297,27.196326,32.844123,37.832231,37.855081,39.240689,30.735105,47.041277,32.567837
"ENSMUSG00000001687.15","Ubl3",227.966127,229.464625,161.433358,221.863628,246.641617,204.308245,203.110055,205.192431,234.233795,231.350199,181.564113,206.093389,273.589529,200.279847
"ENSMUSG00000001700.10","Gramd3",0.71086,0.780166,1.447361,2.388481,0.974284,2.591175,0.993221,1.301638,0.795464,1.167542,2.5028,0.930781,0.278177,2.471867
"ENSMUSG00000001707.8","Eef1e1",15.754768,10.76835,11.41419,16.228986,10.594827,16.630955,6.627664,13.609141,14.128402,15.140087,10.31878,4.486509,19.007608,20.828513
"ENSMUSG00000001729.14","Akt1",168.55604,164.562726,148.472752,192.817247,204.423757,152.573658,106.798525,147.672786,172.333103,168.67701,149.178723,157.165856,160.460169,141.132524
"ENSMUSG00000001739.14","Cldn15",0.228878,0.74005,4.90224,1.612761,0.819883,1.351891,0.901227,0.422799,1.757675,1.552168,0.749537,1.007744,0,0.532662
"ENSMUSG00000001741.12","Il16",99.414137,49.559484,71.927856,99.785779,63.446403,61.503558,54.293769,105.2274,97.364664,84.655046,60.558685,100.826645,134.188752,59.414422
"ENSMUSG00000001750.16","Tcirg1",721.116332,520.140306,586.754236,738.55147,472.349085,532.357676,540.446035,549.76938,619.359397,590.586685,486.598156,754.3971,929.795722,485.66642
"ENSMUSG00000001751.9","Naglu",126.725522,75.587056,76.889019,160.013358,77.206016,110.888131,87.079832,106.378874,101.807891,109.464942,107.627185,118.287968,129.599538,66.29042
"ENSMUSG00000001755.12","Coasy",29.700533,18.489803,25.961259,39.925406,31.224766,23.289572,22.989339,19.828703,27.219316,27.729098,27.021772,31.561679,32.500137,16.628312
"ENSMUSG00000001761.7","Smo",56.173676,38.076157,39.878983,53.721195,25.267216,46.950207,46.420954,46.14821,46.919166,45.952505,40.969957,56.579934,51.390495,35.24182
"ENSMUSG00000001763.14","Tspan33",41.479018,29.078478,30.744834,38.023699,22.444359,30.938016,31.525514,35.004757,34.579138,30.3717,31.945967,33.758871,39.994878,38.168712
"ENSMUSG00000001767.5","Crnkl1",21.769166,13.465019,14.33283,15.84616,17.868365,16.313169,15.041827,16.110977,20.609115,15.485756,19.192475,16.032618,14.465295,11.541063
"ENSMUSG00000001768.16","Rin2",73.431274,55.705296,84.936261,152.324912,78.613827,73.958105,131.665974,141.204659,131.973261,90.464198,99.301529,130.546579,93.273153,74.458604
