"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000000826.16","Dnajc5",93.258397,69.450127,64.355109,59.98035,31.967806,88.648108,47.944927,106.740645,79.645133,100.126221,99.694002,73.609322,82.604159,79.620712,85.306947,92.648484,74.13776,52.952603
"ENSMUSG00000000827.18","Tpd52l2",65.055844,24.461455,54.49158,39.707008,141.499296,104.98468,39.176512,71.963488,54.109399,31.644751,73.861664,53.279327,68.708435,60.074119,96.919875,36.169635,35.798714,10.691634
"ENSMUSG00000000838.17","Fmr1",38.642002,60.577702,37.192875,29.495321,22.910816,53.023414,26.535802,91.054728,28.937924,36.105557,34.586803,58.806265,52.367622,43.091898,49.897096,34.973292,52.084414,17.788245
"ENSMUSG00000000861.15","Bcl11a",3.572602,0,2.719978,4.626959,9.257075,1.351694,13.639375,0.445892,4.831434,0.530188,3.675683,0.73123,1.517707,3.38484,1.309701,5.849841,1.742148,2.524164
"ENSMUSG00000000869.12","Il4",0,0,0,0,0,0,0,0,0,0,7.67354,0,0,0,10.603832,0,0,0
"ENSMUSG00000000876.11","Pxmp4",2.030318,0,7.225265,6.989666,0,42.571098,5.676551,5.852971,9.994915,6.797246,11.439758,5.228028,12.806743,11.408208,11.176545,14.203375,14.768825,8.485942
"ENSMUSG00000000881.12","Dlg3",15.242982,13.204932,16.421447,12.798229,12.322293,22.635331,11.383417,15.214679,17.108461,26.060905,16.496771,21.164824,12.759539,22.344407,27.039569,19.967381,16.520204,6.784001
"ENSMUSG00000000884.17","Gnb1l",3.813741,9.052525,2.661063,7.360116,19.300218,2.043164,9.627089,13.58295,7.541692,19.73352,2.128459,10.400168,2.778646,7.32344,4.542059,8.516775,3.866143,0
"ENSMUSG00000000889.8","Dbh",0,0,0.294295,0.640957,0,2.973217,4.321713,0,0,1.710494,0.259521,0,0,0,0,0,0,0
"ENSMUSG00000000901.17","Mmp11",5.017829,6.998294,9.87626,9.960568,6.992424,35.271921,4.232468,0,1.495938,5.781609,2.191571,5.518028,1.265952,5.058252,8.420249,6.210132,2.61515,0
"ENSMUSG00000000902.13","Smarcb1",31.309671,15.654492,63.425812,33.279484,7.874523,33.89246,29.16134,53.744882,22.532097,47.778501,39.109944,36.31216,30.575478,40.380357,30.941576,51.025085,52.405324,50.211276
"ENSMUSG00000000903.3","Vpreb3",0,0,0,6.967789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000000915.15","Hip1r",26.643891,13.212746,15.527646,13.615465,3.693609,11.01366,12.006525,31.044138,46.975331,26.056803,20.480964,17.688944,17.889487,18.270424,11.985293,9.811799,14.36328,12.384401
"ENSMUSG00000000916.15","Nsun5",28.602742,32.837855,26.561559,28.031201,19.807991,65.862742,28.095507,42.366066,17.641829,24.901309,31.093544,18.964212,24.310832,30.830301,16.784041,29.77551,17.490548,14.874541
"ENSMUSG00000000934.9","Top1mt",5.285207,0,2.834226,6.188181,10.033052,8.487683,6.14197,5.91121,2.882686,2.363976,10.38094,20.8884,7.639822,9.959989,15.547708,4.680633,4.363965,13.331819
"ENSMUSG00000000938.11","Hoxa10",1.737797,0,0,0,0,0,1.311726,0,0,0,0.258099,0.100799,0,0,0,0,0.399292,0
"ENSMUSG00000000942.10","Hoxa4",0,0,0,0.359604,0,0,0,0,0,0,0,0.089132,0,0,0,0,0.354606,0
"ENSMUSG00000000948.16","Gm38393",0.402163,1.002111,0.55776,2.078385,3.91585,0,0.910253,1.354465,0.119366,1.344792,1.368147,0,0,0.410791,0.125238,0,0.399997,0
"ENSMUSG00000000957.11","Mmp14",21.73844,18.3296,44.059777,36.449143,43.451557,35.399247,32.253654,37.925928,13.838617,35.624813,44.908916,35.232053,59.072555,44.811376,62.60952,52.50617,34.913543,27.775571
"ENSMUSG00000000958.10","Slc7a7",63.405715,186.391651,117.544897,98.871155,218.240532,98.799786,65.725881,130.61077,73.177444,67.600146,130.682768,141.18959,106.202842,129.330939,155.089519,123.672337,116.626077,134.354178
"ENSMUSG00000000959.7","Oxa1l",24.187061,41.502495,43.326625,40.852545,14.066839,36.510529,28.352464,34.468943,18.854427,43.766169,57.813136,56.936618,34.658818,48.756858,48.224521,83.639282,37.62612,28.210171
"ENSMUSG00000000976.13","Heatr6",18.362362,13.65984,24.760231,17.53478,10.504794,28.667856,9.348003,13.576036,27.07576,18.094299,18.261428,21.50832,16.186237,21.719721,17.977181,13.293544,12.973619,17.660694
"ENSMUSG00000000982.5","Ccl3",1327.710241,974.164375,1489.627522,1121.557749,1709.293099,1351.108664,926.689787,1406.51205,586.722868,1757.104194,1737.842958,2388.338406,1346.686864,1411.833974,1541.204279,1187.114799,943.174841,1631.298498
"ENSMUSG00000000983.13","Wfdc18",0,0,0,2.085448,1.183317,4.680802,9.227264,0,0,0,0.422396,0,0,0,0,0,1.362577,0
"ENSMUSG00000001014.6","Icam4",10.380412,0,10.669164,16.374095,25.680782,13.915031,15.280315,9.671655,2.15809,16.45312,1.539077,18.786879,2.93058,13.956996,22.145011,6.177671,16.840681,29.32261
"ENSMUSG00000001016.12","Ilf2",32.794925,33.85836,34.449541,40.74818,9.030472,66.243034,35.312552,34.113784,45.913011,40.110341,30.520772,18.030724,44.752422,46.088063,43.888256,67.794867,27.642311,24.12193
"ENSMUSG00000001017.15","Chtop",154.000916,122.375156,108.731562,124.275359,68.270657,110.870119,69.731003,79.482363,81.472816,117.789881,135.376947,170.14148,128.004606,137.900325,155.518583,120.897179,101.882802,82.436306
"ENSMUSG00000001018.15","Snapin",49.70569,33.851893,33.464111,32.553061,61.837886,37.259448,44.253193,69.344416,37.620564,37.285685,49.66316,32.807909,37.458777,44.506991,38.77878,60.122455,37.292984,31.724227
"ENSMUSG00000001020.8","S100a4",29.450496,0,39.016133,8.147747,5.202329,0,28.188923,0,10.410143,23.72826,1.981245,1.778246,0,1.374125,1.453262,0,4.739895,0
"ENSMUSG00000001021.13","S100a3",5.9744,90.969894,6.741185,5.340331,28.938442,2.669542,6.499473,0,7.181305,0,3.108296,0,0,0,0.206418,0,2.19982,6.549905
"ENSMUSG00000001023.10","S100a5",0,0,0,12.769459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001025.8","S100a6",12.613277,0,16.782798,18.571287,10.300056,1.798761,4.10412,118.723976,459.527413,83.8214,82.149122,6.780028,4.634375,4.424656,19.75319,0,0,15.60744
"ENSMUSG00000001027.7","Scn4a",1.175248,1.76018,1.742127,7.387797,0,1.321224,1.599471,0,0,0.549575,5.539443,0.019104,0,0,0,0,0.312127,0
"ENSMUSG00000001029.15","Icam2",14.706857,0,5.353722,1.387506,58.525133,24.227155,6.273475,2.312364,12.122901,0,5.619168,0,10.396216,0,3.986457,0,5.451504,0
"ENSMUSG00000001034.17","Mapk7",23.184019,21.664266,23.928277,27.522915,22.876083,35.615499,23.972528,41.967215,59.243367,36.94316,48.882506,45.58547,46.977404,30.704145,29.812861,35.870612,22.769254,43.960343
"ENSMUSG00000001036.17","Epn2",9.377583,7.479596,19.845276,20.780428,40.646996,15.350856,11.538558,17.058575,6.738333,13.669483,22.382789,12.448647,14.86156,30.220199,33.929925,46.630916,15.289632,11.061841
"ENSMUSG00000001039.12","B9d1",2.163152,0,7.635511,16.455625,0,0,11.404299,0,0.724349,0,3.577552,0,0,0,12.008108,0,0.707272,0
"ENSMUSG00000001052.15","Sec24b",66.990738,73.048532,75.893437,51.301908,218.989101,130.652721,83.997448,141.63176,38.274707,33.755758,73.369404,73.835306,63.860624,82.775581,128.75689,97.864716,77.77559,98.47017
"ENSMUSG00000001053.15","N4bp3",10.391355,0,4.468017,1.15911,0,7.008981,5.207127,0,1.85318,0,1.689573,6.146065,1.454216,10.039278,1.719941,5.675245,5.957756,0
"ENSMUSG00000001054.9","Rmnd5b",17.744288,34.250935,15.415494,19.546787,22.099037,48.162372,7.08926,27.393658,45.497259,46.976911,29.032034,26.129637,24.934376,50.208673,39.066397,72.235744,30.510461,53.32994
"ENSMUSG00000001056.3","Nhp2",33.29019,13.08384,20.99337,27.279557,56.860297,19.534466,19.743958,11.831788,17.507659,58.794899,27.022059,25.438957,18.316272,18.293951,22.850677,9.400859,13.392069,22.94075
"ENSMUSG00000001062.18","Vps9d1",29.81434,13.563734,102.217824,87.933081,30.725663,80.971712,136.497854,95.328245,69.554155,89.732958,82.126703,131.656804,86.497734,85.313385,88.439498,95.714578,67.162681,41.682384
"ENSMUSG00000001065.15","Zfp276",40.20526,18.384675,32.530991,42.522079,31.988642,33.428279,47.075638,25.378317,45.263933,28.15152,65.136582,58.655407,68.861613,34.392818,43.329336,121.146255,42.150256,40.117303
"ENSMUSG00000001076.7","C1ql4",0,0,1.616124,0.78651,0,0,3.514431,0,0,0,3.583172,0,0,0,0,0,0,0
"ENSMUSG00000001082.12","Mfsd10",60.603693,33.766299,39.991689,46.328065,288.110264,89.750121,45.061095,57.20358,45.638149,80.608902,74.166985,80.294852,54.430348,50.036157,50.413942,76.351275,40.975822,33.626414
"ENSMUSG00000001089.14","Luzp1",6.243428,9.739851,6.725425,9.221877,5.2617,12.100473,11.491036,4.679729,3.572319,3.290871,9.593413,22.864404,9.482588,7.404133,14.336059,8.375744,12.551371,4.688631
"ENSMUSG00000001095.5","Slc13a2",0,0,0,1.362742,0,0,0,0,0,0.22737,0.413831,0,0,0,0,0,0,0
"ENSMUSG00000001098.15","Kctd10",40.823897,32.19691,25.115718,22.864165,46.211505,23.019962,26.444013,76.725562,92.969647,36.36572,38.931415,29.959986,30.479518,21.154073,32.360951,23.44446,33.603813,21.257714
"ENSMUSG00000001100.10","Poldip2",63.503102,16.065237,39.839561,49.655433,29.880111,16.117084,44.5511,43.497571,27.509461,34.971118,51.947121,57.624142,51.67701,42.05309,56.562324,66.945019,38.638991,48.244493
"ENSMUSG00000001103.7","Sebox",0,0,2.488406,1.364973,21.732492,0,3.043406,0,0,0,1.105575,0,0,0,0,1.323254,0.447873,0
"ENSMUSG00000001105.15","Ift20",59.031821,11.738268,50.947426,27.774969,38.21164,24.46164,44.810194,27.589323,64.068432,52.301927,38.577872,67.239883,48.698969,34.580558,34.789237,15.522202,42.356982,42.210058
"ENSMUSG00000001119.7","Col6a1",0,0,0.534592,3.266446,0,0,0,0,0.457499,0,0.23508,0.031432,0,0,0,0,0,0
"ENSMUSG00000001120.15","Pcbp3",4.667611,0,0,2.786926,0,12.002657,2.193496,0,0.871751,0,1.942004,0,2.223636,7.517628,0.596761,0,2.557843,6.049019
"ENSMUSG00000001123.15","Lgals9",253.823252,196.520877,181.83304,184.147269,137.654072,159.716041,117.417044,182.489783,153.467556,223.529176,160.601619,163.385751,188.828458,251.187789,192.988046,174.423774,211.209,182.288501
"ENSMUSG00000001127.12","Araf",30.483619,30.637256,60.639252,34.922955,164.792056,73.757986,52.09002,61.998261,45.587843,55.68653,54.847593,54.156134,65.881787,61.170612,52.757722,122.703591,54.295658,62.911365
"ENSMUSG00000001128.7","Cfp",13.04993,0,7.662941,10.823578,0.596164,2.850157,9.974092,26.238615,69.317623,11.920483,21.454597,5.707135,11.525444,7.876489,16.329263,11.623489,3.099258,4.692949
"ENSMUSG00000001131.11","Timp1",0,0,0,0,0,0,0,0,0.706019,0,0.477734,0,0,0,0,0,3.076811,0
"ENSMUSG00000001134.9","Uxt",12.711992,21.625631,21.598598,5.74412,0,4.666852,7.42308,39.161217,9.564581,0,12.948203,6.494221,7.954281,13.054069,11.825433,18.813657,10.127188,0
"ENSMUSG00000001138.13","Cnnm3",13.771362,17.398202,13.658784,13.007342,39.688109,24.694449,34.60855,12.68682,10.328016,27.968008,38.810185,29.80895,51.853412,37.072621,36.370211,27.865947,19.975086,5.256172
"ENSMUSG00000001143.13","Lman2l",37.62712,30.234848,50.582694,38.823338,49.787287,46.427991,21.858823,53.459098,29.034551,53.626555,53.493485,61.175061,76.897824,50.682679,44.171586,31.0193,43.709481,66.766497
"ENSMUSG00000001150.7","Mcm3ap",19.897138,12.658445,47.523782,27.801465,104.757929,89.43292,13.876051,51.818336,20.770621,14.520267,21.561269,46.933594,22.305821,28.962168,15.220353,101.277354,37.326492,12.2407
"ENSMUSG00000001151.10","Pcnt",13.74209,13.339905,19.152766,41.074262,28.376542,45.522349,23.899572,53.947322,18.649269,9.230259,27.222821,35.846076,16.535367,23.645955,27.572028,19.878354,17.712292,12.24958
"ENSMUSG00000001155.13","Ftcd",0,0,0.255385,0,0,0,0.833464,0,0,0,0.787521,0,0,0,0,0,0,0
"ENSMUSG00000001156.9","Mxd1",36.824782,28.536946,17.113058,28.678869,29.55954,30.44219,24.914899,100.194652,270.994873,69.950086,59.258984,23.967122,29.316963,29.38984,21.262744,20.940591,19.679727,38.930653
"ENSMUSG00000001157.13","Gmcl1",8.144467,0,14.950548,11.719936,17.735226,13.886088,12.612967,5.514482,8.963998,7.681218,15.467747,10.447251,11.073131,10.949125,27.01649,26.983751,14.817679,32.689089
"ENSMUSG00000001158.13","Snrnp27",27.779622,22.782443,23.615861,17.353177,57.128459,25.355601,16.766759,7.948483,36.531387,11.059313,20.852078,12.979066,20.149964,31.749596,18.851673,8.562032,17.807587,52.47586
"ENSMUSG00000001166.17","Oas1c",4.307201,3.565752,1.983673,5.284713,0.410559,0,3.775889,3.617638,3.414377,0,3.510217,1.947177,3.738347,2.244932,4.231668,3.372339,0.712208,2.826196
"ENSMUSG00000001168.16","Oas1h",0,0,1.852198,0,0,0,0,0,0,0,0.60802,0,0,2.407204,0,0,0,0
"ENSMUSG00000001173.15","Ocrl",4.07824,4.453409,9.375564,6.967664,6.417167,9.611169,3.800294,9.81924,9.968912,11.570999,5.847575,5.863041,8.088214,12.799999,12.701418,5.421239,14.697505,36.163294
"ENSMUSG00000001175.16","Calm1",500.098163,299.278568,475.107331,370.370995,364.469717,558.101119,423.777149,679.203907,586.821432,442.778179,324.225268,527.23284,692.448282,427.775628,476.616349,282.011212,531.566707,412.936048
"ENSMUSG00000001211.15","Agpat3",59.594936,102.892636,76.003355,70.996138,55.138248,45.405344,39.175366,57.780501,36.178607,47.238476,83.631037,62.257624,127.378767,107.149975,73.378104,52.239331,71.072546,67.020132
"ENSMUSG00000001225.12","Slc26a3",8.528292,0,1.107127,5.542758,0,10.066672,1.80669,3.824987,0,1.232696,2.023217,0,0.762274,0,0,0,1.81131,0
"ENSMUSG00000001227.12","Sema6b",33.426651,8.469828,11.392204,16.321729,8.518662,6.152161,6.204182,10.017531,5.929236,13.821562,6.204241,9.294675,4.584278,12.1589,14.429222,16.81314,30.448287,18.932423
"ENSMUSG00000001228.14","Uhrf1",15.262125,41.017583,5.126434,6.114592,0.539198,9.187926,10.425391,3.73536,34.171931,10.344535,5.594098,6.730687,5.667327,1.589107,13.700705,0.905039,1.560196,7.436139
"ENSMUSG00000001229.9","Dpp9",27.609789,14.143927,21.645184,22.7608,11.654608,24.055019,13.337595,26.290942,36.913408,22.085564,36.769684,29.234959,30.802649,28.046213,37.34294,42.78313,27.294749,27.55675
"ENSMUSG00000001240.13","Ramp2",4.972596,0,1.395692,0,0,0,0,0,1.610634,0,6.794196,3.698171,0,1.424316,0,6.632866,0.873892,0
"ENSMUSG00000001247.16","Lsr",1.083957,0,0.398657,0.870295,0,0,5.224567,8.564974,0,0,2.466816,1.645123,0.259395,1.079866,1.050508,2.709216,1.145747,0
"ENSMUSG00000001248.15","Gramd1a",170.545407,167.957097,192.059453,200.746821,371.042523,239.773554,143.283821,290.594164,140.893238,396.432173,231.510049,233.177858,261.674443,270.041247,232.332648,253.075556,255.865533,203.661371
"ENSMUSG00000001249.14","Hpn",52.262484,0,31.705426,32.429102,51.534302,50.576238,71.451473,40.938378,1.369051,19.988987,22.118593,73.660863,44.108483,56.654653,18.163036,26.49906,34.355675,37.420982
"ENSMUSG00000001260.10","Gabrg1",0.340773,0,0.152175,1.5615,0,4.086327,1.370285,0,0,0.10992,1.059646,0,0,0,0.820041,0,0.977498,0.664526
"ENSMUSG00000001270.9","Ckb",718.215939,707.427946,925.437994,835.440611,721.915348,873.559234,592.72817,753.457942,345.147343,967.850207,751.499172,969.365577,856.841689,897.110694,965.433224,799.682611,894.277167,675.370452
"ENSMUSG00000001280.13","Sp1",32.599196,21.738076,26.004672,34.269818,22.715883,69.477085,23.64624,57.441447,31.696436,32.912222,34.664307,40.626716,38.680123,45.29645,33.935701,32.894766,38.547146,23.550931
"ENSMUSG00000001281.10","Itgb7",8.315967,0,4.183755,6.477382,7.165557,0.777027,12.564199,12.202147,12.100653,0,2.212851,2.082375,3.268761,2.714178,0.751559,2.620106,4.153163,1.361038
"ENSMUSG00000001285.12","Myg1",48.628968,53.790467,29.188958,33.406684,47.784651,40.026196,60.127283,60.549399,28.831145,47.797891,40.582464,52.7031,47.501383,72.885549,64.867218,53.015663,37.863681,57.954517
"ENSMUSG00000001288.15","Rarg",6.411409,0,4.126151,4.017777,77.099396,10.344403,9.425807,5.014049,7.796281,11.41148,6.182868,14.648912,5.373032,18.197868,4.632563,5.454042,6.317662,7.046523
"ENSMUSG00000001289.12","Pfdn5",231.97799,64.958233,311.399806,99.354867,350.687276,162.220149,175.545855,104.797448,152.031003,252.156298,138.325092,81.311439,153.17641,173.665681,211.124618,160.676375,190.376,255.438135
"ENSMUSG00000001300.16","Efnb2",22.338612,12.243343,17.568234,17.710792,8.769492,10.933583,9.101094,20.405466,5.826716,9.189018,6.844896,21.487387,27.874973,16.968056,11.629903,10.51859,21.154019,17.258109
"ENSMUSG00000001305.5","Rrp15",7.980511,0,18.020258,12.018814,0,6.776477,5.086957,3.495641,8.828822,9.960894,11.926577,2.116842,21.360483,15.854278,5.348901,17.766973,10.649921,13.086108
"ENSMUSG00000001313.12","Rnd2",10.536539,0,3.884683,1.455018,0,7.949942,7.223821,2.098616,3.563334,6.750653,5.586941,0,2.239216,2.431423,0,4.262665,6.154366,19.726572
"ENSMUSG00000001323.17","Srr",6.169338,18.459741,9.524287,7.832515,10.08414,24.247932,10.57969,1.919328,7.469856,2.175334,7.857012,7.163613,7.045834,14.309359,19.355616,30.140513,5.694221,7.252267
"ENSMUSG00000001333.9","Sync",2.642843,12.25392,2.472794,4.716663,0,5.545865,6.682591,2.734686,1.98374,6.837178,3.164017,0.713318,5.364585,0.953834,5.804739,1.698367,3.801661,6.500517
"ENSMUSG00000001334.9","Fndc5",0.439472,0,1.621751,1.372844,0,0,3.087309,0.985323,0,0,0.595554,0,0.87995,0,0,0.281989,0.775938,0
"ENSMUSG00000001348.15","Acp5",0.651731,0,2.384458,0.871456,0,0,5.029367,6.538695,0.777179,0.438501,0.264688,0.108628,0,0,0,0,1.287193,0
"ENSMUSG00000001349.5","Cnn1",0,0,0,2.412732,0,2.763536,1.034817,14.632673,0.435671,3.459122,3.647406,0,1.444998,0,0,0,0,0
"ENSMUSG00000001366.14","Fbxo9",14.317754,0,26.857012,15.668065,2.687562,29.682694,8.646879,13.169623,28.840495,17.977611,27.808701,26.928922,38.601468,14.71397,24.22542,30.67454,27.251318,21.210433
"ENSMUSG00000001376.17","Vps50",26.558381,9.391289,34.993808,16.815139,11.203123,32.068768,20.794737,18.537862,12.575562,24.344707,19.623714,27.261721,29.612471,31.130311,23.35785,24.729312,36.839788,24.354051
"ENSMUSG00000001380.7","Hars",41.638516,38.176473,31.24036,29.253911,42.323181,27.879471,21.188127,35.186393,22.960719,19.969339,36.331047,31.937809,18.750305,29.692508,19.2271,40.490373,24.216965,28.290988
"ENSMUSG00000001383.9","Zmat2",28.004566,17.669846,22.281458,22.615672,39.467764,22.954958,15.503776,38.243541,29.67119,57.766058,30.507872,17.8908,37.468574,22.52812,37.525138,31.205135,27.998655,46.517844
"ENSMUSG00000001403.13","Ube2c",19.476962,0,1.735098,2.01783,0,0,7.204117,15.621896,133.377528,10.528877,17.169541,2.637225,3.442193,9.410067,0,0,2.625501,22.923868
"ENSMUSG00000001415.10","Smg5",52.129288,54.369032,57.869189,48.606449,45.49765,78.570177,47.249056,43.34812,55.095032,82.027447,64.759733,81.442017,59.896514,44.091617,57.097259,61.379871,51.848482,64.111811
"ENSMUSG00000001416.13","Cct3",150.641177,116.274668,154.25958,66.771317,108.585795,70.358614,93.451114,80.817262,46.287301,107.602161,76.644079,75.786769,80.220518,79.981014,104.572435,139.953997,105.42771,94.256661
"ENSMUSG00000001418.13","Glmp",286.624294,139.373892,199.399956,206.322698,217.9949,303.635232,160.807747,290.984189,141.89932,147.717628,231.023951,239.704744,297.208711,298.572565,309.547583,222.939014,249.927731,227.909792
"ENSMUSG00000001419.17","Mef2d",168.037149,140.780335,133.163116,135.075779,78.899534,80.675932,84.33356,119.116691,74.27682,136.835497,116.02308,166.221771,145.676249,168.163891,180.768489,101.613525,167.99208,74.708831
"ENSMUSG00000001420.13","Tmem79",2.041625,2.009226,3.725329,5.786427,20.368814,8.52478,6.077636,4.077908,2.831725,4.344348,4.267374,5.421193,4.363748,2.022993,5.255554,1.563271,4.350347,0
"ENSMUSG00000001424.14","Snd1",55.387826,106.474628,61.11146,46.524455,84.580426,73.53037,42.014852,44.695883,36.205304,50.891955,51.937778,85.035121,96.738923,47.989352,46.80074,54.8529,50.807995,96.246973
"ENSMUSG00000001435.15","Col18a1",1.563975,0,0.606064,1.097983,4.428748,0.939953,2.105035,0,0,2.011981,0.638449,0.242711,0.084079,0,0,1.603177,0.293074,1.21854
"ENSMUSG00000001436.15","Slc19a1",10.142532,8.839069,9.914652,20.560744,9.361098,16.074016,12.036635,49.819372,3.501742,10.027745,26.008392,28.043928,18.991205,18.938048,15.786026,35.183086,27.488792,8.365315
"ENSMUSG00000001440.5","Kpnb1",183.739523,152.267685,106.713039,96.69234,126.673265,130.099266,104.561765,107.290723,97.23976,134.411231,156.347215,132.966873,211.660145,204.845719,145.703628,198.688542,192.126617,77.630082
"ENSMUSG00000001441.13","Npepps",40.651787,83.966367,44.186542,45.636832,18.227905,47.238453,40.844756,83.375856,125.51944,85.243563,55.981329,48.145114,61.21618,51.180521,39.766388,73.530628,52.689505,35.068052
"ENSMUSG00000001444.2","Tbx21",1.148373,0,1.209766,0.878427,6.006506,0,3.454329,0,0,0.439607,1.200397,0.05386,0,0,0,0,0.21712,0
"ENSMUSG00000001445.10","Mrpl10",20.135358,24.623932,23.27769,27.270701,31.236728,11.60801,17.868423,8.333442,19.534995,23.700908,23.634563,25.501377,27.46269,37.461251,31.104219,26.456386,26.248977,12.293512
"ENSMUSG00000001467.5","Cyp51",12.487067,41.405667,14.412836,7.552268,6.690685,12.447376,3.039023,14.922961,6.217005,6.330698,8.353993,26.026003,9.400875,9.756147,12.042028,8.317561,9.862418,4.535015
"ENSMUSG00000001472.17","Tcf25",157.77957,430.542908,124.405206,126.210015,151.84654,206.471592,109.191569,368.957296,115.728689,263.753173,158.667384,325.886277,179.594318,194.415437,159.559094,196.197895,137.313646,116.591788
"ENSMUSG00000001473.7","Tubb6",117.887892,56.702179,62.389267,36.380756,22.087924,32.131533,48.703141,86.74304,19.304915,45.940457,28.171222,48.837546,36.394689,51.423993,53.945297,29.288062,87.15152,38.950416
