"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000018476.7","Kdm6b",1317,5433,1781,3370,3293,23790,5.57809207055357,-0.0813327799859754,0.165751631341993,1
"ENSMUSG00000018481.9","Appbp2",256,382,199,321,513,1468,5.57809207055357,-0.0813327799859754,0.165751631341993,1
"ENSMUSG00000018486.2","Wnt9b",7,4,1,11,16,0,5.57809207055357,-0.0813327799859754,0.165751631341993,1
"ENSMUSG00000018500.2","Adora2b",16,1,0,0,9,0,5.57809207055357,-0.0813327799859754,0.165751631341993,1
"ENSMUSG00000018501.17","Ncor1",557.998,947.002,432.999,1006,1576.001,3280,0.558008194765192,4.95807022293883,0.165758291085322,1
"ENSMUSG00000018507.16","Trpv2",267,296,151.001,246,692,1595,5.26832046682864,-0.162428444065784,0.166108649448364,1
"ENSMUSG00000018509.8","Cenpv",10,11,11,31,27,48,5.74439143251474,-0.00450193941546654,0.166128022142964,1
"ENSMUSG00000018537.16","Pcgf2",10,9,9,6,23,42,5.74439143251474,-0.00450193941546654,0.166128022142964,1
"ENSMUSG00000018541.10","Cwc25",106.001,154,27,159,225,549.001,3.68397444633152,1.00373286685503,0.166410964373136,1
"ENSMUSG00000018547.8","Pip4k2b",305,358,163,334,720,1628,-0.506509101338412,5.14881351140926,0.16657047891527,1
"ENSMUSG00000018548.15","Trim37",51,60,23,14,94,102,-0.414013348936769,7.98552694288432,0.167005175884451,1
"ENSMUSG00000018559.16","Ctdnep1",98,231,138,216,384.999,813,-0.371339864404574,6.93633052720031,0.167246353351065,1
"ENSMUSG00000018565.17","Elp5",30,121,8,93,95,344.001,-0.406710800796734,6.16317557425886,0.167339387981912,1
"ENSMUSG00000018567.14","Gabarap",205,585,301,662,714,2213,0.367041929906682,7.17463551318414,0.167636575489529,1
"ENSMUSG00000018569.12","Cldn7",0,8,5,0,3,4,3.66917737346581,0.614252246974662,0.167868204113957,1
"ENSMUSG00000018570.17","2810408A11Rik",0,0,8,0,11,9,1.10569787205565,3.2422841131025,0.167961662733669,1
"ENSMUSG00000018572.10","Phf23",217,457,256,440,488,1263,-0.614539577687524,4.48022474075136,0.168018967324969,1
"ENSMUSG00000018574.14","Acadvl",119,172,89,103,261,525.999,2.46342292797147,1.89214799407884,0.168032429309551,1
"ENSMUSG00000018581.15","Dnah11",0,8,0,0,15,3,2.24494238927014,1.89665720720667,0.168122903403366,1
"ENSMUSG00000018583.5","G3bp1",280,612.987,233,460,709,2158.945,-0.393984176262616,10.2858613528381,0.168139925596292,1
"ENSMUSG00000018585.9","Atox1",45,64,47,96,105,128,-0.45265071655582,5.31273364741628,0.168230899980986,1
"ENSMUSG00000018593.13","Sparc",6809.001,10415.001,4611.999,7659.999,12520.001,29737,1.77255872458802,2.18743703567205,0.1683195573529,1
"ENSMUSG00000018599.5","Mief2",55,31,8,50,106.999,199,-0.388708073368303,9.7241322867048,0.168510184590717,1
"ENSMUSG00000018604.18","Tbx3",5,0,0,8,9.999,2,-0.48480569670732,5.25143339336774,0.168565391197422,1
"ENSMUSG00000018648.15","Dusp14",0,3,1,6,4,0,5.02891690248937,-0.249538671113745,0.168591020024898,1
"ENSMUSG00000018651.14","Tada2a",25,35,22,45,53,81,0.589950771064208,7.91013128406622,0.168609263217157,1
"ENSMUSG00000018654.17","Ikzf1",1145.999,1721,964,1588.999,2677,8432,3.84604187018221,0.580451919567896,0.168650211468634,1
"ENSMUSG00000018656.5","Tcaf3",0,3,0,11,12,0,-1.87320703377909,2.163626947647,0.168888939204794,1
"ENSMUSG00000018659.12","Pnpo",57,97,46,103,147,335,0.53059745684128,4.78795345834799,0.169052017230116,1
"ENSMUSG00000018661.17","Cog1",178,147,86,142,360,870,0.564563713078051,5.05262084123463,0.169120636531278,1
"ENSMUSG00000018666.13","Cbx1",88,128,116.001,96,188,473.001,4.08109797552532,0.609081549797725,0.169166416194581,1
"ENSMUSG00000018669.14","Cdk5rap3",104,120.999,57,138.001,344.001,747.999,-0.505167662788285,5.56017467378706,0.169419262078202,1
"ENSMUSG00000018672.15","Copz2",16,10,19,5,40,90,0.586643862165481,4.51488851563229,0.169462178773005,1
"ENSMUSG00000018677.9","Slc25a39",78,148,85,178,252,506,0.777900264262662,3.76242912182526,0.169482760735321,1
"ENSMUSG00000018678.13","Sp2",108,122,94,59,145,824,5.46340222751584,-0.115935216846139,0.16957253933207,1
"ENSMUSG00000018697.14","Aatf",20,90,27,74,161,332,5.42761045676131,-0.111307727631221,0.169649994818176,1
"ENSMUSG00000018707.13","Dync1h1",1409,2186.999,934,1413,3367.999,8279.999,0.421659807241043,5.89976707833758,0.169657188938647,1
"ENSMUSG00000018727.19","Cpsf4l",6,1,0,0,2,5,0.764466677704559,4.11408981892518,0.169702949697664,1
"ENSMUSG00000018733.10","Pex12",23,36,13,40,79,264,-0.388493382395487,6.70308239374174,0.16981264145817,1
"ENSMUSG00000018736.14","Ndel1",157,325.001,121,200,385,1406,0.539374501450584,4.78967528875656,0.170054217947348,1
"ENSMUSG00000018740.14","Slc25a35",20,21,0,12,47,97,-0.386807985682896,6.534915604721,0.17011356199339,1
"ENSMUSG00000018750.14","Zbtb4",361,500,189,256,710,2032.999,-1.20253130518874,2.84515280808293,0.17012120721329,1
"ENSMUSG00000018752.19","Tnfsfm13",20.482,24.893,36.505,54.03,72.393,67.066,1.09437630339639,3.15419872165944,0.170130002050498,1
"ENSMUSG00000018761.14","Mpdu1",51,107.001,33,92,240,445,-0.550362583090081,4.56841511123703,0.170237462652301,1
"ENSMUSG00000018765.5","Fxr2",249,343,194,277,597,1580,0.366421878356573,8.46178419739995,0.170246365011321,1
"ENSMUSG00000018770.9","Atp5g3",45,116,98,146,219.999,607.001,0.459241785543783,5.65073125357371,0.170267919894638,1
"ENSMUSG00000018774.13","Cd68",754,1081.999,607,858,1691,4236,-0.692952952910546,4.43957053805515,0.170336173646089,1
"ENSMUSG00000018796.13","Acsl1",149,245,109,311.001,648.999,935,-0.368217391541825,7.10090899269868,0.170380708685951,1
"ENSMUSG00000018800.14","Abca5",0,17,3,0,12,9,-5.30585086180927,-0.349057380105764,0.170446320165772,1
"ENSMUSG00000018809.2","Smyd4",27,68,30,44,103,133,0.585069519979297,4.56621591345579,0.170566084452553,1
"ENSMUSG00000018819.10","Lsp1",109.999,129.001,112,319,547.999,810,5.5039064235677,-0.0633781985090212,0.170568851025918,1
"ENSMUSG00000018820.13","Zfyve27",135,150,84,195,395,762,2.92064484386082,1.20045609855109,0.170746952842002,1
"ENSMUSG00000018821.3","Avpi1",0,3,0,16,9,0,5.45824692479868,-0.133478569679506,0.170882433932883,1
"ENSMUSG00000018822.7","Sfrp5",5,2,0,2,33,0,0.693917041315869,4.01923455142514,0.17099814937879,1
"ENSMUSG00000018830.10","Myh11",7,4,0,0,19,0,0.352829674319704,7.10486096430889,0.171002740015862,1
"ENSMUSG00000018841.17","Rad51d",33,69,25,50,141,274,-0.395513241357545,6.74552586657139,0.171079639295885,1
"ENSMUSG00000018845.14","Unc45b",3,0,1,0,3,0,1.58521731445848,2.71419838606218,0.171161030524872,1
"ENSMUSG00000018846.8","Pank3",290,286,83,152,496,903,-0.520418125547219,5.13891188090014,0.171184432494781,1
"ENSMUSG00000018848.4","Rars",113,142,66,170,174.001,510,0.366629365726398,6.54388996268945,0.171206242743663,1
"ENSMUSG00000018849.6","Wwc1",0,18,0,0,6,2,-0.930556358095749,3.8054983954929,0.171221813201962,1
"ENSMUSG00000018858.15","Mrpl58",16,29,23,50,66,229.001,-0.651297522221217,4.45496390335853,0.171364523680787,1
"ENSMUSG00000018861.8","Fdxr",40,47.999,39,46,93,176,-0.501249264454353,4.99025450700149,0.171473759283168,1
"ENSMUSG00000018862.11","Otop3",6,0,0,13,6,0,0.709115096665748,3.90739616256627,0.171490334162927,1
"ENSMUSG00000018865.9","Sult4a1",0,1,0,0,9,4,-0.387440609740713,6.16378262690008,0.171531805977916,1
"ENSMUSG00000018882.12","Mrpl45",25,46,6,14,62,138,-0.643758583392712,4.16916282982476,0.171628854795971,1
"ENSMUSG00000018899.16","Irf1",602.999,1692,999.999,1205,778,4670,0.400901492522539,5.85404504617829,0.171672642901531,1
"ENSMUSG00000018900.7","Slc22a5",74,109.039,86.722,74,132.359,195.976,-0.521975257340757,4.98492022056136,0.171754477332662,1
"ENSMUSG00000018906.14","P4ha2",12,3,7,27,19,1,3.92006871128554,0.557279980868457,0.171894059707285,1
"ENSMUSG00000018909.15","Arrb1",657.999,632,246,671,1314,2741.001,-0.577579483468013,5.09041403466899,0.171986645678222,1
"ENSMUSG00000018920.11","Cxcl16",89,200,112,107,158,934,3.93946008007994,0.552208100535346,0.172000086905917,1
"ENSMUSG00000018921.11","Pelp1",89,119,75,157,281,771,0.428446422047754,6.25342513140706,0.172113842692938,1
"ENSMUSG00000018923.13","Med11",54,55,29,29,80,127,-5.25861274882765,-0.417521826777323,0.172165496632757,1
"ENSMUSG00000018924.6","Alox15",0,1,0,1,8,1,5.31856075835179,-0.109093659209626,0.17222957869689,1
"ENSMUSG00000018927.3","Ccl6",183,215,112,144,272,666,4.0455162177538,0.579122571932833,0.172251751189426,1
"ENSMUSG00000018930.3","Ccl4",293,447,526,548,988,5381,0.589492951059205,4.52749602086697,0.172306687789989,1
"ENSMUSG00000018931.3","Natd1",78,119,60,87,211,473,1.09654527428895,3.07686356953887,0.172525189434583,1
"ENSMUSG00000018932.9","Map2k3",36,326.001,154,265,279,1241.999,-0.448845315823062,5.98217213114983,0.172542598527817,1
"ENSMUSG00000018965.11","Ywhah",764.999,1161,639,994.999,1786,5456,0.969781983819476,3.46780910300744,0.17258334136803,1
"ENSMUSG00000018974.7","Sart3",185,225.001,88.001,214,375.001,974,-0.606506611506864,4.61605308272202,0.172676169238273,1
"ENSMUSG00000018983.9","E2f2",16,34,28,132,149,155,5.56523735031764,-0.105238141811653,0.17279056678586,1
"ENSMUSG00000018986.10","Slfn3",3,11.824,0,7,12.731,0,5.56523735031764,-0.105238141811653,0.17279056678586,1
"ENSMUSG00000018995.12","Nars2",19,27,33,20,64,104,3.41850784647838,1.04088751959142,0.172825597286855,1
"ENSMUSG00000018999.14","Slc35b4",183.999,161,82,158.999,311,611,-0.770661838798769,3.64182871770854,0.172918939011348,1
"ENSMUSG00000019039.14","Dalrd3",124.001,278.001,200,322.999,346.999,1058.999,0.384460173416506,6.34520903995432,0.172929025568182,1
"ENSMUSG00000019054.13","Fis1",52,76,120,124,192,395,0.430409511704352,6.30350515705986,0.172979062642725,1
"ENSMUSG00000019055.15","Plod1",712,911,260,639,1640,3666.001,0.418775948524616,7.93635832418351,0.17305480626612,1
"ENSMUSG00000019066.13","Rab3d",0,28,26,165,229,159,5.51920685535459,-0.107316354848997,0.173074520992112,1
"ENSMUSG00000019080.8","Mfsd3",25,23,14,30,40,98,2.18518322611086,1.74658601980881,0.173151070244991,1
"ENSMUSG00000019082.18","Slc25a22",145,80,48,89,158,325,0.714527125520833,4.05501342334649,0.173206878501324,1
"ENSMUSG00000019087.13","Atp6ap1",603,800,415,588,1355,3144,0.878615519031588,3.69921372117806,0.173315435882508,1
"ENSMUSG00000019088.14","Dnase1l1",1,18,3,52,46,42,-0.937094389171268,4.39452473438054,0.173316373034917,1
"ENSMUSG00000019122.8","Ccl9",118,229,147,207,300,848,-0.514502810415842,5.32173078391542,0.173345152838189,1
"ENSMUSG00000019124.10","Scrn1",3,7,0,4,20,0,-4.89657500090702,0.433500623216849,0.173370045366727,1
"ENSMUSG00000019132.11","BC005537",646,2535,1104,1416,1650,9903,-0.970002035908597,3.456197792603,0.173573305341873,1
"ENSMUSG00000019139.10","Isyna1",169,353.001,194,243,596.001,1606,-1.08777120858228,3.32946763041943,0.173729034664894,1
"ENSMUSG00000019143.15","Hars2",60,77.001,46,69,168,363,-2.42411734513859,1.55498195653324,0.173845879166553,1
"ENSMUSG00000019158.9","Tmem160",24,38,48,32,53,248,5.44297409857057,-0.158467859654805,0.173924156282665,1
"ENSMUSG00000019173.11","Rab5c",321,474,222,538,814,1723,5.44297409857057,-0.158467859654805,0.173924156282665,1
"ENSMUSG00000019179.10","Mdh2",174,202,129,253,358,738,5.44297409857057,-0.158467859654805,0.173924156282665,1
"ENSMUSG00000019188.16","H13",183,219.001,168,262,465,1017,-0.686389436011388,4.01309096898093,0.174069941220121,1
"ENSMUSG00000019189.13","Rnf145",401,433,128,456,816.001,1385.001,5.27840467029867,-0.0858820856929388,0.174264093127625,1
"ENSMUSG00000019194.15","Scn1b",142,194,128,137,313,742,-3.15121547445723,1.32426888637775,0.174385734762664,1
"ENSMUSG00000019210.10","Atp6v1e1",141,276.001,159,309,362,839,1.06296877730622,3.41412063613664,0.174393105408584,1
"ENSMUSG00000019214.14","Chtf18",8,1,0,19,25.001,54,5.23256796196446,-0.132584608640208,0.174437831735159,1
"ENSMUSG00000019230.14","Lhx9",0,7,12,5,7,0,1.55836677119658,2.91996403238233,0.174875928577791,1
"ENSMUSG00000019232.14","Etnppl",6,7,0,10,31,1,5.42115133044419,-0.0889486614368151,0.175096238963266,1
"ENSMUSG00000019235.9","Rps6kl1",7,14,0,15,10,21,0.765982318850921,4.0171602467954,0.17518679958698,1
"ENSMUSG00000019254.16","Ppp1r12c",390,579,347,568,1106.999,2663.001,2.11750333318683,2.0841607270126,0.175214886740998,1
"ENSMUSG00000019256.17","Ahr",8,2,0,1,18,3,-0.43182121601144,5.63056626358678,0.175324357694894,1
"ENSMUSG00000019261.3","Map1s",340,370,215.001,392,745.999,2039.001,-1.14327250714145,2.81581161838948,0.17547507642422,1
"ENSMUSG00000019295.8","Tmem129",37,69,24,49,102,313,5.6169510896576,0.0436629311664134,0.175485251618491,1
"ENSMUSG00000019297.9","Nop9",71,84,64,65,134,255,1.796566053364,2.27696298284131,0.175590180613618,1
"ENSMUSG00000019301.5","Hsd17b1",16,11,0,24,16,27,-0.631608156048278,4.27400417757428,0.175605430475813,1
"ENSMUSG00000019302.16","Atp6v0a1",639,882,450.999,666.999,1577.001,4000,-0.543565961807166,4.80400349958927,0.175805206612389,1
"ENSMUSG00000019303.14","Psmc3ip",5,7,0,32,25,22,-0.517185569689381,5.08615635190843,0.17585107216829,1
"ENSMUSG00000019312.10","Grb7",0,3,0,0,4,2,-0.818639068629831,4.01882811670701,0.175968285409071,1
"ENSMUSG00000019320.14","Noxo1",38,48,36,34,81,198,-2.05515150127592,1.8411886105886,0.176019781329343,1
"ENSMUSG00000019326.14","Aoc3",0,3,0,18,12,15,-0.449437292514718,5.71576846762019,0.176260319695067,1
"ENSMUSG00000019338.13","Zfp687",125,133,52,119,223,415,-3.59815386055054,0.538687155161268,0.17640238804583,1
"ENSMUSG00000019359.14","Gdpd2",2,0,8,0,5,0,-0.49006180743554,5.68467127292191,0.176560289251366,1
"ENSMUSG00000019362.8","D8Ertd738e",75,101,97,101,178,305,-0.377100448855467,6.4426860707991,0.176563912983559,1
"ENSMUSG00000019368.13","Sec14l4",0,2,2,0,18,0,2.38742782225906,1.8627520725927,0.176651914300804,1
"ENSMUSG00000019370.10","Calm3",98,195,125,334,348,608,-2.65380844895113,1.31248468862807,0.176755397974392,1
"ENSMUSG00000019373.11","Cops3",101,113,81.999,112,142.001,428,-0.366077209454734,7.88793068486394,0.176833210189899,1
"ENSMUSG00000019428.16","Fkbp8",424,438.001,238.001,477,849.998,1839.999,0.360503968981381,7.34084425963032,0.176839152858459,1
"ENSMUSG00000019429.7","Ffar3",9,1,0,0,4,0,0.532366011239335,5.07318732280178,0.176914376539543,1
"ENSMUSG00000019432.15","Ddx39b",643,703.001,367,756,1599.999,3132,0.361142279625284,7.50462809849152,0.177083059189157,1
"ENSMUSG00000019433.9","Gipc1",82,86,30,110,193,658,-1.34479218624644,2.80338818532456,0.177387812482866,1
"ENSMUSG00000019437.17","Tlcd1",17,45,37,10,55,112,-0.584541166991671,4.88875997638781,0.177397652426989,1
"ENSMUSG00000019461.12","Plscr3",126,111.001,95,180,252,724,3.74094355515575,0.50947743562676,0.177448993853032,1
"ENSMUSG00000019464.6","Ptger1",543.999,681,302,616,1439,3326.999,1.75662371845015,2.36914946974713,0.177473064025519,1
"ENSMUSG00000019467.15","Arhgef25",26,11,9,55,60,49,-0.357530244287349,7.88047675612929,0.177502363802022,1
"ENSMUSG00000019470.12","Xab2",196,236,67,222,415,885,0.395282049738106,6.06729664602719,0.17760431198496,1
"ENSMUSG00000019471.10","Cdc37",277,344,231,429,683,1518,-0.767492663026525,7.8486790084667,0.177645724567492,1
"ENSMUSG00000019478.16","Rab4a",20,13,0,10,42,48,5.50509896466801,-0.131758889842497,0.17769161810912,1
"ENSMUSG00000019487.11","Trip10",23,51,44,19,88,298,-0.759677235269109,4.08485412823834,0.177707045144264,1
"ENSMUSG00000019494.14","Cops6",41,94,72.999,83,154.001,366,0.593463343948638,4.60664288327798,0.177723191012942,1
"ENSMUSG00000019505.7","Ubb",3848.177,6802.762,3573.51,7917.062,9060.269,27392.32,-0.462239554205035,5.30765732628802,0.177765831495967,1
"ENSMUSG00000019518.11","Ap4m1",98,161.001,146,159,228,671,0.723634564990576,3.97699587196978,0.177789923899271,1
"ENSMUSG00000019528.18","Gyg",58,55,43,120,179,150,3.42444502687895,1.19971372924155,0.177798263420038,1
"ENSMUSG00000019539.11","Rcn3",0,0,8,12,7,4,0.518197710606446,5.53621220631661,0.177838065460314,1
"ENSMUSG00000019558.14","Slc6a8",43.001,54.001,20,51,76,173.999,0.437517155486166,5.48560504860862,0.177849135934228,1
"ENSMUSG00000019564.12","Arid3a",220,212,109,440,658,1320,1.99903214567,2.04777364444671,0.177891779497703,1
"ENSMUSG00000019577.6","Pdk4",0,9,0,0,12,1,-0.466126431024351,5.38055441055223,0.177898413196531,1
"ENSMUSG00000019578.11","Ubxn6",65.999,176,87,203,336,731.001,-1.30459181934674,2.67383751423377,0.17793967949645,1
"ENSMUSG00000019579.13","Mydgf",80,103,96,106,144,294,3.55955868058615,0.271142758054165,0.178020419793176,1
"ENSMUSG00000019590.16","Cyb561",0,33,0,0,1,21,0.617912652722037,4.32400299645238,0.178136934398595,1
"ENSMUSG00000019647.16","Sema6a",0,9,2,0,16,0,1.79492680025658,2.47197532800274,0.178321773604466,1
"ENSMUSG00000019659.8","Ccdc12",74,123,89,177,246.999,621.001,-0.947413243018732,3.70513258456464,0.178450491921132,1
"ENSMUSG00000019689.4","Fmc1",9,7,0,25,1,12,-0.505613111898342,4.99892538252338,0.178503355052974,1
"ENSMUSG00000019699.16","Akt3",78,81,34,100,97,365,-0.874596081883375,3.42960703789126,0.178605909937427,1
"ENSMUSG00000019710.13","Mrpl24",187,225,108.999,287,352,647,0.377314689123658,6.3118568838772,0.178655359828865,1
"ENSMUSG00000019715.14","Gle1",31,52,45,86,109.001,231,-1.36129063226302,2.73314787464342,0.17884234234506,1
"ENSMUSG00000019718.8","L3hypdh",8,0,2,7,7,12,0.502449575793173,5.07128536601981,0.178904786910005,1
"ENSMUSG00000019726.12","Lyst",187,487,189,336,876.999,2016,-3.64829204534855,0.832223266326962,0.178924997215463,1
"ENSMUSG00000019731.13","Slc35e1",252,316,164,320,646,1621,3.94779356274952,0.522693440957394,0.17892624856594,1
"ENSMUSG00000019732.14","Calr3",0,2,7,0,6,0,1.25810826647096,2.87086131644476,0.178952358235889,1
"ENSMUSG00000019734.16","Tmc4",41,50.001,2,21,58.001,89,0.380032489550212,6.77296797879458,0.179009160261972,1
"ENSMUSG00000019737.14","Syne4",6,11,5,0,7,151,2.57022591670614,1.43644328481637,0.179049261456446,1
"ENSMUSG00000019738.15","Polr2i",0,13,3,5,28,57,-0.693677908512766,3.91436816944587,0.17911450684241,1
"ENSMUSG00000019761.10","Krt10",10,2,0,0,2,2,-1.33896091010734,2.92260591493637,0.179187095982537,1
"ENSMUSG00000019763.11","Rmnd1",41,110.999,69,66.999,179.496,483.002,0.39038387633579,6.43216273710103,0.179372418445034,1
"ENSMUSG00000019767.12","Ccdc170",0,7,0,7,8,2,0.369970504297601,6.40141280067958,0.179448669068658,1
"ENSMUSG00000019768.16","Esr1",50,38,0,17,51,124,0.889155168695706,3.41013506592371,0.17956159362802,1
"ENSMUSG00000019773.7","Fbxo5",23,2,9,18,37,67,0.374891563437173,6.14917261412709,0.179594794924234,1
"ENSMUSG00000019774.8","Mtrf1l",36,21,21,46,38,144,-0.706603605810174,3.84345563959154,0.179668101741625,1
"ENSMUSG00000019775.17","Rgs17",18,7,0,0,7,0,-0.573429974625004,4.57110958211377,0.179883772425558,1
"ENSMUSG00000019777.16","Hdac2",70,120,77,107,192,512,0.561975745921362,4.45812175761993,0.179887631594713,1
"ENSMUSG00000019779.15","Frk",2,5,0,0,23,1,0.785077946940589,3.60280996346051,0.17990538268977,1
"ENSMUSG00000019782.10","Rwdd1",18,55,22,50,75.778,233,-0.630628013774441,4.21675981151492,0.179933185743188,1
"ENSMUSG00000019789.9","Hey2",0,8,5,0,0,0,0.442359024494914,6.10400549894505,0.180073544055896,1
"ENSMUSG00000019790.17","Stxbp5",319.999,550.999,253,415.999,839.001,1904.001,-2.91315490222104,0.919066426043113,0.180156944513422,1
"ENSMUSG00000019791.12","Hint3",17,8,25,9,43,57,-0.833320088147572,3.99957847819622,0.180190724716247,1
"ENSMUSG00000019792.8","Trmt11",2,11,12,0,40.999,89,0.666370828627789,4.08410950498616,0.180285495825858,1
"ENSMUSG00000019794.13","Katna1",26,223,90,138,122,532,0.532834172154206,4.85527615341149,0.18031994668217,1
"ENSMUSG00000019795.17","Pcmt1",176,154,93.001,109,290,514.001,-0.563070744472323,4.68752457719439,0.180357941814377,1
"ENSMUSG00000019796.12","Lrp11",2,9,0,1,26,31,5.41142838465137,-0.135150801884334,0.180367940632987,1
"ENSMUSG00000019797.11","Mtres1",17,28,23,28,30,100,5.41142838465137,-0.135150801884334,0.180367940632987,1
"ENSMUSG00000019802.13","Sec63",218,331.999,202,120,468,1169,5.41142838465137,-0.135150801884334,0.180367940632987,1
"ENSMUSG00000019804.12","Snx3",104,277,102,224,318,943,5.31179395894993,-0.212427086874186,0.180521104023799,1
"ENSMUSG00000019806.13","Aig1",35,58.001,41,47,83,183,5.31179395894993,-0.212427086874186,0.180521104023799,1
"ENSMUSG00000019808.8","Adat2",0,7,0,1,17,87,-0.362846491203894,6.56442290753624,0.180625804163836,1
"ENSMUSG00000019809.16","Pex3",53,74,22,25,128,130,0.491041903777336,4.88852866486163,0.180640239100182,1
"ENSMUSG00000019810.15","Fuca2",267.001,370,212,239,592.999,1199,5.39505078238788,-0.159813978053339,0.180765534500061,1
"ENSMUSG00000019813.16","Cep57l1",15,14,9,8,37,26,1.34884567069668,2.5730784014061,0.180816021917142,1
"ENSMUSG00000019814.5","Ltv1",57,115,54,65,91,350,0.833832863333756,3.43257843888619,0.180842526721138,1
"ENSMUSG00000019817.18","Plagl1",19,4,0,0,1,16,0.519505819565521,4.93114387209955,0.180884197324985,1
"ENSMUSG00000019818.15","Cd164",1768.999,3104.001,1217,1864,3874.999,10584,0.514172575173043,5.08540095500373,0.18093469504136,1
"ENSMUSG00000019820.11","Utrn",96,161,52,32,241,324,5.42829494052833,-0.184372765942197,0.180948759820808,1
"ENSMUSG00000019822.12","Smpd2",99,84,14,74,127,284.999,5.42829494052833,-0.184372765942197,0.180948759820808,1
"ENSMUSG00000019823.17","Mical1",112,96,55,167,387.001,592,0.480716822772353,5.05436862799358,0.181133997102689,1
"ENSMUSG00000019826.11","Zbtb24",61,72,58,83,170,311,1.53085005521832,2.46721365109341,0.18122161700732,1
"ENSMUSG00000019828.13","Grm1",5,2,7,5,23,0,-0.423343921490476,6.74628696497115,0.181298206562182,1
"ENSMUSG00000019832.5","Rab32",87,105,131,193,332,659,0.394825198739654,5.86101441522409,0.181516054277174,1
"ENSMUSG00000019834.15","Slc22a16",0,0,0,6,3,0,5.5974920920749,-0.0948490545241354,0.181554382099142,1
"ENSMUSG00000019837.8","Gtf3c6",40,94,37,81,130,426.001,0.535606563952761,4.62261245009953,0.181883183012045,1
"ENSMUSG00000019838.11","Slc16a10",80,169.999,138,105.001,186,585,3.92019684598039,0.516072252379841,0.181908057247797,1
"ENSMUSG00000019841.15","Rev3l",127,95,53.999,56,197,260,0.441258665331866,6.29091521160895,0.181925672496463,1
"ENSMUSG00000019842.6","Traf3ip2",0,2,15,0,11,58,5.62387584324832,-0.0789108705591977,0.181940903447157,1
"ENSMUSG00000019843.14","Fyn",11,94,36,47,144.001,250,5.62387584324832,-0.0789108705591977,0.181940903447157,1
"ENSMUSG00000019845.8","Tube1",0,4,15,12,9.001,30,3.75813037531457,0.512071856158269,0.18195249191421,1
"ENSMUSG00000019846.11","Lama4",0,6,12,0,20.999,1,0.767272776688373,3.87864765714676,0.181996971121659,1
"ENSMUSG00000019849.11","Prep",186,134,24,138,233,575,-0.512194094598062,5.06777651019448,0.182154378734974,1
"ENSMUSG00000019850.11","Tnfaip3",1566.001,4749.001,1725.999,1729,3499,19820,2.5830132522331,1.40491424434405,0.182172727495325,1
