symbol,sct.detection_rate,sct.gmean,sct.variance,sct.residual_mean,sct.residual_variance
Akr1a1,0.869588333586511,2.55224850249061,12.7611747772564,0.073212143456093,1.00950097669781
Cox6b1,0.870575725353182,2.54556506535241,10.4230385450579,0.0987829515288838,1.07666792144898
Gpx4,0.873082181376272,2.53606120518495,10.0298553531208,0.0595479790008675,0.8929467768782
Rps11,0.852650767127449,2.52005588167681,11.9400651437991,0.084392692644872,0.987570320757402
Rpl11,0.853258392830017,2.50876078195014,12.181349531378,0.0878277662615856,0.997039749528125
Rps15a,0.831915540027343,2.49568457960561,15.0390663806849,0.12898981533052,1.19655449324094
Rpl21,0.849384778976151,2.45371588196091,12.4149749389016,0.0995927117017483,1.1034360382872
Rpl19,0.852119094637703,2.44232089218674,10.7895398608402,0.0722460805982761,0.972997173632534
Rpl35,0.821206137019596,2.42069389194519,17.7610019570145,0.16594898581455,1.54788786312225
Rps25,0.851055749658211,2.39941384384109,9.99480031747466,0.0635984660486758,0.947540607915766
Rps5,0.821130183806775,2.39631003771855,14.2835492668072,0.124003688327978,1.22120471966714
Uqcrh,0.850524077168464,2.36632334697555,9.29732474495705,0.0493359567672759,0.901360955854494
Cox6a1,0.873234087801914,2.36452204262193,7.63479944284563,0.0455040751021694,0.927029284711283
Rps4x,0.808825763329789,2.35264138726461,15.8494367433203,0.146029046951387,1.37010438728445
Atp5j2,0.858499164514659,2.34956044873816,9.37291961322993,0.0553820003740523,0.943049573409093
Chpt1,0.83252316572991,2.31042963915466,13.5155155019261,0.0626076530170227,0.990722497529089
Oaz1,0.829636943642716,2.28977529226696,11.2423778657628,0.0721127468936426,1.01237887202725
Rps3a1,0.818092055293939,2.23985621064665,12.6170172697353,0.0945848986543446,1.14478493715883
Rpl8,0.825383563724746,2.20749892193729,10.5451908346826,0.0694842939199774,1.04480597134829
Cyb5a,0.8030533191554,2.20189991371981,19.5574794068128,0.181504240726344,1.78813266205004
Rpl9,0.808445997265684,2.17779306648459,11.6980910098915,0.0855999945659028,1.10090472942392
Ttc36,0.809965061522102,2.17582394392661,15.885987079358,0.158626353130538,1.60936555441648
Akr1c21,0.774115145070637,2.16847879687885,22.6123952297108,0.244512735674561,2.14025437303725
Rpl31,0.828953364727328,2.16424493267852,8.64927693291438,0.0504387266101779,0.970201259651913
Rps15,0.836320826370956,2.16401505920433,7.94977836835137,0.02713772998021,0.875809946036086
Atp5j,0.822573294850372,2.12043652127003,9.77403762259978,0.0693867882352019,1.08718111748679
Ndufa6,0.832143399665806,2.10388298767624,7.79303465480032,0.028156406523648,0.897598866270929
Rpl34,0.794850372170743,2.10087152547728,11.6077245542459,0.0904659443944442,1.18469224059747
Rps20,0.825611423363208,2.09779730118282,8.08709570202902,0.0521520095173364,0.999774678258167
Rps9,0.803964757709251,2.06529135962572,9.95814167382904,0.0611833879154754,1.04085489521791
Eif1,0.815433692845207,2.06373715825714,9.2662307631119,0.0412062750748277,0.970506237587034
Rpl36a,0.801078535622057,2.04098004262392,10.2706073470448,0.0714980761738297,1.13431026328119
Ybx1,0.770393437642412,2.03445158389574,15.5370610312474,0.115790012271096,1.44983700602097
Hint1,0.817256569952909,2.02460338638906,8.42569017470043,0.0387012628493875,0.960291608599408
Hrsp12,0.806091447668236,2.00465686589421,11.6764116725286,0.0968984213973949,1.39519892979861
Rps6,0.793938933616892,2.00425488124502,10.5331163508028,0.0719174741412084,1.144290546373
Rplp0,0.762950022785964,1.99030235772409,13.6503630148182,0.123755174294372,1.46777799423799
Rps13,0.790748898678414,1.96882337393007,9.53483527614528,0.0645494640724796,1.11602533367877
Usmg5,0.806471213732341,1.93430252929794,7.57372165377357,0.0388613909255625,1.01611783356406
Rps3,0.790748898678414,1.91122478858065,8.64864018363983,0.0338289176244481,0.982577619722242
Ndufa13,0.824548078383716,1.89507695631557,5.88247515049153,-0.00611016322092107,0.804740330516552
Pck1,0.755278748291053,1.88311563583065,12.7726415200474,0.126345470491447,1.57549920270078
2010107E04Rik,0.791128664742519,1.88225061497906,7.67372538075976,0.0551023055921338,1.13535962146255
Sord,0.799331611727176,1.86339307489107,7.51685204769956,-0.00347012529747678,0.83924830370379
Hspa8,0.8030533191554,1.85955198276092,8.24587324242455,0.0187971362523775,0.996048793975564
Cox5b,0.808445997265684,1.83715624749184,6.49904880500161,0.0220806109981028,0.971123649102101
Atp5b,0.817028710314446,1.82860640016493,6.22655507784911,0.00222672160669628,0.919496637095476
Rps10,0.792419869360474,1.82134761969703,6.78891857336768,0.0119385926940998,0.90657003665862
Gatm,0.719504785052408,1.81127645652386,15.8713027530836,0.222230860620709,2.18906141013294
Rpl10a,0.781862372778369,1.79824489769969,7.69972928578775,0.0156581648238735,0.937802944620012
Rpl23a,0.786951238037369,1.78081770801619,7.56290404700565,0.0501449063015963,1.16420806374393
Rps7,0.767355309129576,1.77227250509485,8.23068388642064,0.0492164784488138,1.09062045975607
Slc27a2,0.733480176211454,1.77015801238271,13.7300155154552,0.186943048710019,2.00318130651234
Maf,0.766519823788546,1.75547795167835,7.58551026741483,0.0699474339272418,1.28238427591906
Gapdh,0.78201427920401,1.75164630259489,8.26495372219453,0.0302935013825175,1.11121373460798
Cox7b,0.796749202491265,1.74448618996092,5.68131262498166,0.0156826194314278,0.950468628666634
Timp3,0.747379614157679,1.73226002264059,9.51362569483659,0.0991587076813441,1.42124198550563
Ass1,0.776013975391159,1.70343834984381,8.96150141934215,0.0679079564489851,1.40379553548163
Ndufa3,0.793938933616892,1.69241564030062,5.42893181051563,0.00391193460554421,0.91544135420831
Rps26,0.76348169527571,1.67676925140398,6.80098933026152,0.0265132892095108,1.02249622883834
Rpl7,0.759304268570561,1.67664092065759,7.06289367952123,0.0262675961131706,1.02738396199253
Atp1b1,0.774950630411666,1.66976770460808,5.89176811406246,0.0181957412876765,0.972913640310389
Ppia,0.776697554306547,1.66668065113164,7.71859342149936,0.0285292632248062,1.09532971266644
Rps12,0.7659881512988,1.66429484527274,6.21472500581044,0.020728225381496,0.994292811662671
Tmem27,0.76765912198086,1.65899107112207,9.76919348072789,0.0870918505960455,1.4707636773234
Cela1,0.733328269785812,1.65548711644861,9.23477571359443,0.0898395763782373,1.36744926909063
mt-Atp8,0.735530912957618,1.64597639333843,12.5622171391872,0.17535987656629,2.03917516915898
Scp2,0.775102536837308,1.59586092261712,5.64199362846872,-0.0152100818203038,0.860987039165133
Pdzk1ip1,0.777457086434756,1.59407638275837,4.92872701665318,0.00992257399766313,0.980189843528003
S100g,0.72983442199605,1.5871401739427,38.0554584571118,0.379989106245125,9.36031902607362
Mif,0.758544736442352,1.56065335156773,6.37275402195767,0.0502843408924362,1.26292361593367
Atp5g3,0.778064712137323,1.55839832263859,4.92728049016663,-0.0166283004237932,0.853181043667146
Ndufc1,0.750265836244873,1.5498042422218,5.69565815319541,0.0163603546381996,1.01738026774886
Hspe1,0.748139146285888,1.53718562340883,5.69001096691704,0.00920050163732735,0.965088089770677
Mpc2,0.754519216162844,1.51420871964626,5.77883385019802,0.00674007136548909,0.951414468612384
Slc25a3,0.752620385842321,1.51135907536866,5.27435893959453,-0.0167126729208935,0.856917324650113
Rps27l,0.752468479416679,1.50213450487105,5.12057958214944,-0.00952500074038755,0.867825413730242
Lrp2,0.723758164970378,1.50115512724065,6.54474925026128,0.0560395342632429,1.22786778492224
Cox5a,0.750569649096157,1.49505964193928,5.98811525780375,0.0293860076043372,1.1253747476589
Rpl3,0.710922072003646,1.49152516459075,7.78780700256888,0.0608218597178049,1.27192267499972
Ndufb9,0.765304572383412,1.48997422559393,4.10607107039919,-0.023241820997005,0.818005971816758
Rpl30,0.737505696490962,1.48197137592395,5.2978118897672,0.00717977227866947,0.960802241400917
Cycs,0.727024153121677,1.46169398906366,6.48265810167505,0.0640415515576286,1.29486269140886
Fut9,0.732037065167857,1.45458392798279,4.93689802463378,0.00637908856950623,0.99297681928183
Cd63,0.737125930426857,1.44201179150008,6.82912270029539,0.0413124441649524,1.25457635122756
Rpsa,0.729302749506304,1.4262676685586,4.92589699936655,-0.00242702216065165,0.940531418541277
Atp5d,0.749278444478201,1.4116657912419,4.48848797951681,-0.00945113837340952,0.904696822035106
RP24-64C6.3,0.70621297280875,1.39052590624425,6.13317212290345,0.0339048941525852,1.13300124869192
Atox1,0.717909767583169,1.37511234257458,4.90694505447052,0.00803198188578151,0.996533471735315
Atp5a1,0.733404222998633,1.36683311186443,4.2078693355505,-0.0140370271611086,0.879575575935513
Gm10076,0.633070028862221,1.35872825413384,11.5111238138911,0.208113364505992,2.22181513637496
Atp1a1,0.723378398906274,1.35845938896922,5.25917224902083,0.0440401244928706,1.18341151559087
Ptma,0.715023545495974,1.34935974493141,4.86190861279449,-0.00989761980623292,0.910447337085525
Eef2,0.719808597903691,1.33811587874204,4.57083624516169,-0.0135830906309754,0.914954004999774
Tmem256,0.715023545495974,1.32480568964733,4.44244982083062,0.00153801713172971,0.938171732712302
Zbtb20,0.659577700136716,1.32426286198769,8.46069002094785,0.120654075880826,1.82311399198507
Gng5,0.707352271001063,1.32385783977627,4.5007959192845,0.00231687354459129,0.942763361747373
Prdx1,0.712365183047243,1.31797347982629,7.26340829787548,0.0769999952035304,1.61990855964452
Cisd1,0.727403919185782,1.30734571561576,3.72315045849751,-0.00611206225545838,0.894626466918315
Rpl7a,0.704921768190794,1.2982082287427,4.46629180260865,0.00538601069197434,0.975048933367403
Ndufv3,0.72223910071396,1.28961902531848,3.47452855209059,-0.00725567622079218,0.890070078586837
Rpl36al,0.70963086738569,1.27277129762984,3.81362975067484,-0.00219572084155891,0.934396677905897
Slc25a5,0.707959896703631,1.27112441252268,4.6298624551644,0.00570799050992914,1.01852727032836
Rpl22,0.701276013975391,1.25550333590877,3.96824091262933,-0.00049618460328848,0.935586406392915
Sepp1,0.684110587877867,1.25342076817749,6.67095682413193,0.0977604509729307,1.58160871001295
Khk,0.707124411362601,1.24660776302442,4.10208883162335,-0.0101089621166929,0.878200167890553
4833439L19Rik,0.687148716390703,1.24406763302222,4.53695707948282,-0.00481845293921014,0.931302610036122
Sult1d1,0.705301534254899,1.23710679050621,3.88431021242134,-0.0204076326467669,0.837930214460137
Uqcrb,0.692845207352271,1.23611847097838,5.03995422845342,0.0650274884271118,1.34548436208827
Rpl4,0.676591219808598,1.23115476581687,4.49146753780455,0.0241332554816604,1.07178614474737
Guca2b,0.640057724441744,1.22335473279508,8.68770248540918,0.175717594416181,2.10011275397807
Mpc1,0.680920552939389,1.2182147345375,4.91511325278802,0.0246630346461997,1.06618865443612
Atp5h,0.691857815585599,1.21634787505443,4.51926024628442,0.0257065315238873,1.09192941880566
Park7,0.696263101929212,1.20950620535854,3.89939913595078,0.0153291620302142,1.04406612171952
Naca,0.67256569952909,1.20629757924255,4.61478472413295,0.0160361481097376,1.03403088455494
Slc4a4,0.67674312623424,1.20081448457333,5.03439522636488,0.03433782004639,1.13728470687782
Ndufa7,0.693984505544585,1.19677527376536,3.3561627594562,-0.00475286612260639,0.89654293575479
Dnase1,0.615448883487771,1.19223908661221,9.29071145573524,0.28198420216492,3.20235977968314
Igfbp7,0.686313231049673,1.18743382058071,5.09670259208438,0.0966772705404599,1.67339765631511
Ndufs6,0.69444022482151,1.16821495464404,3.02887631534207,-0.00456364766303965,0.895069330327751
Ndufb8,0.699377183654869,1.16387611669689,3.21087957512817,0.00165260710422181,0.92925955628029
Atp6v1g1,0.685781558559927,1.16333820223571,3.86967878512242,0.0154680906803877,1.04562979470239
Hsp90ab1,0.670590915995747,1.15646156866581,4.16758587458356,-0.00675139620856331,0.921928361562287
Atp5g2,0.67757861157527,1.14396172719775,3.41684395910026,0.00371386439229766,0.927437049773559
Rpl18,0.68266747683427,1.13569128092421,3.05739802466237,-0.00322560544984988,0.898586993487673
Minos1,0.682819383259912,1.13299922899375,3.14062426098505,0.00359923649115342,0.934792924158554
Tmbim6,0.655780039495671,1.12173467982346,4.73708175467686,0.0631572973277228,1.30208075569283
Pdzk1,0.686541090688136,1.1148735864006,2.88057842020673,-0.0256276818944068,0.789548414946627
Smdt1,0.674464529849613,1.09883176662885,2.89113585332608,-0.00813719069873828,0.877006675783476
Atp5o,0.668540179249582,1.07357158494844,3.19588647438016,0.0172281071583645,1.01803718417426
Mdh1,0.670059243506,1.07053211169724,3.7233275538122,0.0233001531619507,1.1442276908381
Tns1,0.659197934072611,1.06713445369435,2.8460425722228,0.00765666488386355,0.968842971859701
Igfbp4,0.66831231961112,1.05969556257444,2.83123348998412,0.00982913173349282,0.951596052196514
Arpp19,0.656311711985417,1.05832816274987,3.2396583253519,0.015505585368076,1.01060783453347
Gabarap,0.661932249734164,1.05789511191064,2.89686947568737,0.00307253182331737,0.922632090639698
Pfdn5,0.653957162387969,1.05448921207628,2.97055691157214,0.0106047755358771,0.954155194575943
Romo1,0.65828649551876,1.04823557957436,2.91387058553322,0.00768317910396919,0.945510872425769
Tcn2,0.637019595928908,1.04265708803258,4.64693943168283,0.102520156733152,1.5654583023444
Keg1,0.649703782469998,1.03685551472651,3.5377591950265,0.0401143821112746,1.14070377918593
Dnajc19,0.6515266595777,1.03684968668714,2.96026941380564,0.0154155478037787,0.96726815078056
Ubb,0.605043293331308,1.03477236332253,6.2706207491948,0.129584750829282,1.96016130260293
Pah,0.654109068813611,1.03305608276116,2.85734721995379,0.0071804376022446,0.954856062649593
Ndufb4,0.649096156767431,1.01425035088837,2.98186652669504,0.0370352220360745,1.0827626643587
Mrps21,0.643247759380222,1.01398421918284,2.79769139733668,0.00208441572771222,0.908250807853058
Myeov2,0.64560230897767,1.01147245646323,2.76951819585721,0.00618765353166287,0.941451633365533
Tomm7,0.640133677654565,0.994134248849296,2.77529589589009,0.0113779270482034,0.940832437504479
Ldhb,0.648412577852043,0.987471761685381,3.7587388570464,0.0511638310696297,1.32431000922513
Errfi1,0.623955643323713,0.983750986916566,2.93990049869501,0.0513596277062056,1.18319953889341
Actb,0.599954428072307,0.978481380732114,6.595465186457,0.188978675689902,2.89488833366051
Cyba,0.638766519823789,0.977954360394288,3.48004317073326,0.0643856287432226,1.30545001769341
Ndufa1,0.648868297128969,0.969698254822863,2.33731601250092,0.00549575257824052,0.911020317557956
Ddx5,0.604131854777457,0.967313339458897,3.31027657065801,0.0994830715024952,1.62328212027777
Ndufa5,0.641500835485341,0.963266158124163,2.5605035100885,0.0316249795064675,1.05018845278839
Pcbd1,0.625854473644235,0.961667148313556,2.9155860088934,0.0292850134547268,1.07702020087927
Itm2b,0.628436882880146,0.955800348990175,3.171342590298,0.0363969564393539,1.11002223982841
Rpl29,0.532583928300167,0.954910039394503,5.4744903072106,0.143479540446176,1.80892458365203
Hint2,0.634892905969923,0.948334000067688,2.54089691369189,0.0292525832119474,1.02299413468512
Pebp1,0.633981467416072,0.945298068615505,2.48503591320591,0.0250018107713905,1.01972238060545
Sec61g,0.60777760899286,0.944461112085605,3.00968925299267,0.0397317975028686,1.10318072821188
Cyp4b1,0.509797964453896,0.931410062624983,12.5148438193673,0.41995360275413,4.96316218409541
Rpl12,0.612866474251861,0.929852241574787,2.579710390082,0.0343534946323877,1.06737275903392
Cml1,0.612638614613398,0.929835774536757,3.22812631414491,0.0890907984589189,1.42753547132528
Calml4,0.616360322041622,0.927831844955513,3.03662888544803,0.0320160492078784,1.09354955455676
Atp5c1,0.614765304572383,0.923416241773886,2.78047449151859,0.0209851780476977,1.01478928280958
Cystm1,0.611803129272368,0.922442029762369,2.82006040025642,0.0425804431320665,1.12654439272602
Gabarapl1,0.618942731277533,0.912218684186976,2.37448382825433,0.031258886227852,1.05717180793506
4931406C07Rik,0.599498708795382,0.89841222184285,2.89800236415555,0.0145100200938909,0.983403939022244
Fbp1,0.614309585295458,0.886595603948622,2.5999449029105,0.0311743376871405,1.12443899912096
H2afj,0.612334801762115,0.879404143710874,2.24514309925677,0.0217058549138477,0.977245571489282
Hist1h2bc,0.592662919641501,0.877963019206024,2.94859965410547,0.0722966969040133,1.32598135466669
Cat,0.59759987847486,0.874863842812698,2.48856630392399,0.0231163250956271,1.03080323368025
Bri3,0.595852954579979,0.867908851376352,2.41490649735453,0.0307090456949668,1.02226205470185
Gm8730,0.57321889715935,0.866576295748438,3.12124479152211,0.072338766993148,1.32128861683056
Glyat,0.61111955035698,0.864567081471188,2.16049195412306,0.0238726613695964,1.01435719709957
Txn1,0.586054990126082,0.861522845698688,3.10708329912577,0.0713266443490443,1.2991607892993
Gk,0.596688439921009,0.860520504624168,2.31073741309885,0.00856631900284675,0.925684810518167
Rpl5,0.597144159197934,0.853683486944946,2.14168472130017,0.0205654109664923,0.983358985902596
Ndufb5,0.590384323256874,0.842257875118367,2.20053092824643,0.0204029871393075,0.958781284865573
Dab2,0.596840346346651,0.841889688085608,2.06731758925833,0.0121649066605713,0.943090448840501
Shfm1,0.598283457390248,0.839513042822917,2.00217081955443,0.0087756000904509,0.896418980237169
Ndufab1,0.598283457390248,0.836253758941274,2.19467194414084,0.0314862578615402,1.03055364512756
Tomm20,0.594789609600486,0.835692623974958,2.10764277401077,0.00566025968440255,0.890944784969832
Actg1,0.578535622056813,0.83359359491265,2.507481509734,0.0336719595355154,1.08226918223649
Rpl27,0.585067598359411,0.831200820130906,2.41813916763249,0.0513518781246333,1.17585989422881
Nop10,0.58673856904147,0.829052185664446,2.13747224015367,0.031841744833839,1.02518994767319
Zfp706,0.578915388120917,0.827439355058018,2.38956003041353,0.0282140181012399,1.02523120675796
Timm13,0.59091599574662,0.817693104636512,1.89062514080782,0.0176577861863871,0.939078173855831
Idh1,0.584308066231202,0.817622836917519,2.0892254208856,0.0214254693061569,0.981910827096681
Sat1,0.576029166033723,0.804610102233735,2.24700481548545,0.0363580020570811,1.06886498802997
Oxct1,0.572687224669604,0.803087873028716,2.39733182392314,0.0304366420699417,1.0565886129982
Lamp1,0.583016861613246,0.802913662060339,2.15131239247779,0.0249288388975389,1.01054854423362
Atp5f1,0.580434452377336,0.799841943010325,2.24394577892544,0.0268997833301905,1.01900208317091
Tpi1,0.587498101169679,0.799336666398013,1.99571897345872,0.0375437351077109,1.07253169921774
Ndufb11,0.589396931490202,0.795363167820951,1.86898729068807,0.0224180336694512,0.963538543593814
Tceb2,0.580966124867082,0.79252879390445,1.8816872274967,0.0346815269218144,1.02998692575021
Rpl22l1,0.566155248367006,0.78664896338543,2.13245640882717,0.037610060941916,1.06912316582853
Myl6,0.579674920249127,0.782882892031193,2.04127175274928,0.036115354482176,1.04450776308714
Uqcrfs1,0.578231809205529,0.782089643392013,1.98248000249702,0.0360653245540393,1.0489296784976
Neat1,0.483290293179401,0.779828689482329,4.74366516454497,0.240935900416732,3.12724615828231
Odc1,0.547926477289989,0.777894845203785,3.46349722053929,0.0807375624761799,1.56140231386594
Iscu,0.567598359410603,0.777718609514592,1.98996901235845,0.0354683304502298,1.05059390176246
Arl6ip1,0.558863739936199,0.777491653901444,2.47862106581546,0.0456357259619137,1.12516351287669
Tma7,0.563420932705453,0.777271193887507,2.06052257195071,0.0233113609390344,0.992686388732249
Id2,0.556509190338751,0.773500490089421,2.52949212195282,0.0559647876441531,1.21316081457481
Etfb,0.56653501443111,0.772745971329202,2.45132420806323,0.0657921053651176,1.27897784659776
Spp1,0.483442199605043,0.772330047062729,8.34941286406854,0.275669350778574,3.57971168529044
Anapc13,0.5690414704542,0.770987762839142,1.85888279602915,0.0251091881436548,0.989622659756732
Rbm39,0.548913869056661,0.765823496582347,1.96313604325238,0.0442862303179694,1.13219465996586
Kcnj15,0.567446452984961,0.765217845262195,1.81133894062095,0.0246383304076944,0.996509041945035
Ndufb10,0.568585751177275,0.764906387072009,1.97320089685353,0.0369408399214098,1.05642717473617
Ubl5,0.565167856600334,0.76291880030527,1.82471925436742,0.0245398130379995,0.985486354430018
Acox1,0.558256114233632,0.76032459325448,2.14983043654384,0.0366763174964356,1.08076841484555
Vamp8,0.567598359410603,0.760086634914536,1.834187259372,0.0227334688215559,0.966821121960132
